year	month	day	hour	minute	second	OOA1	OOA2	SO4	NH4	NO3	Correction factor
2005	4	2	16	40	0	0.860975	0.221944	0.174834	0.140449	0.12544	2
2005	4	2	16	50	0	0.876638	0.190524	0.195745	0.135359	0.103409	2
2005	4	2	17	0	0	1.04147	0.139879	0.199965	0.0963593	0.0869611	2
2005	4	2	17	10	0	0.817123	0.219769	0.183861	0.111382	0.102219	2
2005	4	2	17	20	0	0.721831	0.362646	0.265899	0.104212	0.0942761	2
2005	4	2	17	30	0	0.834125	0.219987	0.195447	0.201082	0.0965978	2
2005	4	2	17	40	0	0.753012	0.352301	0.170604	0.13698	0.0963974	2
2005	4	2	17	50	0	0.840178	0.232461	0.243347	0.16971	0.116168	2
2005	4	2	18	0	0	0.826531	0.273657	0.223851	0.174564	0.105773	2
2005	4	2	18	10	0	0.86556	0.255459	0.21839	0.168772	0.0836769	2
2005	4	2	18	20	0	0.957414	0.205488	0.214277	0.194324	0.246398	2
2005	4	2	18	30	0	0.755007	0.301632	0.161335	0.105911	0.0913933	2
2005	4	2	18	40	0	0.730433	0.283764	0.213719	0.112262	0.0905907	2
2005	4	2	18	50	0	0.827888	0.345912	0.178632	0.173695	0.0908416	2
2005	4	2	19	0	0	0.700004	0.363487	0.178579	0.142384	0.0818622	2
2005	4	2	19	10	0	0.713137	0.314918	0.171289	0.134418	0.0783308	2
2005	4	2	19	20	0	0.759368	0.231156	0.358667	0.0544124	0.0682959	2
2005	4	2	19	30	0	0.716198	0.264879	0.140743	0.117263	0.0861376	2
2005	4	2	19	40	0	0.731861	0.303481	0.163898	0.164919	0.0634085	2
2005	4	2	19	50	0	0.756322	0.25092	0.243512	0.0985616	0.0731809	2
2005	4	2	20	0	0	0.651253	0.289735	0.162709	0.0935374	0.0845184	2
2005	4	2	20	10	0	0.688263	0.248311	0.177031	0.0845036	0.088175	2
2005	4	2	20	20	0	0.820416	0.18253	0.179143	0.11231	0.0695746	2
2005	4	2	20	30	0	0.834782	0.187707	0.196977	0.075536	0.0945778	2
2005	4	2	20	40	0	0.665182	0.236577	0.172213	0.106193	0.0822681	2
2005	4	2	20	50	0	0.686433	0.244084	0.136711	0.120948	0.0719209	2
2005	4	2	21	0	0	0.777915	0.163427	0.167481	0.0811876	0.0837287	2
2005	4	2	21	10	0	0.567445	0.303897	0.23097	0.136042	0.0905673	2
2005	4	2	21	20	0	0.714857	0.215303	0.339575	0.143283	0.0844	2
2005	4	2	21	30	0	0.540429	0.337829	0.205658	0.114447	0.0695558	2
2005	4	2	21	40	0	0.59766	0.344903	0.229576	0.0817545	0.0853405	2
2005	4	2	21	50	0	0.837128	0.165037	0.23218	0.120576	0.0786505	2
2005	4	2	22	0	0	0.57917	0.415887	0.211874	0.192236	0.0794847	2
2005	4	2	22	10	0	0.814935	0.19079	0.219553	0.0979131	0.0628448	2
2005	4	2	22	20	0	0.648822	0.225123	0.154875	0.188001	0.0749419	2
2005	4	2	22	30	0	0.616661	0.367581	0.19337	0.103763	0.0986411	2
2005	4	2	22	40	0	0.686319	0.26456	0.15993	0.148432	0.0703038	2
2005	4	2	22	50	0	0.708481	0.286958	0.190803	0.0941403	0.0723693	2
2005	4	2	23	0	0	0.750169	0.254379	0.18178	0.118056	0.0690976	2
2005	4	2	23	10	0	0.580453	0.294362	0.365244	0.0819081	0.0859153	2
2005	4	2	23	20	0	0.657022	0.30326	0.152292	0.160999	0.0757712	2
2005	4	2	23	30	0	0.649919	0.266617	0.213277	0.0894517	0.083742	2
2005	4	2	23	40	0	0.592168	0.344695	0.191592	0.0850384	0.0769049	2
2005	4	2	23	50	0	0.701129	0.293986	0.190582	0.109353	0.0645988	2
2005	4	3	0	0	0	0.98428	0.0654036	0.30525	0.0941243	0.0754328	2
2005	4	3	0	10	0	0.681969	0.191878	0.304311	0.137892	0.0592155	2
2005	4	3	0	20	0	0.578177	0.196073	0.244619	0.133775	0.0756652	2
2005	4	3	0	30	0	0.674342	0.167819	0.181071	0.151596	0.0711577	2
2005	4	3	0	40	0	0.508326	0.253235	0.159472	0.0791994	0.113755	2
2005	4	3	0	50	0	0.519638	0.236523	0.180429	0.0648888	0.0606996	2
2005	4	3	1	0	0	0.640765	0.221556	0.148288	0.110269	0.0826692	2
2005	4	3	1	10	0	0.564725	0.222796	0.120803	0.109786	0.0916437	2
2005	4	3	1	20	0	0.496807	0.239969	0.158971	0.0861554	0.0801277	2
2005	4	3	1	30	0	0.515495	0.287517	0.305215	0.0866332	0.0618125	2
2005	4	3	1	40	0	0.556117	0.223679	0.158379	0.116363	0.0653091	2
2005	4	3	1	50	0	0.485659	0.287999	0.149189	0.0930387	0.0643618	2
2005	4	3	2	0	0	0.470491	0.247302	0.184847	0.0828477	0.0618689	2
2005	4	3	2	10	0	0.433998	0.231187	0.173711	0.053504	0.0645626	2
2005	4	3	2	20	0	0.429488	0.221021	0.117089	0.0401346	0.0544634	2
2005	4	3	2	30	0	0.413283	0.250715	0.171135	0.0665667	0.0492228	2
2005	4	3	2	40	0	0.32421	0.280575	0.0897628	0.120616	0.0858376	2
2005	4	3	2	50	0	0.476109	0.209893	0.116433	0.0915336	0.0531204	2
2005	4	3	3	0	0	0.6138	0.131661	0.13048	0.0749938	0.0792802	2
2005	4	3	3	10	0	0.437255	0.297456	0.100201	0.0358692	0.0526586	2
2005	4	3	3	20	0	0.519411	0.223083	0.144853	0.118834	0.0657254	2
2005	4	3	3	30	0	0.506113	0.253313	0.193121	0.116326	0.0703984	2
2005	4	3	3	40	0	0.429837	0.361881	0.148785	0.0302303	0.0799374	2
2005	4	3	3	50	0	0.426069	0.283534	0.158178	0.134175	0.0603223	2
2005	4	3	4	0	0	0.421595	0.273235	0.167744	0.17568	0.0910918	2
2005	4	3	4	10	0	0.371833	0.196397	0.112265	0.138675	0.0788757	2
2005	4	3	4	20	0	0.445419	0.177679	0.175601	0.125133	0.0720488	2
2005	4	3	4	30	0	0.331157	0.308398	0.139915	0.0579872	0.0803234	2
2005	4	3	4	40	0	0.380733	0.246838	0.092273	0.0320969	0.0552178	2
2005	4	3	4	50	0	0.301153	0.306036	0.112568	0.0709069	0.0709212	2
2005	4	3	5	0	0	0.417235	0.193042	0.142436	0.0757138	0.0921789	2
2005	4	3	5	10	0	0.523954	0.209313	0.110921	0.0973643	0.0568451	2
2005	4	3	5	20	0	0.517053	0.169689	0.14715	0.0688336	0.0656225	2
2005	4	3	5	30	0	0.301059	0.311943	0.0791338	0.0436007	0.0635595	2
2005	4	3	5	40	0	0.396062	0.206051	0.0964382	0.0852817	0.0649486	2
2005	4	3	5	50	0	0.282864	0.278901	0.0997934	0.0609129	0.0689233	2
2005	4	3	6	0	0	0.414047	0.172446	0.123497	0.0494269	0.0704099	2
2005	4	3	6	10	0	0.298392	0.260119	0.137274	0.0387645	0.0706026	2
2005	4	3	6	20	0	0.318792	0.218272	0.103828	0.106035	0.0714638	2
2005	4	3	6	30	0	0.224443	0.314876	0.0941529	0.0699308	0.0527047	2
2005	4	3	6	40	0	0.298555	0.227238	0.111574	0.011776	0.0536528	2
2005	4	3	6	50	0	0.239715	0.242623	0.0578534	-0.016706	0.04424	2
2005	4	3	7	0	0	0.289702	0.234922	0.0545556	0.0358832	0.0408801	2
2005	4	3	7	10	0	0.346044	0.168587	0.0756335	0.116428	0.0609444	2
2005	4	3	7	20	0	0.134067	0.314438	0.0761642	0.0630119	0.054323	2
2005	4	3	7	30	0	0.33314	0.111215	0.049889	0.0722303	0.0533371	2
2005	4	3	7	40	0	nan	nan	nan	nan	nan	2
2005	4	3	7	50	0	0.213815	0.198628	0.0817073	0.0727503	0.0752485	2
2005	4	3	8	0	0	0.274774	0.163765	0.0841894	0.0649857	0.0423989	2
2005	4	3	8	10	0	nan	nan	nan	nan	nan	2
2005	4	3	8	20	0	0.303936	0.111921	0.0478628	-0.0117541	0.0448627	2
2005	4	3	8	30	0	0.266131	0.127263	0.0688592	0.0157936	0.0357341	2
2005	4	3	8	40	0	0.246924	0.0809135	0.0619532	0.0350899	0.035547	2
2005	4	3	8	50	0	0.278075	0.0677038	0.0778252	0.0204254	0.0346673	2
2005	4	3	9	0	0	0.235824	0.119803	0.0576203	0.077588	0.0378773	2
2005	4	3	9	10	0	0.218439	0.060575	0.0312268	0.0736273	0.0402228	2
2005	4	3	9	20	0	0.256109	0.0499533	0.0740122	0.037407	0.0300047	2
2005	4	3	9	30	0	0.215232	0.0287283	0.0514179	0.0394028	0.0364484	2
2005	4	3	9	40	0	0.274895	0.0584298	0.0675684	0.0547961	0.0325588	2
2005	4	3	9	50	0	0.236405	0.105726	0.0487506	0.0251308	0.0348132	2
2005	4	3	10	0	0	0.29485	0.109703	0.050843	0.0347628	0.0422962	2
2005	4	3	10	10	0	0.275892	0.179669	0.0454943	0.0472396	0.0283982	2
2005	4	3	10	20	0	0.243483	0.118001	0.0430749	0.0270376	0.0315517	2
2005	4	3	10	30	0	0.25448	0.0845331	0.0422497	0.0664802	0.0310535	2
2005	4	3	10	40	0	0.232658	0.0722646	0.0471989	0.0607251	0.0267092	2
2005	4	3	10	50	0	0.274932	0.021785	0.0476548	0.0629688	0.0253536	2
2005	4	3	11	0	0	0.259619	0.0530692	0.0452396	0.0817644	0.0404514	2
2005	4	3	11	10	0	nan	nan	nan	nan	nan	2
2005	4	3	11	20	0	0.237866	0.0313555	0.0292812	0.0400879	0.0262268	2
2005	4	3	11	30	0	0.244341	2.27E-06	0.0679539	0.0626624	0.0202527	2
2005	4	3	11	40	0	0.252958	4.88E-06	0.0556686	0.0407865	0.019032	2
2005	4	3	11	50	0	0.214959	0.0825648	0.0483048	0.0479437	0.0229417	2
2005	4	3	12	0	0	0.286492	0.00770746	0.0447614	0.0293387	0.0297095	2
2005	4	3	12	10	0	0.239145	2.83E-06	0.0361471	-0.00879851	0.0207143	2
2005	4	3	12	20	0	0.265255	1.18E-06	0.0350886	0.0847924	0.0327952	2
2005	4	3	12	30	0	0.154635	0.0719065	0.0303951	0.0574301	0.0286597	2
2005	4	3	12	40	0	0.25044	0.0652928	0.0450996	0.0085487	0.0175202	2
2005	4	3	12	50	0	0.345951	2.33E-06	0.0519478	0.0109192	0.0223298	2
2005	4	3	13	0	0	0.2915	0.0823627	0.0547644	0.0396161	0.0318098	2
2005	4	3	13	10	0	0.266152	0.0956567	0.0358632	0.0741639	0.0267591	2
2005	4	3	13	20	0	0.345763	0.0337496	0.0478271	0.0497839	0.0235972	2
2005	4	3	13	30	0	0.219406	0.128381	0.0398645	0.0145723	0.0227449	2
2005	4	3	13	40	0	0.31604	0.0517117	0.0579317	0.0525233	0.0241824	2
2005	4	3	13	50	0	0.250736	0.144122	0.0347613	0.0386516	0.0196145	2
2005	4	3	14	0	0	0.299553	0.10565	0.0427794	0.0145062	0.0246032	2
2005	4	3	14	10	0	0.34609	0.0693973	0.0566512	0.0684586	0.0344605	2
2005	4	3	14	20	0	0.406241	0.0146387	0.0411031	0.0347624	0.0352107	2
2005	4	3	14	30	0	0.277099	0.0359913	0.0351392	0.0348738	0.0265163	2
2005	4	3	14	40	0	0.350219	0.037965	0.0399346	0.013694	0.0317345	2
2005	4	3	14	50	0	0.325111	0.0103351	0.034313	0.0653643	0.029229	2
2005	4	3	15	0	0	0.399015	0.0233132	0.0475766	0.0563687	0.0336828	2
2005	4	3	15	10	0	0.286848	0.137504	0.0373259	0.0526713	0.0328139	2
2005	4	3	15	20	0	0.270819	0.104328	0.0356395	0.0617086	0.0348148	2
2005	4	3	15	30	0	0.408099	0.0288583	0.0360354	0.00227998	0.0337849	2
2005	4	3	15	40	0	0.256248	0.1171	0.0332743	0.0170961	0.0351817	2
2005	4	3	15	50	0	0.285616	0.129663	0.0488517	0.0563787	0.0324101	2
2005	4	3	16	0	0	0.313458	0.113622	0.0400457	0.0471002	0.0273106	2
2005	4	3	16	10	0	0.297064	0.0554801	0.0366796	0.0358688	0.0297359	2
2005	4	3	16	20	0	0.474079	8.03E-07	0.0423323	0.152993	0.0266371	2
2005	4	3	16	30	0	0.336943	2.11E-06	0.043904	0.019596	0.0231598	2
2005	4	3	16	40	0	0.312453	0.0783111	0.0466945	0.0245061	0.0340037	2
2005	4	3	16	50	0	0.351364	3.61E-06	0.0379025	0.0376566	0.0366628	2
2005	4	3	17	0	0	0.348329	0.0292233	0.0380685	0.0275143	0.0266228	2
2005	4	3	17	10	0	0.298126	0.0906254	0.0350389	0.0369676	0.0349109	2
2005	4	3	17	20	0	0.337451	0.0451549	0.0416182	0.00162021	0.0179433	2
2005	4	3	17	30	0	0.361562	0.0880934	0.0462779	0.0441609	0.0307252	2
2005	4	3	17	40	0	0.203908	0.127132	0.037514	0.0327101	0.0293838	2
2005	4	3	17	50	0	0.287496	0.104126	0.0493908	0.0337545	0.0312128	2
2005	4	3	18	0	0	0.341254	0.0507329	0.042018	0.0688158	0.0328047	2
2005	4	3	18	10	0	0.248053	0.0885853	0.0435342	0.0308527	0.0167379	2
2005	4	3	18	20	0	0.363135	0.00802805	0.052634	0.0486484	0.0235509	2
2005	4	3	18	30	0	0.284881	0.113865	0.0494748	0.00104834	0.0305053	2
2005	4	3	18	40	0	0.354677	1.19E-05	0.0339017	0.0593384	0.0333785	2
2005	4	3	18	50	0	0.339027	0.0867299	0.0200316	0.00779653	0.0221712	2
2005	4	3	19	0	0	0.272783	0.079566	0.0458536	0.0303238	0.0333369	2
2005	4	3	19	10	0	0.314431	0.0905623	0.0218596	0.0532789	0.0347069	2
2005	4	3	19	20	0	0.315859	0.117817	0.0407007	0.0404089	0.0206812	2
2005	4	3	19	30	0	0.305766	0.18955	0.0312347	0.0659493	0.0437435	2
2005	4	3	19	40	0	0.371623	0.0795595	0.0269363	0.00908904	0.0217371	2
2005	4	3	19	50	0	0.47873	0.148155	0.0313974	0.0319374	0.0311301	2
2005	4	3	20	0	0	0.39843	0.13742	0.0307845	0.0283096	0.0370027	2
2005	4	3	20	10	0	0.283432	0.198495	0.0299191	0.000681754	0.0376344	2
2005	4	3	20	20	0	0.341184	0.224353	0.0221135	0.0439121	0.0361474	2
2005	4	3	20	30	0	0.317092	0.202871	0.0199603	0.0179522	0.0344272	2
2005	4	3	20	40	0	0.313731	0.24829	0.0400768	0.0389511	0.0457936	2
2005	4	3	20	50	0	0.44752	0.345075	0.032186	-0.00777688	0.0519972	2
2005	4	3	21	0	0	0.35237	0.692188	0.0831304	0.0435782	0.0885293	2
2005	4	3	21	10	0	0.279615	0.764786	0.0815228	0.0280883	0.0819056	2
2005	4	3	21	20	0	0.442466	0.631659	0.0458303	0.0494977	0.071875	2
2005	4	3	21	30	0	0.339692	0.60322	0.045384	0.0327443	0.093463	2
2005	4	3	21	40	0	0.367531	0.461388	0.0285249	-0.017418	0.0724106	2
2005	4	3	21	50	0	0.398941	0.375875	0.0333248	0.0632558	0.0693916	2
2005	4	3	22	0	0	0.252017	0.461557	0.0321019	0.0425891	0.0560283	2
2005	4	3	22	10	0	0.258701	0.291694	0.0258091	0.0408048	0.0470998	2
2005	4	3	22	20	0	0.339063	0.437009	0.0197983	-0.0148511	0.0481851	2
2005	4	3	22	30	0	0.396737	0.697592	0.0192275	0.0457712	0.0768392	2
2005	4	3	22	40	0	0.323597	0.83041	0.0272313	0.0296903	0.0753857	2
2005	4	3	22	50	0	0.380508	2.07868	0.0210551	0.0539342	0.128246	2
2005	4	3	23	0	0	0.667175	5.51792	-0.0218766	0.0286366	0.266322	2
2005	4	3	23	10	0	0.272491	3.95275	0.0199582	0.0790713	0.199361	2
2005	4	3	23	20	0	0.308173	2.5543	0.0179153	0.064783	0.15978	2
2005	4	3	23	30	0	0.483875	2.04227	0.0451291	0.0674398	0.157576	2
2005	4	3	23	40	0	0.165806	2.56431	0.0444599	0.0411767	0.171395	2
2005	4	3	23	50	0	0.463675	1.51667	0.0288273	0.0127999	0.136569	2
2005	4	4	0	0	0	0.268006	1.32092	0.0276548	0.000800023	0.124146	2
2005	4	4	0	10	0	0.393131	1.16811	0.0267875	0.0768668	0.114142	2
2005	4	4	0	20	0	0.259255	1.3195	0.0142466	0.041852	0.101081	2
2005	4	4	0	30	0	0.325551	1.18808	0.00813616	0.0497623	0.0975807	2
2005	4	4	0	40	0	0.392428	0.945494	0.014453	-0.0104119	0.107052	2
2005	4	4	0	50	0	0.214682	1.02035	0.0607321	0.0751729	0.0832235	2
2005	4	4	1	0	0	0.345459	1.14313	0.0440402	0.027752	0.0892182	2
2005	4	4	1	10	0	0.399173	1.1548	0.00416018	0.00994284	0.097023	2
2005	4	4	1	20	0	0.319846	0.922199	0.0327093	0.0242149	0.122027	2
2005	4	4	1	30	0	0.326231	0.972938	0.0347086	0.0533929	0.11729	2
2005	4	4	1	40	0	0.402881	1.00684	0.0084045	0.0499204	0.115447	2
2005	4	4	1	50	0	0.403698	1.01751	0.0209666	0.0239918	0.111709	2
2005	4	4	2	0	0	0.402707	0.876959	0.0325015	0.0524659	0.138013	2
2005	4	4	2	10	0	0.55553	0.834657	0.0508542	0.0679488	0.121375	2
2005	4	4	2	20	0	0.404493	0.978006	0.0511827	0.0773716	0.147247	2
2005	4	4	2	30	0	0.436759	0.903283	0.0560973	0.0685764	0.147265	2
2005	4	4	2	40	0	0.299401	0.960836	0.0429556	0.0297527	0.120851	2
2005	4	4	2	50	0	0.363394	0.911823	0.0243409	0.0490766	0.127936	2
2005	4	4	3	0	0	0.294601	0.940829	0.0219016	0.0728747	0.129647	2
2005	4	4	3	10	0	0.316713	0.881583	0.0309742	0.0736365	0.139023	2
2005	4	4	3	20	0	0.319392	0.974171	0.0216547	0.00949507	0.123823	2
2005	4	4	3	30	0	0.141364	1.11831	0.0119577	0.0625556	0.13076	2
2005	4	4	3	40	0	0.0270973	1.24413	0.0302399	0.0338073	0.161219	2
2005	4	4	3	50	0	0.379609	0.896952	0.0172326	0.00483817	0.137711	2
2005	4	4	4	0	0	0.190583	0.962544	0.0345845	0.0576472	0.11705	2
2005	4	4	4	10	0	0.176504	0.884957	0.0228193	0.0323923	0.0903855	2
2005	4	4	4	20	0	0.366535	0.737588	0.0276888	0.0397139	0.135541	2
2005	4	4	4	30	0	0.314593	0.857328	0.0119515	0.0318998	0.104325	2
2005	4	4	4	40	0	0.26375	0.875821	0.0371689	0.0135338	0.120261	2
2005	4	4	4	50	0	0.271533	0.847497	0.0411177	0.0915918	0.098877	2
2005	4	4	5	0	0	0.242881	0.637918	0.0596756	0.0809044	0.106697	2
2005	4	4	5	10	0	0.31789	0.562297	0.0567875	0.0266614	0.115148	2
2005	4	4	5	20	0	0.307267	0.449653	0.0927051	0.0518458	0.0783343	2
2005	4	4	5	30	0	0.267356	0.493036	0.0748373	0.0478063	0.081668	2
2005	4	4	5	40	0	0.32199	0.440536	0.0781465	0.0855416	0.0803169	2
2005	4	4	5	50	0	0.2445	0.539716	0.0884277	0.0757689	0.0928591	2
2005	4	4	6	0	0	0.328114	0.473031	0.0735932	0.100307	0.0947849	2
2005	4	4	6	10	0	0.339799	0.448658	0.0981722	0.124496	0.0898611	2
2005	4	4	6	20	0	0.307777	0.468289	0.119905	0.0955552	0.0842124	2
2005	4	4	6	30	0	0.410939	0.433838	0.0900876	0.0750093	0.0881772	2
2005	4	4	6	40	0	0.371965	0.508627	0.101346	0.102138	0.116218	2
2005	4	4	6	50	0	0.463689	0.454634	0.0927737	0.105914	0.11068	2
2005	4	4	7	0	0	0.373987	0.611455	0.107021	0.131133	0.135295	2
2005	4	4	7	10	0	0.487034	0.415262	0.129238	0.102598	0.0925914	2
2005	4	4	7	20	0	0.479172	0.352299	0.111183	0.111993	0.0987833	2
2005	4	4	7	30	0	0.337707	0.506006	0.0873332	0.0920727	0.0932977	2
2005	4	4	7	40	0	0.421713	0.342156	0.166744	0.0621921	0.0722079	2
2005	4	4	7	50	0	0.47717	0.282268	0.143312	0.112394	0.098679	2
2005	4	4	8	0	0	0.492908	0.422761	0.143365	0.125804	0.104072	2
2005	4	4	8	10	0	0.671535	0.308561	0.238259	0.146435	0.117139	2
2005	4	4	8	20	0	0.642707	0.320895	0.151708	0.116625	0.218176	2
2005	4	4	8	30	0	0.746315	0.25413	0.183582	0.16918	0.222242	2
2005	4	4	8	40	0	0.71311	0.294048	0.159314	0.173263	0.220066	2
2005	4	4	8	50	0	0.678829	0.278034	0.209936	0.191536	0.231561	2
2005	4	4	9	0	0	0.788778	0.283079	0.145522	0.22332	0.38606	2
2005	4	4	9	10	0	0.79388	0.297219	0.231095	0.226724	0.55432	2
2005	4	4	9	20	0	0.86981	0.213194	0.281702	0.262013	0.598546	2
2005	4	4	9	30	0	0.922721	0.268147	0.307736	0.294674	0.55814	2
2005	4	4	9	40	0	0.929244	0.233736	0.239005	0.275016	0.497005	2
2005	4	4	9	50	0	1.29572	0.0159115	0.223249	0.199782	0.646852	2
2005	4	4	10	0	0	0.980789	0.225993	0.29684	0.245004	0.512283	2
2005	4	4	10	10	0	0.89778	0.280755	0.255086	0.289973	0.500512	2
2005	4	4	10	20	0	0.930451	0.268242	0.254927	0.232982	0.446449	2
2005	4	4	10	30	0	1.01178	0.270927	0.256892	0.259275	0.331845	2
2005	4	4	10	40	0	1.16502	0.162689	0.29509	0.263396	0.392799	2
2005	4	4	10	50	0	0.964489	0.381396	0.295208	0.310958	0.552664	2
2005	4	4	11	0	0	1.17006	0.189587	0.235953	0.301557	0.651224	2
2005	4	4	11	10	0	1.09946	0.253766	0.285701	0.374024	0.522133	2
2005	4	4	11	20	0	1.10817	0.227456	0.274701	0.368185	0.501978	2
2005	4	4	11	30	0	1.06184	0.368229	0.306675	0.270351	0.690958	2
2005	4	4	11	40	0	1.20657	0.221448	0.363433	0.431317	1.08046	2
2005	4	4	11	50	0	1.2399	0.265338	0.368414	0.338367	0.801541	2
2005	4	4	12	0	0	1.24239	0.287924	0.324583	0.428369	0.742491	2
2005	4	4	12	10	0	1.27946	0.263038	0.417286	0.404468	0.622375	2
2005	4	4	12	20	0	1.28815	0.232596	0.344704	0.414943	1.03116	2
2005	4	4	12	30	0	1.44139	0.229238	0.35494	0.42333	0.833709	2
2005	4	4	12	40	0	1.29298	0.293869	0.384414	0.390913	0.692142	2
2005	4	4	12	50	0	1.45184	0.210236	0.462333	0.353077	0.851432	2
2005	4	4	13	0	0	1.35599	0.214192	0.359584	0.390785	1.00442	2
2005	4	4	13	10	0	1.54467	0.116384	0.42305	0.47636	0.724243	2
2005	4	4	13	20	0	1.26596	0.216023	0.427717	0.464605	0.951128	2
2005	4	4	13	30	0	1.58012	0.0517993	0.408415	0.421735	1.13842	2
2005	4	4	13	40	0	1.29042	0.221675	0.468237	0.428253	0.810813	2
2005	4	4	13	50	0	1.29619	0.271674	0.372672	0.407767	1.00487	2
2005	4	4	14	0	0	1.52482	0.0582211	0.459221	0.440804	0.743646	2
2005	4	4	14	10	0	1.21113	0.281856	0.439087	0.361158	1.09448	2
2005	4	4	14	20	0	1.28284	0.23421	0.406937	0.397894	0.643843	2
2005	4	4	14	30	0	1.41156	0.133341	0.413573	0.468996	0.696491	2
2005	4	4	14	40	0	1.47026	0.0745862	0.366735	0.387835	0.715089	2
2005	4	4	14	50	0	1.11152	0.41179	0.452292	0.324458	0.513812	2
2005	4	4	15	0	0	1.21267	0.295692	0.360219	0.499776	0.546754	2
2005	4	4	15	10	0	1.55555	1.26E-06	0.546796	0.434838	0.614794	2
2005	4	4	15	20	0	1.22901	0.285096	0.370892	0.381377	0.604119	2
2005	4	4	15	30	0	1.2675	0.190446	0.355858	0.380352	0.621084	2
2005	4	4	15	40	0	1.23274	0.161349	0.370744	0.43572	0.54823	2
2005	4	4	15	50	0	1.13101	0.296307	0.318312	0.309478	0.403976	2
2005	4	4	16	0	0	1.24461	0.270197	0.426967	0.383882	0.611147	2
2005	4	4	16	10	0	1.33518	0.223818	0.368487	0.441164	0.462904	2
2005	4	4	16	20	0	1.20811	0.311803	0.34372	0.406187	0.430213	2
2005	4	4	16	30	0	1.30485	0.270005	0.368698	0.387937	0.412517	2
2005	4	4	16	40	0	1.13676	0.217432	0.393747	0.3203	0.461158	2
2005	4	4	16	50	0	1.27085	0.190209	0.376569	0.319934	0.535491	2
2005	4	4	17	0	0	1.19245	0.241264	0.317186	0.369873	0.622896	2
2005	4	4	17	10	0	1.24094	0.219568	0.409519	0.390974	0.457119	2
2005	4	4	17	20	0	1.21747	0.350343	0.472661	0.410991	0.340788	2
2005	4	4	17	30	0	1.27373	0.297755	0.458542	0.361877	0.340865	2
2005	4	4	17	40	0	1.41075	0.185894	0.457631	0.366067	0.670145	2
2005	4	4	17	50	0	1.83008	0.0201252	0.552767	0.381856	0.51163	2
2005	4	4	18	0	0	1.49714	0.179069	0.446311	0.468134	0.382151	2
2005	4	4	18	10	0	1.48578	0.1805	0.552572	0.446144	0.547244	2
2005	4	4	18	20	0	1.46355	0.334858	0.531731	0.38516	0.57391	2
2005	4	4	18	30	0	1.58706	0.160972	0.613555	0.294609	0.401576	2
2005	4	4	18	40	0	1.75014	0.124591	0.485323	0.384791	0.439168	2
2005	4	4	18	50	0	1.60385	0.202554	0.538664	0.396044	0.34016	2
2005	4	4	19	0	0	1.71192	0.0950721	0.434687	0.345338	0.377677	2
2005	4	4	19	10	0	1.30824	0.324162	0.474664	0.378124	0.399985	2
2005	4	4	19	20	0	1.34168	0.349601	0.588352	0.323711	0.292605	2
2005	4	4	19	30	0	1.25331	0.396924	0.550457	0.297924	0.433905	2
2005	4	4	19	40	0	1.49788	0.168849	0.455597	0.357516	0.321519	2
2005	4	4	19	50	0	1.48922	0.129759	0.533217	0.361481	0.356929	2
2005	4	4	20	0	0	1.39014	0.311917	0.38703	0.361996	0.243554	2
2005	4	4	20	10	0	1.21171	0.30835	0.436687	0.329073	0.495972	2
2005	4	4	20	20	0	1.30499	0.316196	0.598929	0.351321	0.413336	2
2005	4	4	20	30	0	1.6617	0.225544	0.479164	0.347449	0.44785	2
2005	4	4	20	40	0	1.51359	0.261282	0.485221	0.461391	0.422004	2
2005	4	4	20	50	0	1.46231	0.365414	0.449041	0.367772	0.318131	2
2005	4	4	21	0	0	1.5416	0.243925	0.560146	0.47297	0.287175	2
2005	4	4	21	10	0	1.38909	0.422781	0.576145	0.423241	0.362332	2
2005	4	4	21	20	0	1.32912	0.449157	0.723996	0.40504	0.676789	2
2005	4	4	21	30	0	1.39023	0.401278	0.516416	0.406546	0.42485	2
2005	4	4	21	40	0	1.87779	0.11682	0.492367	0.44749	0.784972	2
2005	4	4	21	50	0	1.50638	0.41604	0.543137	0.487827	0.60292	2
2005	4	4	22	0	0	1.693	0.220891	0.619386	0.536546	0.551923	2
2005	4	4	22	10	0	1.39402	0.496458	0.614881	0.485319	0.713582	2
2005	4	4	22	20	0	1.71296	0.385416	0.627243	0.52615	0.909181	2
2005	4	4	22	30	0	1.6054	0.339183	0.553338	0.55065	1.11723	2
2005	4	4	22	40	0	1.61005	0.405972	0.509368	0.493435	1.02397	2
2005	4	4	22	50	0	1.78134	0.275496	0.531108	0.499113	0.859242	2
2005	4	4	23	0	0	1.65147	0.339995	0.616354	0.53096	0.615218	2
2005	4	4	23	10	0	1.70435	0.28431	0.684131	0.500703	0.528062	2
2005	4	4	23	20	0	1.59606	0.224431	0.665438	0.682799	0.910091	2
2005	4	4	23	30	0	1.79467	0.160615	0.544515	0.492761	0.642081	2
2005	4	4	23	40	0	1.59901	0.379297	0.565325	0.542292	0.854337	2
2005	4	4	23	50	0	1.44619	0.426953	0.484723	0.554022	0.581864	2
2005	4	5	0	0	0	1.59539	0.35063	0.611002	0.491408	0.589607	2
2005	4	5	0	10	0	1.58231	0.255504	0.593049	0.587635	0.724443	2
2005	4	5	0	20	0	1.85472	0.214112	0.565083	0.516895	0.656364	2
2005	4	5	0	30	0	1.80403	0.163128	0.58336	0.565328	0.767178	2
