datetime,igor.time,co2,del13c,del18o,sensible.heat.flux,water.vapor.flux,par,airt,airp,rh,dry.air,wet.air,wind.speed,wind.dir,ustar
2011-09-18T00:35:12,3399150912,397.19119,-8.4783211,39.341389,-0.366124818,-4.06E-05,0.125,9.256000879,99937.64251,83.6750629,42.13465834,42.56185075,0.67114133,57.6765,0.067079082
2011-09-18T01:15:12,3399153313,398.07281,-8.5794601,39.101479,-2.091722457,-4.25E-05,0.075,9.241251734,99937.64353,85.00734694,42.12735767,42.56407416,0.83128488,48.4183,0.023821309
2011-09-18T01:55:12,3399155712,409.3909,-9.0353136,38.97023,-5.330580291,-4.34E-05,0.05,8.301933595,99936.52443,88.31267087,42.29128522,42.70564935,0.41812131,16.7825,0.019443071
2011-09-18T02:35:12,3399158112,420.25861,-8.9867783,39.177139,-0.662394364,-9.61E-06,0.25,7.806082177,99935.9558,92.01050006,42.38847671,42.78077592,0.36685321,45.3168,0.024707289
2011-09-18T03:15:12,3399160513,418.71201,-9.0755749,39.109821,-4.551935147,-1.15E-05,0.2125,7.817493137,99935.95068,90.54146474,42.3872033,42.77903627,0.4678337,40.00301,0.055190861
2011-09-18T03:55:12,3399162913,401.5914,-8.6393337,39.118919,-22.03444223,1.46E-05,0.225,8.63436695,99936.91797,86.88747192,42.24009987,42.6554356,1.725437,46.55791,0.17388821
2011-09-18T04:35:12,3399165313,398.47861,-8.5066967,39.056179,-28.46281937,0.000119559,0.05,8.683894319,99936.90683,81.68055544,42.23128002,42.6479349,1.844633,43.3152,0.2355817
2011-09-18T05:15:12,3399167712,393.15311,-8.477109,38.759399,-28.68849752,0.000150324,0.2,9.16311366,99987.89451,74.61959705,42.1676544,42.5972631,1.882929,43.0647,0.21704739
2011-09-18T05:55:12,3399170112,390.97681,-8.2544041,38.487881,-9.772446596,0.000155137,18.5875,9.299543341,100038.5176,71.74799787,42.17152527,42.59824387,1.411212,46.9128,0.14493901
2011-09-18T06:35:12,3399172513,393.24039,-8.6635599,38.584599,-15.75567938,0.000176306,73.0375,9.14918584,100038.3348,71.86394324,42.21136186,42.62085459,1.655439,52.71519,0.1889962
2011-09-18T07:15:12,3399174913,394.6488,-8.5114279,38.648151,12.44098635,0.000452263,286.9875,9.233171796,100038.4889,75.39449596,42.22383367,42.60824396,1.360224,67.1369,0.31169811
2011-09-18T07:55:12,3399177313,392.9082,-8.0517874,39.226341,33.48590262,0.001105534,554.075,10.24391332,100073.3553,72.96372097,42.13259737,42.47107639,1.478406,73.66811,0.4567433
2011-09-18T08:35:12,3399179712,386.82501,-7.9691439,39.015499,129.0533355,0.002770055,957.8125,11.83264863,100142.5242,66.88690162,41.92262109,42.26349811,1.965314,82.78841,0.6441499
2011-09-18T09:15:12,3399182112,381.15381,-7.6149688,39.12228,128.2932224,0.003259859,1143.4875,12.59714221,100143.3228,59.80896977,41.80451834,42.15076167,2.623481,85.6187,0.64467388
2011-09-18T09:55:12,3399184513,377.6922,-7.7539778,38.755619,153.4235633,0.002723103,1266.2,13.10278019,100143.8457,55.26522603,41.75616127,42.07652608,3.0039949,99.5789,0.73946488
