datetime,igor.time,co2,del13c,del18o,sensible.heat.flux,water.vapor.flux,par,airt,airp,rh,dry.air,wet.air,wind.speed,wind.dir,ustar
2011-09-18T10:35:12,3399186913,376.9292,-7.669466,38.81583,240.4018767,0.004883788,1275.55,13.65886513,100077.1216,52.53927846,41.63761317,41.96696472,2.6372421,107.4695,0.85371327
2011-09-18T11:15:12,3399189313,377.2738,-8.1481943,38.49435,204.2252624,0.003859763,1393.9,13.98139876,100043.8306,52.07298875,41.57216412,41.9058786,2.450938,95.79849,0.78085488
2011-09-18T11:55:12,3399191712,377.62439,-7.1719518,39.31831,222.2829034,0.004067436,1490.1375,14.20743218,100044.0816,51.22800172,41.53690841,41.87302075,2.8232529,95.0502,0.83032769
2011-09-18T12:35:12,3399194112,378.68729,-7.9202371,38.84256,225.6533553,0.00332364,1260.9375,14.43691174,99943.33354,50.27373937,41.46804994,41.79747423,2.6356249,71.4921,0.87618637
2011-09-18T13:15:12,3399196512,379.04959,-7.5123711,39.395988,108.3066269,0.002888538,951.425,14.45738745,99943.35368,50.07389926,41.46810611,41.79450695,2.8117371,100.7623,0.6897679
2011-09-18T13:55:12,3399198912,378.31671,-7.576375,39.305099,129.2459412,0.003423348,972.5,14.90579747,99876.53835,49.706138,41.35079851,41.70154891,2.364558,100.6501,0.70539743
2011-09-18T14:35:12,3399201312,378.15619,-7.560421,39.291859,75.47797821,0.00366652,877.025,14.88585213,99842.83606,49.02434189,41.35414611,41.69036385,2.7415929,99.8934,0.66497141
2011-09-18T15:15:12,3399203712,376.78351,-7.5488191,39.500931,14.74724935,0.002562658,655.625,14.72692315,99842.6059,46.88758989,41.39194818,41.7132838,2.2655411,93.0575,0.5800069
2011-09-18T15:55:12,3399206112,376.23749,-7.6303601,39.03854,22.16770522,0.002368021,575.9625,14.75390512,99842.65834,47.90858903,41.39919364,41.70939639,2.7534461,106.711,0.60862988
2011-09-18T16:35:12,3399208512,375.9202,-7.6156268,39.310162,-8.922272553,0.001151794,343.025,14.39675636,99842.3031,51.12858086,41.41874388,41.76105316,2.502861,106.88319,0.57007641
2011-09-18T17:15:12,3399210912,376.70001,-7.6866369,39.347488,-29.4155858,0.000754296,95.45,13.50032735,99841.34986,56.72410409,41.51217671,41.89125071,2.7978661,98.0042,0.5649057
2011-09-18T17:55:12,3399213312,379.47031,-7.6099091,39.603142,-24.19494084,0.000394551,7.95,11.90711654,99839.55964,63.21010996,41.74694051,42.12462948,2.0294321,95.18761,0.27259839
2011-09-18T18:35:12,3399215712,382.7178,-7.8390121,39.710991,-19.91364164,0.000115398,0.375,10.68634951,99770.86222,70.03529444,41.87968969,42.27669587,1.81988,87.87511,0.21346851
2011-09-18T19:15:12,3399218112,385.49619,-7.9117041,39.838181,-14.38397602,4.38E-06,0.3875,9.738390008,99837.1236,75.63081767,42.03676966,42.44653669,1.789053,94.6752,0.16220181
2011-09-18T19:55:12,3399220512,386.93201,-8.0051842,39.743801,-14.96337991,-1.51E-05,0.325,9.204943127,99836.49848,77.65801975,42.1155127,42.52646371,1.558293,84.04559,0.14915609
2011-09-18T20:35:12,3399222912,386.38321,-8.0852089,39.33622,-13.45384401,-1.94E-05,0.2125,9.409848536,99803.08865,77.72921418,42.06003826,42.4814036,1.604761,68.5961,0.14076839
2011-09-18T21:15:12,3399225312,385.2554,-7.603724,39.613258,-17.06279967,-6.08E-05,0.0375,9.381402992,99735.73668,78.73081668,42.0238881,42.45700927,1.288542,56.83881,0.1237325
2011-09-18T21:55:12,3399227712,385.7695,-7.6349421,39.487862,-16.568653,-6.55E-05,0.325,9.013580868,99735.31187,80.65622638,42.07849282,42.5121742,1.24203,54.2112,0.12510011
2011-09-18T22:35:12,3399230112,385.73849,-7.9223251,39.031151,-27.57350785,-6.56E-05,0.1875,8.956131221,99735.27446,83.00816506,42.07897587,42.52081567,1.663669,54.6429,0.1903432
2011-09-18T23:15:12,3399232512,385.99551,-7.85326,38.894829,-8.245001886,-3.35E-05,0.275,8.848889919,99684.66772,84.60688598,42.07012652,42.51540218,1.473572,39.64619,0.089250743
2011-09-18T23:55:12,3399234912,384.18631,-7.9306369,38.938641,-26.43807756,-7.98E-05,0.1125,8.924249189,99634.2628,84.52798385,42.03512653,42.48255182,1.848101,41.1709,0.19567271
