datetime,igor.time,co2,del13c,del18o,sensible.heat.flux,water.vapor.flux,par,airt,airp,rh,dry.air,wet.air,wind.speed,wind.dir,ustar
2011-09-16T10:35:12,3399014112,379.42789,-7.670845,37.759029,238.8433548,0.004997637,1386.5375,10.5683604,99231.81398,53.31075428,41.78326346,42.06576719,3.1519921,346.833549,0.91623122
2011-09-16T11:15:12,3399016513,379.802,-7.752327,37.918831,301.431502,0.006312731,1488.8,11.33251835,99232.62419,47.2488818,41.69258471,41.95311547,2.6184371,316.146969,1.000967
2011-09-16T11:55:12,3399018912,379.55951,-7.636992,38.061901,289.5763222,0.006109306,1493.1625,11.66659754,99232.98828,45.41997747,41.64188195,41.90405978,2.9547999,316.13567,0.86029643
2011-09-16T12:35:12,3399021313,379.27921,-7.5948548,38.006802,256.2402067,0.006015055,1452.875,12.17104086,99233.58645,45.64983813,41.56563927,41.83022619,2.3186779,337.393379,0.75270712
2011-09-16T13:15:12,3399023712,379.47021,-7.7646499,37.946499,226.1972721,0.005497042,1329.3625,12.31299981,99233.70674,42.98533211,41.5596015,41.80947496,2.7685621,320.830189,0.89459908
2011-09-16T13:55:12,3399026112,378.6131,-7.7276459,38.08543,170.9513922,0.004978352,1213.9125,12.86343273,99234.32314,41.41228913,41.47799017,41.72927182,2.246665,325.671371,0.81567919
2011-09-16T14:35:12,3399028512,378.29849,-7.6698699,38.222019,114.836112,0.004818491,1030.5875,13.07340168,99234.55566,40.72059661,41.44629654,41.69875759,2.755192,325.826809,0.77748001
2011-09-16T15:15:12,3399030913,377.17761,-7.616334,38.35321,85.14859483,0.004526487,828.6375,13.24375217,99234.77167,41.65543496,41.42529373,41.67404538,1.639008,296.863279,0.6471197
2011-09-16T15:55:12,3399033313,376.53619,-7.6431708,38.451778,35.81798444,0.00280169,593.3125,13.20026301,99268.40553,42.75710287,41.43581439,41.6945014,2.24793,290.17255,0.58686018
2011-09-16T16:35:12,3399035713,376.3761,-7.54075,38.820309,-17.63558299,0.001854293,320,12.6858592,99335.17278,44.7020878,41.52444895,41.79763072,2.5123129,298.42502,0.65874732
2011-09-16T17:15:12,3399038112,376.60159,-7.4989738,39.251091,-17.49697082,0.001057629,131,11.81879743,99334.27047,51.62980347,41.62373994,41.92442566,1.464681,286.374161,0.32884139
2011-09-16T17:55:12,3399040513,381.1741,-7.7608938,39.886471,-14.30499546,0.00033917,7.8125,9.946306661,99332.14786,58.7361439,41.8582813,42.20082563,1.134599,295.739229,0.1578971
2011-09-16T18:35:12,3399042913,381.4465,-7.725193,40.017841,1.514371164,4.06E-05,0.2,9.352560291,99365.19623,65.64782976,41.92374296,42.30359067,0.98050642,296.32008,0.111676
2011-09-16T19:15:12,3399045313,384.965,-7.8675032,40.171631,-0.144142905,2.72E-05,0.3375,8.454037173,99431.50351,70.57716591,42.08464105,42.46688975,0.81093842,340.304672,0.082913823
2011-09-16T19:55:12,3399047712,382.77661,-7.840744,40.009548,-3.907813278,4.71E-05,0.375,8.433284252,99431.4784,70.59487042,42.08041391,42.47000886,1.5365781,298.48897,0.1078978
2011-09-16T20:35:12,3399050113,382.70901,-7.9014649,39.654572,-80.84828294,0.000142957,0.4,8.561175138,99431.6012,68.17753008,42.07856876,42.45078081,1.790687,313.079441,0.305419
2011-09-16T21:15:12,3399052513,383.72891,-7.9186478,39.712719,-35.92590238,9.39E-05,0.2125,8.207605432,99481.6744,68.7784976,42.16786303,42.52553168,1.77352,331.59203,0.1721528
2011-09-16T21:55:12,3399054913,383.50211,-7.8949451,39.492691,-11.11282504,2.46E-05,0.2125,8.308067426,99532.34654,72.65924543,42.1486461,42.532006,1.120237,309.796661,0.1171899
2011-09-16T22:35:12,3399057312,388.711,-8.0869017,39.745319,-7.161058631,3.82E-05,0.2625,7.047240636,99564.518,77.34440934,42.36656328,42.73720012,0.59237713,344.196121,0.073440842
2011-09-16T23:15:12,3399059712,385.18439,-7.8700228,39.665939,-23.8719816,6.98E-05,0.35,7.818415889,99632.76413,74.61323377,42.25725651,42.64911279,1.625697,343.005959,0.090969034
2011-09-16T23:55:12,3399062113,389.11221,-8.0553226,39.658619,-18.74278119,3.25E-05,0.375,6.897140842,99631.61869,73.85201046,42.41903625,42.78892425,1.467999,20.2901,0.1241784
