datetime,igor.time,co2,del13c,del18o,sensible.heat.flux,water.vapor.flux,par,airt,airp,rh,dry.air,wet.air,wind.speed,wind.dir,ustar
2011-09-17T14:35:12,3399114912,374.8255,-7.390512,39.25576,98.60035984,-999.,799.9125,14.34018939,99909.41272,43.12017059,41.52216936,41.79734559,0.90910691,121.5253,0.27770209
2011-09-17T15:15:12,3399117313,373.07291,-7.3112049,39.499378,42.24083137,-999.,453.9375,14.23450636,99943.0485,47.92796669,41.50481014,41.82679297,0.35955,272.0796189,0.43155569
2011-09-17T15:55:12,3399119712,371.12979,-7.3802142,39.718109,6.410939066,-999.,234.1375,13.53389548,99942.33566,53.9059486,41.56725171,41.92871209,1.205972,227.69519,0.33979931
2011-09-17T16:35:12,3399122113,371.44189,-7.4523268,40.16711,-2.098802084,-999.,98.9125,13.03971624,99941.884,61.3047455,41.57263132,42.00092285,0.66587728,232.223259,0.071974367
2011-09-17T17:15:12,3399124512,374.5228,-7.3073311,41.441639,1.951747862,3.60E-05,46.0625,11.94894178,99940.78589,73.62797276,41.69909093,42.16115306,0.74256349,317.16367,0.057665318
2011-09-17T17:55:12,3399126913,376.8013,-7.7033858,40.518089,-8.069274433,7.65E-05,4.45,11.62969599,99906.84391,80.17408823,41.72863418,42.194082,1.000388,331.685909,0.054186471
2011-09-17T18:35:12,3399129312,381.60071,-7.3774271,40.873341,-11.33963602,-3.51E-05,0.225,10.7861851,99905.84632,82.41858496,41.85200249,42.31900861,0.10839,289.85047,0.04394443
2011-09-17T19:15:12,3399131713,380.7348,-7.739161,40.151649,2.866540508,-0.000253313,0.325,10.40223756,99888.48261,78.75477019,41.89885997,42.36894617,0.88280982,342.937279,0.065072529
2011-09-17T19:55:12,3399134112,375.92801,-7.5576072,39.765202,-19.94784501,8.64E-06,0.2875,11.24750795,99872.63334,75.72080584,41.73868052,42.23631687,1.71533,21.7378,0.099168427
2011-09-17T20:35:12,3399136513,377.9332,-7.879149,39.711418,-8.592282997,1.19E-05,0.2625,10.88092326,99905.82864,74.05476494,41.82591254,42.30488567,1.074044,47.2029,0.081306599
2011-09-17T21:15:12,3399138912,382.64859,-7.925746,40.066601,6.469596192,-5.67E-05,0,10.08814492,99938.60051,79.12944943,41.98945827,42.43721228,0.64550853,107.2959,0.058160622
2011-09-17T21:55:12,3399141312,391.88199,-8.1404209,39.716259,-6.023558148,3.37E-05,0.175,9.704438281,99938.14537,80.24292105,42.08740579,42.49458701,0.98506069,95.5267,0.086201437
2011-09-17T22:35:12,3399143712,391.953,-8.0485611,39.561241,-1.796189964,2.17E-06,0.125,9.696772907,100039.1184,79.41683421,42.12998843,42.53867443,0.91986072,90.12869,0.054082658
2011-09-17T23:15:12,3399146112,395.00229,-8.3566236,39.273979,-3.722708131,-1.59E-05,0.275,9.480279195,100038.8761,81.08216988,42.16049521,42.57115579,0.78560263,156.001,0.074771687
2011-09-17T23:55:12,3399148512,395.9104,-8.2437143,39.572842,-3.92387768,-1.54E-05,0.175,9.272126236,100004.9763,82.45601698,42.16046386,42.58809537,0.38624671,72.71449,0.072613008
