datetime,igor.time,co2,del13c,del18o,sensible.heat.flux,water.vapor.flux,par,airt,airp,rh,dry.air,wet.air,wind.speed,wind.dir,ustar
2011-09-17T00:35:12,3399064512,387.707,-8.0768471,39.13829,-12.03569354,-8.51E-06,0.275,6.728266523,99665.07037,73.7361214,42.45341817,42.82911764,1.314683,13.8295,0.09175089
2011-09-17T01:15:12,3399066912,383.01208,-7.8357868,38.613499,-40.65984894,1.89E-05,0.0625,7.463107611,99733.26177,70.20560688,42.35436411,42.74618829,1.770273,0.44902,0.1713092
2011-09-17T01:55:12,3399069312,383.45731,-7.9582629,38.530972,-74.2486936,7.94E-05,0.225,7.143087488,99732.85669,69.31979389,42.42042578,42.79481924,2.332062,353.667908,0.2495971
2011-09-17T02:35:12,3399071712,383.24829,-7.830143,38.600349,-70.32620123,0.000116035,0.3875,7.13339343,99732.85773,70.34790339,42.43080934,42.79629982,3.065382,356.635513,0.41892511
2011-09-17T03:15:12,3399074112,384.2626,-7.9068022,38.8106,-61.59707004,1.80E-05,0.2875,6.64227694,99732.29458,73.82013109,42.52276131,42.87117764,2.6698971,348.353783,0.36581421
2011-09-17T03:55:12,3399076512,385.4903,-7.91892,38.84333,-47.2721959,-3.14E-05,0.3875,6.207523513,99731.76695,74.72146323,42.58947143,42.93766926,2.7227781,349.684036,0.30943131
2011-09-17T04:35:12,3399078912,385.34839,-7.9249721,38.59911,-87.07112272,0.000382026,0.0625,6.194277508,99731.74475,74.23469249,42.60131191,42.93969572,2.7552221,352.925598,0.4803943
2011-09-16T05:15:12,3398994913,392.6601,-8.2967672,36.82761,-37.27303682,-0.000105503,1.4,4.585839039,98821.04081,92.48217744,42.46024024,42.79399423,1.238382,335.803139,0.29095
2011-09-17T05:55:12,3399083712,385.5108,-8.018857,38.404221,-82.10927092,-999.,64.95,6.180825327,99832.71749,74.13799112,42.66616211,42.98523974,2.088191,18.876,0.47301841
2011-09-17T06:35:12,3399086112,384.444,-7.7074118,38.729691,10.32520437,-999.,265.35,6.654915442,99866.95063,72.80848339,42.61903108,42.92712218,1.243688,60.6239,0.33452559
2011-09-17T07:15:12,3399088512,381.74911,-7.8121839,38.536598,38.15786897,-999.,514.7875,7.864456008,99935.70501,67.54601834,42.47644832,42.77178193,2.3703589,49.82671,0.4571465
2011-09-17T07:55:12,3399090913,379.44409,-7.5984321,38.64513,37.98206581,-999.,648.0125,8.818732775,99936.81722,63.45900278,42.33444406,42.62750228,2.961153,41.7679,0.45912471
2011-09-17T08:35:12,3399093313,378.56549,-7.60602,38.85078,100.4498028,-999.,805.15,9.8401406,100039.0029,59.96590241,42.23353537,42.51707453,1.320788,64.6514,0.41971669
2011-09-17T09:15:12,3399095713,378.53439,-7.613646,38.701351,122.0631644,-999.,976.0875,10.4388451,100039.6634,55.8259386,42.15720448,42.42759384,1.266817,73.8389,0.42542839
2011-09-17T09:55:12,3399098113,377.85599,-7.6654992,38.778309,281.7029434,-999.,1359.4,11.46209327,100040.8577,53.62703056,41.991972,42.27556124,1.0649329,48.4191,0.41828719
2011-09-17T10:35:12,3399100513,376.68399,-7.4661608,38.957802,64.54995164,-999.,783.8,11.75547927,100041.1811,51.98005208,41.93557187,42.23216382,1.404986,85.89619,0.31413859
2011-09-17T11:15:12,3399102913,376.578,-7.6580529,38.73114,153.2292951,-999.,1436.4375,12.65006377,100042.1491,46.45113315,41.82985306,42.10038002,1.762643,88.15601,0.46411839
2011-09-17T11:55:12,3399105312,376.44019,-7.548717,39.012539,183.6772842,-999.,1453.3375,13.0873812,99941.62396,44.06404806,41.73271771,41.99381949,0.62476009,97.7715,0.32360429
2011-09-17T12:35:12,3399107713,375.7825,-7.5859141,38.95319,246.8484058,-999.,1442.1,13.78262847,99942.43048,43.46869101,41.62647279,41.89240514,0.92866158,44.15421,0.40935799
2011-09-17T13:15:12,3399110112,376.505,-7.527194,39.382629,136.7823459,-999.,1309.9375,13.90638358,99942.5564,42.46951043,41.61529507,41.87439734,0.73480862,86.07761,0.21108051
2011-09-17T13:55:12,3399112513,375.02441,-7.781332,39.022659,113.8069157,-999.,941.925,14.16180167,99942.85168,42.26792314,41.5651061,41.83729491,1.2191041,97.40469,0.1835548
