month	day	hour	minute	Doy (LT)	82Fac	OOA1	OOA2	91Fac
6	30	13	25	182.5590277778	0.130785	0.427805	0.124399	0.107449
6	30	13	35	182.5659722222	0.131028	0.426464	0.111524	0.111381
6	30	13	45	182.5729166667	0.134152	0.453935	0.135169	0.104556
6	30	13	55	182.5798611111	0.175181	0.397268	0.110428	0.105963
6	30	14	5	182.5868055556	0.160745	0.389095	0.15084	0.088081
6	30	14	15	182.59375	0.162924	0.432722	0.140067	0.0848826
6	30	14	25	182.6006944444	0.179415	0.337049	0.187038	0.0713337
6	30	14	35	182.6076388889	0.219007	0.332298	0.219337	0.104773
6	30	14	45	182.6145833333	0.215943	0.344238	0.146041	0.162299
6	30	14	55	182.6215277778	0.171086	0.431866	0.148087	0.0741288
6	30	15	5	182.6284722222	0.130806	0.451854	0.14935	0.0683725
6	30	15	15	182.6354166667	0.256241	0.40472	0.201451	0.099408
6	30	15	25	182.6423611111	0.237085	0.360888	0.185218	0.100386
6	30	15	35	182.6493055556	0.215778	0.430583	0.191795	0.0640396
6	30	15	45	182.65625	0.228368	0.383019	0.13631	0.087708
6	30	15	55	182.6631944444	0.246608	0.338468	0.162087	0.0791866
6	30	16	5	182.6701388889	0.220218	0.417567	0.161478	0.0812525
6	30	16	15	182.6770833333	0.199754	0.381246	0.188276	0.000409681
6	30	16	25	182.6840277778	0.217319	0.421585	0.126949	0.116562
6	30	16	35	182.6909722222	0.222705	0.305184	0.169334	0.0842014
6	30	16	45	182.6979166667	0.222787	0.286238	0.163842	0.0957806
6	30	16	55	182.7048611111	0.158038	0.413956	0.0968861	0.0441553
6	30	17	5	182.7118055556	0.124486	0.36763	0.0469902	0.0475844
6	30	17	15	182.71875	0.0820561	0.331291	0.0930374	0.0402482
6	30	17	25	182.7256944444	0.131228	0.321148	0.068483	0.0643511
6	30	17	35	182.7326388889	0.15257	0.224533	0.0575063	0.045608
6	30	17	45	182.7395833333	0.10422	0.227797	0.125131	0.0655204
6	30	17	55	182.7465277778	0.200746	0.193945	0.102427	0.0245834
6	30	18	5	182.7534722222	0.233372	0.215391	0.0914126	0.234872
6	30	18	25	182.7673611111	0.189431	0.224441	0.140485	0.0345505
6	30	18	35	182.7743055556	0.199776	0.221839	0.0943156	0.0542396
6	30	18	45	182.78125	0.154625	0.253024	0.113006	0.0531958
6	30	18	55	182.7881944444	0.220598	0.192442	0.0550793	0.0379602
6	30	19	5	182.7951388889	0.188638	0.293404	0.0455572	0.0627536
6	30	19	15	182.8020833333	0.214438	0.166119	0.0663873	0.00861743
6	30	19	25	182.8090277778	0.214671	0.21434	0.0718763	0.00317893
6	30	19	35	182.8159722222	0.298265	0.19065	0.0739755	0.00201094
6	30	19	45	182.8229166667	0.260303	0.236504	0.0633125	0.0158889
6	30	19	55	182.8298611111	0.274476	0.226163	0.0823621	0.034736
6	30	20	5	182.8368055556	0.239059	0.108243	0.0555273	0.0367253
6	30	20	15	182.84375	0.219852	0.207816	0.0511351	0.106602
6	30	20	25	182.8506944444	0.21029	0.194602	0.114529	0.00241611
6	30	20	35	182.8576388889	0.192116	0.224199	0.0600095	0.0813638
6	30	20	45	182.8645833333	0.249218	0.281907	0.0943395	0.116214
6	30	20	55	182.8715277778	0.253354	0.243471	0.114554	0.0470469
6	30	21	5	182.8784722222	0.25824	0.210053	0.103641	0.0469573
6	30	21	15	182.8854166667	0.187154	0.26242	0.127079	0.0266584
6	30	21	25	182.8923611111	0.248031	0.354892	0.0685347	0.114662
6	30	21	35	182.8993055556	0.275244	0.277835	0.0777259	0.158228
6	30	21	45	182.90625	0.282286	0.262915	0.0702398	0.103537
6	30	21	55	182.9131944444	0.280521	0.300487	0.0248921	0.10235
6	30	22	5	182.9201388889	0.296431	0.380164	0.0944063	0.0894876
6	30	22	15	182.9270833333	0.276029	0.293906	0.0601641	0.0359074
6	30	22	25	182.9340277778	0.191605	0.296172	0.0829814	0.0470154
6	30	22	35	182.9409722222	0.244462	0.274399	0.0404106	0.0612445
6	30	22	45	182.9479166667	0.270722	0.266784	0.0192714	0.0636062
6	30	22	55	182.9548611111	0.199032	0.347178	0.0335368	0.0651356
6	30	23	5	182.9618055556	0.174647	0.250219	0.0731452	0.0799067
6	30	23	15	182.96875	0.165453	0.277173	0.0259982	0.0395045
6	30	23	25	182.9756944444	0.159505	0.258978	0.0717911	0.0227404
6	30	23	35	182.9826388889	0.158661	0.19662	0.0982937	0.0346497
6	30	23	45	182.9895833333	0.15812	0.267848	0.0366383	0.0899581
6	30	23	55	182.9965277778	0.154378	0.302526	0.0236199	0.0852122
7	1	0	5	183.0034722222	0.167509	0.20275	0.068114	0.0561807
7	1	0	15	183.0104166667	0.126873	0.248859	0.046362	0.0476964
7	1	0	25	183.0173611111	0.163964	0.226625	0.0297316	0.111298
7	1	0	35	183.0243055556	0.134561	0.237664	0.0644695	0.048791
7	1	0	45	183.03125	0.0452771	0.263501	0.0368841	0.0142174
7	1	0	55	183.0381944444	0.0720772	0.200295	0.0336097	0.0369574
7	1	1	5	183.0451388889	0.0890242	0.271559	0.0365219	0.0155093
7	1	1	15	183.0520833333	0.0771424	0.314971	1.47E-05	0.0307237
7	1	1	25	183.0590277778	0.126291	0.170768	0.0438781	0.0535835
7	1	1	35	183.0659722222	0.139156	0.319307	0.0473512	0.0811678
7	1	1	45	183.0729166667	0.293848	0.287804	0.0581706	0.0950738
7	1	1	55	183.0798611111	0.151581	0.209766	0.00151634	2.64E-05
7	1	2	5	183.0868055556	0.0943312	0.266687	0.0161696	0.0287524
7	1	2	15	183.09375	0.0867998	0.195838	0.0386623	0.0355983
7	1	2	25	183.1006944444	0.0526861	0.182357	0.041338	0.0222929
7	1	2	35	183.1076388889	0.0702932	0.271988	0.0129414	0.00448851
7	1	2	45	183.1145833333	0.0977743	0.264572	3.12E-08	0.0288677
7	1	2	55	183.1215277778	0.123589	0.250146	0.0311808	0.0111671
7	1	3	5	183.1284722222	0.128978	0.174472	0.0236947	0.00113114
7	1	3	25	183.1423611111	0.068519	0.290084	0.015436	0.0136641
7	1	3	35	183.1493055556	0.0843088	0.260347	1.69E-08	0.0247857
7	1	3	45	183.15625	0.0323953	0.3659	1.92E-08	0.0206494
7	1	3	55	183.1631944444	0.0576055	0.166918	0.0134591	0.0773441
7	1	4	5	183.1701388889	0.0964389	0.237091	0.0366656	2.48E-08
7	1	4	15	183.1770833333	7.72E-07	0.0583511	0.0402354	0.104775
7	1	4	25	183.1840277778	0.000127791	0.0863219	0.0456268	0.0262236
7	1	4	35	183.1909722222	0.0827278	0.156092	0.0475544	0.0543527
7	1	4	45	183.1979166667	0.0878958	0.179431	0.0518378	0.061527
7	1	4	55	183.2048611111	0.0511352	0.28521	0.0296537	0.0465591
7	1	5	5	183.2118055556	0.0921366	0.306391	0.042308	0.0820467
7	1	5	15	183.21875	0.0762463	0.250417	0.0672444	0.050265
7	1	5	25	183.2256944444	0.0964374	0.183039	0.066639	1.80E-08
7	1	5	35	183.2326388889	0.11021	0.117149	0.0593498	0.0813999
7	1	5	55	183.2465277778	7.91E-08	0.0102593	0.0529241	2.25E-08
7	1	6	5	183.2534722222	0.0557139	0.0920378	0.0467318	0.0359224
7	1	6	15	183.2604166667	0.113947	0.00221714	0.0139548	1.90E-08
7	1	6	25	183.2673611111	0.0388248	0.0510991	0.056396	3.18E-08
7	1	6	35	183.2743055556	0.0401103	0.0607417	0.0860987	0.0157112
7	1	6	45	183.28125	0.0557876	0.147491	0.0407095	0.0583888
7	1	6	55	183.2881944444	0.103223	0.164349	0.0914049	0.108657
7	1	7	5	183.2951388889	0.0225575	0.158128	3.10E-08	0.0483293
7	1	7	15	183.3020833333	0.132669	0.196767	0.0759464	0.121673
7	1	7	25	183.3090277778	0.124444	0.195402	0.122221	0.118872
7	1	7	35	183.3159722222	0.1319	0.212944	0.0806141	0.13551
7	1	7	45	183.3229166667	0.111917	0.201738	0.0995369	0.15423
7	1	7	55	183.3298611111	0.131443	0.210649	0.14128	0.123989
7	1	8	5	183.3368055556	0.163524	0.193095	0.207586	0.114405
7	1	8	15	183.34375	0.10761	0.276698	0.166245	0.134723
7	1	8	25	183.3506944444	0.111831	0.23013	0.184901	0.122204
7	1	8	35	183.3576388889	0.201056	0.315863	0.139432	0.173606
7	1	8	45	183.3645833333	0.143151	0.209586	0.137412	0.126791
7	1	8	55	183.3715277778	0.148167	0.243666	0.140343	0.124434
7	1	9	5	183.3784722222	0.146634	0.294761	0.112028	0.0871636
7	1	9	15	183.3854166667	0.152904	0.227032	0.0941826	0.13526
7	1	9	25	183.3923611111	0.119507	0.278071	0.0836967	0.079436
7	1	9	35	183.3993055556	0.115794	0.231041	0.105122	0.0943036
7	1	9	45	183.40625	0.101806	0.255274	0.100323	0.0858705
7	1	9	55	183.4131944444	0.0653813	0.237409	0.087907	0.0944896
7	1	10	5	183.4201388889	0.104013	0.319629	0.0985142	0.0618652
7	1	10	15	183.4270833333	0.123479	0.256481	0.10502	0.066276
7	1	10	25	183.4340277778	0.143367	0.230876	0.0709437	0.118894
7	1	10	35	183.4409722222	0.0768043	0.322084	0.108196	0.0911208
7	1	10	45	183.4479166667	0.119417	0.301836	0.099457	0.186748
7	1	10	55	183.4548611111	0.0959879	0.308769	0.121412	0.0830633
7	1	11	5	183.4618055556	0.116362	0.275015	0.106559	0.0690201
7	1	11	15	183.46875	0.113171	0.373629	0.118375	0.0610499
7	1	11	25	183.4756944444	0.116011	0.359938	0.106098	0.0367598
7	1	11	35	183.4826388889	0.106689	0.36405	0.0832247	0.0759334
7	1	11	45	183.4895833333	0.144156	0.413341	0.082397	0.0650273
7	1	11	55	183.4965277778	0.174126	0.427928	0.0764102	0.10861
7	1	12	5	183.5034722222	0.156631	0.407317	0.125989	0.101582
7	1	12	15	183.5104166667	0.209235	0.410778	0.101635	0.0912883
7	1	12	25	183.5173611111	0.167322	0.38977	0.176561	0.0782022
7	1	12	35	183.5243055556	0.227087	0.408754	0.162948	0.0776971
7	1	12	45	183.53125	0.19735	0.385566	0.192229	0.103081
7	1	12	55	183.5381944444	0.169286	0.455183	0.161363	0.0841467
7	1	13	5	183.5451388889	0.220794	0.41874	0.186893	0.0830475
7	1	13	15	183.5520833333	0.233379	0.508933	0.178004	0.136342
7	1	13	25	183.5590277778	0.297018	0.423608	0.202446	0.0669616
7	1	13	35	183.5659722222	0.218277	0.440353	0.20795	0.0853188
7	1	13	45	183.5729166667	0.266513	0.429045	0.169511	0.0963212
7	1	13	55	183.5798611111	0.240709	0.449827	0.186583	0.108924
7	1	14	5	183.5868055556	0.246155	0.491717	0.15669	0.0659411
7	1	14	15	183.59375	0.255804	0.498673	0.200529	0.0797624
7	1	14	25	183.6006944444	0.166393	0.565412	0.172377	0.124176
7	1	14	35	183.6076388889	0.204978	0.568039	0.200619	0.0918022
7	1	14	45	183.6145833333	0.231411	0.515688	0.170443	0.106784
7	1	14	55	183.6215277778	0.24609	0.488539	0.187611	0.0962281
7	1	15	5	183.6284722222	0.185376	0.549269	0.126766	0.199583
7	1	15	15	183.6354166667	0.164865	0.749268	0.159421	0.231688
7	1	15	25	183.6423611111	0.194497	0.609531	0.179448	0.24292
7	1	15	35	183.6493055556	0.179115	0.686028	0.154989	0.35819
7	1	15	45	183.65625	0.142683	0.70431	0.17657	0.383982
7	1	15	55	183.6631944444	0.225642	0.388	0.168535	0.284029
7	1	16	5	183.6701388889	0.0990259	0.466205	0.140107	0.11651
7	1	16	15	183.6770833333	0.117557	0.103094	0.0764573	0.0492423
7	1	16	25	183.6840277778	0.0730714	0.0344987	0.0645705	0.043972
7	1	16	35	183.6909722222	0.00871787	0.0496242	0.0706798	0.0126898
7	1	16	45	183.6979166667	0.0800448	0.0168459	0.0585284	0.011184
7	1	16	55	183.7048611111	0.11031	0.00702508	0.0673651	1.72E-08
7	1	17	5	183.7118055556	0.0027739	0.0621523	0.0529925	8.32E-09
7	1	17	15	183.71875	0.0796544	0.00413435	0.0352117	1.11E-07
7	1	17	25	183.7256944444	0.103553	0.091373	0.0778697	4.97E-08
7	1	17	35	183.7326388889	0.0806069	0.071425	0.0509063	0.0194866
7	1	17	45	183.7395833333	0.0912736	0.0615755	0.0656782	1.39E-08
7	1	17	55	183.7465277778	0.0811144	0.107964	1.11E-07	0.0302993
7	1	18	5	183.7534722222	0.0625489	0.0722715	0.0222822	6.86E-08
7	1	18	15	183.7604166667	0.0469188	0.0440345	0.0159942	0.0266289
7	1	18	25	183.7673611111	0.0902978	0.0450539	0.0589995	0.0269079
7	1	18	35	183.7743055556	0.0486567	0.103353	0.0850164	0.000130296
7	1	18	45	183.78125	0.18024	0.0283503	0.0666456	1.14E-08
7	1	18	55	183.7881944444	0.0056399	0.067042	0.0770489	2.03E-08
7	1	19	5	183.7951388889	0.12747	0.116467	0.0179352	0.0413171
7	1	19	15	183.8020833333	0.0629478	0.0888497	0.0377312	0.0485651
7	1	19	25	183.8090277778	0.0412697	0.123885	0.0560899	0.0459995
7	1	19	35	183.8159722222	0.069911	0.110896	0.0520599	0.0537057
7	1	19	45	183.8229166667	0.0203803	0.0859838	0.116639	0.0612484
7	1	19	55	183.8298611111	0.0580418	0.0915022	0.025054	0.037901
7	1	20	5	183.8368055556	0.0972418	0.0636711	0.0871348	0.0300935
7	1	20	15	183.84375	0.0639073	0.125205	0.0512788	0.0472645
7	1	20	25	183.8506944444	0.042701	0.0774411	0.0399465	0.0479634
7	1	20	35	183.8576388889	0.0990271	0.116504	0.0137062	0.0469485
7	1	20	45	183.8645833333	0.0883786	0.236297	0.0691489	0.0663617
7	1	20	55	183.8715277778	0.11829	0.360953	0.05659	0.146997
7	1	21	5	183.8784722222	0.103192	0.555923	0.0472026	0.232727
7	1	21	15	183.8854166667	0.0927234	0.595466	0.0790337	0.281039
7	1	21	25	183.8923611111	0.0785753	0.584871	0.0923367	0.319
7	1	21	35	183.8993055556	0.112656	0.715924	0.086644	0.238661
7	1	21	45	183.90625	0.0925933	0.593926	0.0865951	0.350413
7	1	21	55	183.9131944444	0.0993221	0.680176	0.0624805	0.32336
7	1	22	5	183.9201388889	0.121368	0.66044	0.066757	0.30283
7	1	22	15	183.9270833333	0.158677	0.568377	0.0788134	0.257751
7	1	22	25	183.9340277778	0.0794969	0.572758	0.0978425	0.264228
7	1	22	35	183.9409722222	0.0645636	0.253704	0.0533105	0.13966
7	1	22	45	183.9479166667	0.124621	0.497409	0.0846843	0.286334
7	1	22	55	183.9548611111	0.103157	0.50986	0.0958965	0.214439
7	1	23	5	183.9618055556	0.0560267	0.213908	0.0768705	0.089658
7	1	23	15	183.96875	0.122196	0.0943157	0.0243895	0.0814244
7	1	23	25	183.9756944444	0.0507845	0.168023	0.121816	0.0316264
7	1	23	35	183.9826388889	0.114734	0.222072	0.0999495	0.0780851
7	1	23	45	183.9895833333	0.0773723	0.178529	0.0999371	0.0587741
7	1	23	55	183.9965277778	0.0950081	0.155178	0.100693	0.0927456
7	2	0	15	184.0104166667	0.102476	0.0870085	0.0666896	0.0537087
7	2	0	25	184.0173611111	0.0324831	0.023639	0.054671	0.0356573
7	2	0	35	184.0243055556	0.0657444	0.0596352	0.0521134	0.0638272
7	2	0	45	184.03125	0.0258441	0.104515	0.0483591	0.0700879
7	2	0	55	184.0381944444	0.0420115	0.0730021	0.0611633	0.0409436
7	2	0	5	184.0034722222	0.0100787	0.0222605	0.0514433	0.0530872
7	2	1	15	184.0520833333	0.00749884	0.0185957	0.0535185	0.0502724
7	2	1	25	184.0590277778	0.0306566	4.90E-08	0.0493429	0.0323632
7	2	1	35	184.0659722222	1.62E-07	0.0630479	0.0269813	0.11928
7	2	1	45	184.0729166667	0.0217903	2.14E-08	0.0494496	3.99E-08
7	2	1	55	184.0798611111	1.52E-08	2.20E-08	0.0544295	7.52E-09
7	2	1	5	184.0451388889	4.25E-08	2.62E-07	0.00839261	0.0760762
7	2	2	15	184.09375	9.39E-08	2.69E-08	0.047044	2.03E-08
7	2	2	25	184.1006944444	1.27E-07	0.0551558	0.0362743	6.71E-08
7	2	2	35	184.1076388889	9.27E-08	0.00223218	0.00843798	0.0223596
7	2	2	45	184.1145833333	0.00726175	1.44E-07	0.00680069	0.0444496
7	2	2	55	184.1215277778	0.0225042	0.0181963	0.0062485	0.03577
7	2	2	5	184.0868055556	6.19E-09	1.17E-08	0.0535609	2.98E-09
7	2	3	15	184.1354166667	7.42E-08	4.55E-08	0.0138945	0.026244
7	2	3	25	184.1423611111	0.0168073	1.88E-08	0.0349427	0.0170431
7	2	3	35	184.1493055556	0.00470318	2.50E-08	0.0450551	0.0182876
7	2	3	45	184.15625	1.51E-08	1.19E-08	3.07E-09	0.0398759
7	2	3	55	184.1631944444	0.0369802	0.0166337	0.016257	0.0705491
7	2	4	5	184.1701388889	5.70E-08	0.00153483	0.0514296	3.24E-08
7	2	4	15	184.1770833333	0.000218751	0.0179213	0.0344175	0.0221442
7	2	4	25	184.1840277778	0.00611054	0.0511158	0.0267235	4.75E-08
7	2	4	35	184.1909722222	1.07E-08	1.14E-08	0.0118875	6.20E-09
7	2	4	45	184.1979166667	9.64E-09	8.29E-09	3.09E-09	0.0123182
7	2	4	55	184.2048611111	1.93E-08	0.00999314	6.87E-07	1.18E-08
7	2	5	5	184.2118055556	1.55E-07	0.0162487	0.0461137	1.74E-08
7	2	5	15	184.21875	1.54E-08	0.0438629	0.0511861	0.00392441
7	2	5	25	184.2256944444	0.00260227	0.0877349	0.0415669	0.0314722
7	2	5	35	184.2326388889	0.0712553	0.0857913	0.0200409	0.0983269
7	2	5	45	184.2395833333	0.0937264	0.0299452	0.027752	1.50E-08
7	2	6	55	184.2881944444	3.60E-07	0.0546424	0.0929368	1.15E-08
7	2	6	5	184.2534722222	9.08E-08	0.0692907	0.0343499	0.043339
7	2	6	15	184.2604166667	2.13E-08	0.0392943	0.0936101	9.69E-09
7	2	6	25	184.2673611111	0.00186676	0.0639404	0.0584595	0.021417
7	2	6	35	184.2743055556	0.0456988	0.0916833	0.0403777	1.57E-08
7	2	6	45	184.28125	0.051755	0.0885619	0.0273207	0.00716864
7	2	7	55	184.3298611111	0.0342311	0.0890114	0.0547157	0.0330799
7	2	7	5	184.2951388889	0.0733509	0.0333414	0.0424043	9.85E-09
7	2	7	15	184.3020833333	0.0241959	0.0697761	0.0410566	0.0602934
7	2	7	25	184.3090277778	0.102755	0.0569653	0.0498517	1.81E-08
7	2	7	35	184.3159722222	0.0418179	0.0720812	0.0340879	0.0446028
7	2	7	45	184.3229166667	0.118692	0.113283	0.027554	0.180175
7	2	8	55	184.3715277778	0.072609	0.0630676	0.0574135	0.00670602
7	2	8	5	184.3368055556	0.0484943	0.0776726	0.0514062	0.0256787
7	2	8	15	184.34375	0.123659	0.0158255	0.0260275	0.0388195
7	2	8	25	184.3506944444	0.141131	0.0682427	1.80E-07	0.0157836
7	2	8	35	184.3576388889	0.177354	0.097103	0.00377326	3.25E-08
7	2	8	45	184.3645833333	0.146841	0.0629558	0.0442573	3.74E-07
7	2	9	55	184.4131944444	0.224325	0.124936	0.0426516	0.026488
7	2	9	5	184.3784722222	0.105092	0.130259	0.0730119	1.71E-07
7	2	9	15	184.3854166667	0.158305	0.0794721	0.0341316	0.0572797
7	2	9	25	184.3923611111	0.132024	0.127584	0.045013	4.92E-08
7	2	9	45	184.40625	0.191753	0.143064	0.0271089	0.00342589
7	2	9	55	184.4131944444	0.11815	0.115952	0.0661281	0.00527204
7	2	10	5	184.4201388889	0.180345	0.16956	0.0365165	2.85E-07
7	2	10	15	184.4270833333	0.141721	0.110941	0.0495391	0.0137583
7	2	10	25	184.4340277778	8.78E-07	0.121868	0.127523	0.0333847
7	2	10	35	184.4409722222	0.15803	0.00935871	0.0665886	0.0533972
7	2	10	45	184.4479166667	0.0660776	0.121859	0.0819438	0.0439029
7	2	12	35	184.5243055556	0.224312	0.199696	0.0351041	0.0228923
7	2	12	45	184.53125	0.179191	0.164536	0.0779182	0.00818933
7	2	12	55	184.5381944444	0.11274	0.237514	0.0368108	0.0533898
7	2	13	5	184.5451388889	0.163848	0.151976	0.057642	1.84E-07
7	2	13	15	184.5520833333	0.255208	0.158661	0.0454138	5.97E-08
7	2	13	25	184.5590277778	0.172107	0.202483	0.0721985	0.0542121
7	2	13	35	184.5659722222	0.193669	0.223452	0.0878623	0.0072002
7	2	13	45	184.5729166667	0.200925	0.116956	0.0711748	0.0226395
7	2	13	55	184.5798611111	0.190251	0.123755	0.107084	0.0280174
7	2	14	5	184.5868055556	0.233182	0.180172	0.0345901	0.0186045
7	2	14	15	184.59375	0.150849	0.170501	0.120033	1.87E-08
7	2	14	25	184.6006944444	0.195164	0.263902	0.0749034	4.24E-06
7	2	14	35	184.6076388889	0.174758	0.176077	0.121964	2.02E-08
7	2	14	45	184.6145833333	0.247034	0.227614	0.062195	0.0157448
7	2	14	55	184.6215277778	0.186044	0.206166	0.118885	0.0226616
7	2	15	5	184.6284722222	0.154986	0.237225	0.145135	0.00792204
7	2	15	15	184.6354166667	0.189515	0.129331	0.0844277	0.216423
7	2	15	25	184.6423611111	0.180988	0.181445	0.139301	0.0170314
7	2	15	35	184.6493055556	0.224281	0.16185	0.128289	0.0270857
7	2	15	45	184.65625	0.234981	0.164791	0.0973564	0.0130724
7	2	15	55	184.6631944444	0.31407	0.156552	0.155366	0.0631402
7	2	16	5	184.6701388889	0.160611	0.284341	0.109534	0.00224983
7	2	16	15	184.6770833333	0.221865	0.202325	0.097549	0.0154635
7	2	16	25	184.6840277778	0.26605	0.269204	0.0987538	3.59E-07
7	2	16	35	184.6909722222	0.208906	0.186999	0.106706	0.00747218
7	2	16	45	184.6979166667	0.150502	0.25142	0.0924426	0.00388285
7	2	16	55	184.7048611111	0.224218	0.399661	0.171994	0.0922968
7	2	17	5	184.7118055556	0.219194	0.502062	0.167056	0.0882823
7	2	17	15	184.71875	0.174034	0.676628	0.182178	0.161716
7	2	17	25	184.7256944444	0.216139	0.658445	0.132374	0.188168
7	2	17	35	184.7326388889	0.201857	0.829298	0.187497	0.18548
7	2	17	45	184.7395833333	0.205609	0.749313	0.199901	0.22695
7	2	17	55	184.7465277778	0.281876	0.772558	0.130626	0.24628
7	2	18	5	184.7534722222	0.275871	0.767763	0.175785	0.226542
7	2	18	15	184.7604166667	0.269878	0.829295	0.150535	0.206698
7	2	18	25	184.7673611111	0.262637	0.900675	0.12219	0.213841
7	2	18	35	184.7743055556	0.275392	0.839184	0.145284	0.217582
7	2	18	45	184.78125	0.343771	0.813031	0.129899	0.205756
7	2	18	55	184.7881944444	0.364688	0.868553	0.135101	0.225873
7	2	19	5	184.7951388889	0.329867	0.970995	0.128595	0.280195
7	2	19	15	184.8020833333	0.353132	0.885959	0.159645	0.281317
7	2	19	25	184.8090277778	0.340841	0.805756	0.158946	0.25568
7	2	19	35	184.8159722222	0.242031	0.220369	0.0796459	0.101038
7	2	19	45	184.8229166667	0.298029	0.0721358	4.88E-08	0.0581424
7	2	19	55	184.8298611111	0.119599	0.0667671	0.0440576	0.0437141
7	2	20	5	184.8368055556	0.111678	1.14E-06	0.034704	0.0139727
7	2	20	15	184.84375	0.116843	0.00408933	0.0487962	0.0201275
7	2	20	25	184.8506944444	0.0513185	3.75E-08	0.0464278	0.0450216
7	2	20	35	184.8576388889	4.14E-08	3.88E-08	0.0425626	0.00780497
7	2	20	45	184.8645833333	7.64E-08	1.75E-08	2.17E-08	0.0298576
7	2	20	55	184.8715277778	0.0153426	0.00775591	0.0279675	0.0248068
7	2	21	5	184.8784722222	0.0516644	0.0289241	0.0205439	0.00477653
7	2	21	15	184.8854166667	3.64E-07	0.0516594	0.0589652	1.90E-08
7	2	21	25	184.8923611111	0.150365	1.51E-07	0.0292009	0.0323908
7	2	21	35	184.8993055556	0.0710073	0.0184072	0.0408051	3.62E-08
7	2	21	45	184.90625	0.0900533	0.00498381	0.0141644	0.00710216
7	2	21	55	184.9131944444	3.82E-08	2.55E-08	0.00508857	0.052969
7	2	22	5	184.9201388889	0.00740815	0.0374216	0.0179446	0.0231949
7	2	22	15	184.9270833333	0.0712046	8.50E-08	0.0277541	0.00635488
7	2	22	35	184.9409722222	0.0457118	0.0553432	0.0243022	0.0182129
7	2	22	45	184.9479166667	0.0557125	0.0458018	0.0242823	0.0365122
7	2	22	55	184.9548611111	0.0742994	1.48E-07	0.0490891	0.0421351
7	2	23	5	184.9618055556	0.0733068	0.0190153	0.0319896	0.0430779
7	2	23	15	184.96875	0.119084	0.000471948	0.0519435	2.37E-08
7	2	23	25	184.9756944444	0.0831492	0.0265682	0.0473469	0.0161561
7	2	23	35	184.9826388889	0.156236	1.25E-06	0.0778898	0.0678744
7	2	23	45	184.9895833333	0.183607	0.0725956	0.02431	0.0737393
7	2	23	55	184.9965277778	0.184632	0.035131	0.0291853	0.0381881
7	3	0	5	185.0034722222	0.184356	2.60E-08	0.00827899	0.221853
7	3	0	15	185.0104166667	0.083619	0.0569597	0.0274078	0.195188
7	3	0	25	185.0173611111	0.0923385	0.0180416	0.0479645	0.0302449
7	3	0	35	185.0243055556	0.0390379	0.0292544	0.0643133	0.0457458
7	3	0	45	185.03125	0.0960152	1.87E-08	0.105094	6.47E-08
7	3	0	55	185.0381944444	0.0488869	0.0240454	0.0425496	0.0765769
7	3	1	5	185.0451388889	0.0989305	0.0128436	0.085364	0.0209392
7	3	1	15	185.0520833333	0.078605	0.00332989	0.0328154	0.047218
7	3	1	25	185.0590277778	0.0436201	2.46E-08	0.10027	0.0209414
7	3	1	35	185.0659722222	0.0779899	6.58E-07	0.0342427	0.00399242
7	3	1	45	185.0729166667	0.0973296	0.0230199	0.0358973	0.0148495
7	3	1	55	185.0798611111	0.0787554	0.0310645	0.058103	0.0141331
7	3	2	5	185.0868055556	0.105733	9.58E-08	0.0599652	0.0356148
7	3	2	15	185.09375	0.0820291	0.0865523	0.0525811	5.12E-08
7	3	2	25	185.1006944444	0.0857126	1.18E-07	0.048117	2.55E-08
7	3	2	35	185.1076388889	0.0357662	0.0364311	0.0549282	0.0308833
7	3	2	45	185.1145833333	0.0210065	0.0751299	0.0502803	0.0311738
7	3	2	55	185.1215277778	0.0897146	0.0223106	0.0440342	0.0407279
7	3	3	5	185.1284722222	0.0333707	5.82E-08	0.0472154	0.505875
7	3	3	15	185.1354166667	8.47E-08	4.27E-08	0.0973849	0.0300223
7	3	3	25	185.1423611111	0.164139	6.46E-08	0.0279055	0.0460021
7	3	3	35	185.1493055556	0.438792	0.0836481	7.08E-08	0.00473057
7	3	3	45	185.15625	0.233632	0.0955863	0.054823	1.52E-08
7	3	3	55	185.1631944444	0.208889	0.0174654	0.100498	4.54E-08
7	3	4	5	185.1701388889	0.253975	1.71E-06	0.0885138	6.82E-08
7	3	4	15	185.1770833333	0.385178	0.0513905	0.0342495	4.75E-07
7	3	4	25	185.1840277778	0.33481	0.0870331	0.0355538	3.72E-08
7	3	4	35	185.1909722222	0.145028	2.54E-08	0.0558663	0.0352262
7	3	4	45	185.1979166667	0.147353	0.0434737	0.0316945	0.0600613
7	3	4	55	185.2048611111	0.089114	0.0571185	0.0313258	0.0243618
7	3	5	5	185.2118055556	0.0963781	0.167856	0.0088475	0.0539623
7	3	5	15	185.21875	0.225523	0.0061531	0.0569681	0.0154377
7	3	5	25	185.2256944444	0.28166	0.0350134	0.0302156	0.00971509
7	3	5	35	185.2326388889	0.16182	0.104192	0.058032	5.41E-08
7	3	5	45	185.2395833333	0.167693	0.0263235	0.0660419	0.0240644
7	3	5	55	185.2465277778	0.0438615	0.0910306	0.0522766	0.0496916
7	3	6	5	185.2534722222	0.147264	0.0382523	0.0231493	0.0116961
7	3	6	15	185.2604166667	0.100895	0.00267928	0.0624101	0.0172646
7	3	6	25	185.2673611111	0.0170543	0.104574	0.0246158	0.0403655
