year	month	day	hour	minute	DoY[LT]	 Acetone	 Acetic_Acid	 MVK+MACR	 Hexanals(83)
2008	7	9	1	0	191.0416666667	0.376	0.254	0.022	0.009
2008	7	9	1	30	191.0625	0.389	0.255	0.022	0.011
2008	7	9	2	0	191.0833333333	0.402	0.229	0.025	0.012
2008	7	9	2	30	191.1041666667	0.401	0.229	0.022	0.009
2008	7	9	3	0	191.125	0.413	0.23	-0.003	0.02
2008	7	9	3	30	191.1458333333	0.389	0.221	0	0.021
2008	7	9	4	0	191.1666666667	0.411	0.231	0	-0.013
2008	7	9	4	30	191.1875	0.4	0.225	-0.005	-0.012
2008	7	9	5	0	191.2083333333	0.357	0.209	-0.007	0.023
2008	7	9	5	30	191.2291666667	0.366	0.22	-0.008	0.022
2008	7	9	6	0	191.25	0.424	0.211	-0.007	0.023
2008	7	9	6	30	191.2708333333	0.427	0.224	-0.007	0.022
2008	7	9	7	0	191.2916666667	0.401	0.239	0.023	0.002
2008	7	9	7	30	191.3125	0.428	0.261	0.027	0.005
2008	7	9	8	0	191.3333333333	0.405	0.247	0.009	0.014
2008	7	9	8	30	191.3541666667	0.424	0.26	0.069	0.019
2008	7	9	9	0	191.375	0.524	0.242	0.131	0.037
2008	7	9	9	30	191.3958333333	0.554	0.267	0.163	0.041
2008	7	9	10	0	191.4166666667	0.563	0.287	0.284	0.027
2008	7	9	10	30	191.4375	0.576	0.305	0.329	0.033
2008	7	9	11	0	191.4583333333	0.587	0.327	0.371	0.039
2008	7	9	11	30	191.4791666667	0.589	0.357	0.522	0.039
2008	7	9	12	0	191.5	0.658	0.384	0.693	0.061
2008	7	9	12	30	191.5208333333	0.682	0.412	0.697	0.065
2008	7	9	13	0	191.5416666667	0.643	0.37	0.531	0.031
2008	7	9	13	30	191.5625	0.614	0.35	0.427	0.031
2008	7	9	14	0	191.5833333333	0.627	0.327	0.417	0.046
2008	7	9	14	30	191.6041666667	0.59	0.331	0.502	0.046
2008	7	9	15	0	191.625	0.671	0.355	1.008	0.068
2008	7	9	15	30	191.6458333333	0.592	0.351	0.765	0.053
2008	7	9	16	0	191.6666666667	0.568	0.353	0.751	0.059
2008	7	9	16	30	191.6875	0.636	0.373	0.81	0.065
2008	7	9	17	0	191.7083333333	0.618	0.333	0.935	0.066
2008	7	9	17	30	191.7291666667	0.644	0.359	1.276	0.078
2008	7	9	18	0	191.75	0.648	0.387	1.21	0.063
2008	7	9	18	30	191.7708333333	0.634	0.362	1.18	0.057
2008	7	9	19	0	191.7916666667	0.633	0.314	0.944	0.05
2008	7	9	19	30	191.8125	0.542	0.296	0.638	0.041
2008	7	9	20	0	191.8333333333	0.496	0.3	0.613	0.058
2008	7	9	20	30	191.8541666667	0.478	0.29	0.589	0.054
2008	7	9	21	0	191.875	0.464	0.242	0.407	0.005
2008	7	9	21	30	191.8958333333	0.466	0.242	0.456	0.012
2008	7	9	22	0	191.9166666667	0.478	0.251	0.459	0.036
2008	7	9	22	30	191.9375	0.489	0.255	0.451	0.036
2008	7	9	23	0	191.9583333333	0.517	0.215	0.401	0.04
2008	7	9	23	30	191.9791666667	0.535	0.218	0.418	0.044
2008	7	10	0	0	192	0.499	0.241	0.378	0.033
2008	7	10	0	30	192.0208333333	0.465	0.238	0.34	0.027
2008	7	10	1	0	192.0416666667	0.456	0.219	0.228	0.037
2008	7	10	1	30	192.0625	0.439	0.222	0.199	0.035
2008	7	10	2	0	192.0833333333	0.44	0.22	0.175	0.03
2008	7	10	2	30	192.1041666667	0.411	0.202	0.114	0.029
2008	7	10	3	0	192.125	0.377	0.208	0.021	0.037
2008	7	10	3	30	192.1458333333	0.37	0.21	0.004	0.032
2008	7	10	4	0	192.1666666667	0.372	0.208	0.028	0.011
2008	7	10	4	30	192.1875	0.371	0.215	0.021	0.012
2008	7	10	5	0	192.2083333333	0.358	0.204	0.038	-0.001
2008	7	10	5	30	192.2291666667	0.347	0.212	0.026	0.002
2008	7	10	6	0	192.25	0.387	0.203	0.063	0.013
2008	7	10	6	30	192.2708333333	0.386	0.225	0.04	0.011
2008	7	10	7	0	192.2916666667	0.383	0.24	0.07	0.013
2008	7	10	7	30	192.3125	0.374	0.255	0.082	0.018
2008	7	10	8	0	192.3333333333	0.335	0.261	0.069	0.004
2008	7	10	8	30	192.3541666667	0.382	0.268	0.071	0.001
2008	7	10	9	0	192.375	0.449	0.24	0.185	0.033
2008	7	10	9	30	192.3958333333	0.467	0.255	0.162	0.032
2008	7	10	10	0	192.4166666667	0.515	0.302	0.237	0.029
2008	7	10	10	30	192.4375	0.557	0.316	0.276	0.034
2008	7	10	11	0	192.4583333333	0.592	0.306	0.314	0.039
2008	7	10	11	30	192.4791666667	0.613	0.312	0.463	0.046
2008	7	10	12	0	192.5	0.559	0.33	0.529	0.05
2008	7	10	12	30	192.5208333333	0.57	0.361	0.709	0.061
2008	7	10	13	0	192.5416666667	0.576	0.381	0.895	0.076
2008	7	10	13	30	192.5625	0.571	0.397	0.893	0.075
2008	7	10	14	0	192.5833333333	0.617	0.38	0.905	0.053
2008	7	10	14	30	192.6041666667	0.643	0.406	0.908	0.059
2008	7	10	15	0	192.625	0.644	0.321	1.136	0.071
2008	7	10	15	30	192.6458333333	0.554	0.266	0.53	0.046
2008	7	10	16	0	192.6666666667	0.493	0.24	0.533	0.024
2008	7	10	16	30	192.6875	0.447	0.228	0.512	0.02
2008	7	10	17	0	192.7083333333	0.438	0.29	0.601	0.05
2008	7	10	17	30	192.7291666667	0.492	0.374	0.791	0.054
2008	7	10	18	0	192.75	0.522	0.294	0.679	0.024
2008	7	10	18	30	192.7708333333	0.516	0.298	0.638	0.023
2008	7	10	19	0	192.7916666667	0.466	0.273	0.608	0.054
2008	7	10	19	30	192.8125	0.449	0.27	0.601	0.048
2008	7	10	20	0	192.8333333333	0.435	0.257	0.568	0.042
2008	7	10	20	30	192.8541666667	0.435	0.251	0.552	0.04
2008	7	10	21	0	192.875	0.445	0.241	0.495	0.042
2008	7	10	21	30	192.8958333333	0.417	0.229	0.389	0.038
2008	7	10	22	0	192.9166666667	0.396	0.228	0.286	0.033
2008	7	10	22	30	192.9375	0.392	0.219	0.232	0.028
2008	7	10	23	0	192.9583333333	0.314	0.207	0.128	0.022
2008	7	10	23	30	192.9791666667	0.29	0.191	0.06	0.021
2008	7	11	0	0	193	0.277	0.158	0.017	0.013
2008	7	11	0	30	193.0208333333	0.263	0.168	0	0.007
2008	7	11	1	0	193.0416666667	0.31	0.191	0.043	0.025
2008	7	11	1	30	193.0625	0.308	0.196	0.032	0.025
2008	7	11	2	0	193.0833333333	0.307	0.189	-0.002	0.027
2008	7	11	2	30	193.1041666667	0.314	0.191	0.01	0.025
2008	7	11	3	0	193.125	0.362	0.196	0.1	0.022
2008	7	11	3	30	193.1458333333	0.368	0.212	0.143	0.027
2008	7	11	4	0	193.1666666667	0.348	0.199	0.136	0.023
2008	7	11	4	30	193.1875	0.36	0.197	0.114	0.021
2008	7	11	5	0	193.2083333333	0.351	0.184	0.072	0.015
2008	7	11	5	30	193.2291666667	0.351	0.193	0.072	0.015
2008	7	11	6	0	193.25	0.302	0.192	0.05	0.028
2008	7	11	6	30	193.2708333333	0.298	0.196	0.027	0.025
2008	7	11	7	0	193.2916666667	0.124	0.164	-0.005	0.016
2008	7	11	7	30	193.3125	0.132	0.182	-0.002	0.016
2008	7	11	8	0	193.3333333333	0.266	0.204	0.034	0.016
2008	7	11	8	30	193.3541666667	0.309	0.216	0.096	0.016
2008	7	11	9	0	193.375	0.375	0.234	0.224	0.017
2008	7	11	9	30	193.3958333333	0.488	0.268	0.367	0.022
2008	7	11	10	0	193.4166666667	0.55	0.286	0.352	0.037
2008	7	11	10	30	193.4375	0.531	0.283	0.292	0.038
2008	7	11	11	0	193.4583333333	0.466	0.252	0.238	0.02
2008	7	11	11	30	193.4791666667	0.433	0.244	0.202	0.016
2008	7	11	12	0	193.5	0.468	0.261	0.302	0.036
2008	7	11	12	30	193.5208333333	0.504	0.301	0.334	0.035
2008	7	11	13	0	193.5416666667	0.613	0.347	0.599	0.054
2008	7	11	13	30	193.5625	0.622	0.332	0.547	0.054
2008	7	11	14	0	193.5833333333	0.554	0.304	0.524	0.039
2008	7	11	14	30	193.6041666667	0.529	0.301	0.451	0.035
2008	7	11	15	0	193.625	0.566	0.282	0.417	0.031
2008	7	11	15	30	193.6458333333	0.57	0.305	0.457	0.035
2008	7	11	16	0	193.6666666667	0.546	0.296	0.432	0.04
2008	7	11	16	30	193.6875	0.568	0.384	0.55	0.041
2008	7	11	17	0	193.7083333333	NaN	NaN	NaN	NaN
2008	7	11	17	30	193.7291666667	NaN	NaN	NaN	NaN
2008	7	11	18	0	193.75	0.641	0.389	0.785	0.091
2008	7	11	18	30	193.7708333333	0.572	0.357	0.773	0.075
2008	7	11	19	0	193.7916666667	0.535	0.322	0.719	0.069
2008	7	11	19	30	193.8125	0.526	0.347	0.849	0.071
2008	7	11	20	0	193.8333333333	0.506	0.331	0.818	0.072
2008	7	11	20	30	193.8541666667	0.585	0.389	0.91	0.05
2008	7	11	21	0	193.875	NaN	NaN	NaN	NaN
2008	7	11	21	30	193.8958333333	NaN	NaN	NaN	NaN
2008	7	11	22	0	193.9166666667	NaN	NaN	NaN	NaN
2008	7	11	22	30	193.9375	0.516	0.392	1.243	0.09
2008	7	11	23	0	193.9583333333	0.522	0.393	1.197	0.071
2008	7	11	23	30	193.9791666667	0.504	0.372	1.004	0.068
2008	7	12	0	0	194	0.43	0.355	0.896	0.059
2008	7	12	0	30	194.0208333333	0.44	0.34	0.879	0.049
2008	7	12	1	0	194.0416666667	0.412	0.315	0.833	0.039
2008	7	12	1	30	194.0625	0.388	0.314	0.717	0.043
2008	7	12	2	0	194.0833333333	0.362	0.284	0.558	0.053
2008	7	12	2	30	194.1041666667	0.331	0.245	0.379	0.039
2008	7	12	3	0	194.125	0.354	0.245	0.344	0.033
2008	7	12	3	30	194.1458333333	0.348	0.249	0.291	0.032
2008	7	12	4	0	194.1666666667	0.505	0.311	0.516	0.066
2008	7	12	4	30	194.1875	0.64	0.403	0.633	0.111
2008	7	12	5	0	194.2083333333	0.652	0.368	0.437	0.099
2008	7	12	5	30	194.2291666667	0.639	0.359	0.408	0.112
2008	7	12	6	0	194.25	0.621	0.335	0.349	0.074
2008	7	12	6	30	194.2708333333	0.547	0.333	0.284	0.062
2008	7	12	7	0	194.2916666667	0.564	0.33	0.29	0.047
2008	7	12	7	30	194.3125	0.561	0.338	0.224	0.038
2008	7	12	8	0	194.3333333333	0.527	0.321	0.25	0.006
2008	7	12	8	30	194.3541666667	0.484	0.29	0.25	0.004
2008	7	12	9	0	194.375	0.549	0.301	0.411	0.051
2008	7	12	9	30	194.3958333333	0.658	0.336	0.527	0.056
2008	7	12	10	0	194.4166666667	0.695	0.35	0.487	0.033
2008	7	12	10	30	194.4375	0.686	0.352	0.452	0.036
2008	7	12	11	0	194.4583333333	0.655	0.335	0.364	0.033
2008	7	12	11	30	194.4791666667	0.672	0.36	0.394	0.037
2008	7	12	12	0	194.5	0.619	0.294	0.415	0.04
2008	7	12	12	30	194.5208333333	0.599	0.313	0.463	0.043
2008	7	12	13	0	194.5416666667	0.609	0.353	0.581	0.054
2008	7	12	13	30	194.5625	0.673	0.385	0.684	0.062
2008	7	12	14	0	194.5833333333	0.619	0.385	0.865	0.047
2008	7	12	14	30	194.6041666667	0.613	0.337	0.792	0.045
2008	7	12	15	0	194.625	0.559	0.312	0.609	0.051
2008	7	12	15	30	194.6458333333	0.561	0.361	0.536	0.048
2008	7	12	16	0	194.6666666667	0.638	0.371	0.658	0.043
2008	7	12	16	30	194.6875	0.62	0.377	0.612	0.042
2008	7	12	17	0	194.7083333333	0.586	0.354	0.648	0.06
2008	7	12	17	30	194.7291666667	0.586	0.349	0.52	0.054
2008	7	12	18	0	194.75	0.587	0.363	0.701	0.066
2008	7	12	18	30	194.7708333333	0.583	0.418	1.109	0.084
2008	7	12	19	0	194.7916666667	0.645	0.377	1.145	0.068
2008	7	12	19	30	194.8125	0.643	0.427	1.566	0.085
2008	7	12	20	0	194.8333333333	0.679	0.473	1.77	0.089
2008	7	12	20	30	194.8541666667	0.668	0.554	1.681	0.107
2008	7	12	21	0	194.875	0.589	0.495	1.352	0.108
2008	7	12	21	30	194.8958333333	0.507	0.376	0.852	0.07
2008	7	12	22	0	194.9166666667	0.442	0.293	0.548	0.071
2008	7	12	22	30	194.9375	0.404	0.268	0.328	0.055
2008	7	12	23	0	194.9583333333	0.419	0.281	0.405	0.042
2008	7	12	23	30	194.9791666667	0.441	0.279	0.494	0.042
2008	7	13	0	0	195	0.403	0.246	0.369	0.038
2008	7	13	0	30	195.0208333333	0.374	0.234	0.273	0.03
2008	7	13	1	0	195.0416666667	0.34	0.205	0.074	0.019
2008	7	13	1	30	195.0625	0.378	0.212	0.13	0.017
2008	7	13	2	0	195.0833333333	0.406	0.209	0.204	0.001
2008	7	13	2	30	195.1041666667	0.383	0.198	0.188	0.003
2008	7	13	3	0	195.125	0.412	0.21	0.211	0.045
2008	7	13	3	30	195.1458333333	0.378	0.203	0.148	0.042
2008	7	13	4	0	195.1666666667	0.373	0.219	0.074	0.031
2008	7	13	4	30	195.1875	0.38	0.235	0.049	0.032
2008	7	13	5	0	195.2083333333	0.382	0.194	0.021	0.027
2008	7	13	5	30	195.2291666667	0.389	0.196	0.02	0.034
2008	7	13	6	0	195.25	0.364	0.216	0.026	0.031
2008	7	13	6	30	195.2708333333	0.367	0.245	0.026	0.03
2008	7	13	7	0	195.2916666667	0.361	0.232	0.019	0.015
2008	7	13	7	30	195.3125	0.39	0.251	0.048	0.021
2008	7	13	8	0	195.3333333333	0.443	0.26	0.14	0.022
2008	7	13	8	30	195.3541666667	0.481	0.292	0.157	0.026
2008	7	13	9	0	195.375	0.568	0.264	0.274	0.017
2008	7	13	9	30	195.3958333333	0.595	0.289	0.292	0.026
2008	7	13	10	0	195.4166666667	0.559	0.328	0.36	0.031
2008	7	13	10	30	195.4375	0.558	0.322	0.357	0.035
2008	7	13	11	0	195.4583333333	0.6	0.33	0.341	0.041
2008	7	13	11	30	195.4791666667	0.665	0.377	0.427	0.042
2008	7	13	12	0	195.5	0.632	0.349	0.58	0.035
2008	7	13	12	30	195.5208333333	0.68	0.378	0.59	0.044
2008	7	13	13	0	195.5416666667	0.686	0.388	0.608	0.043
2008	7	13	13	30	195.5625	0.715	0.385	0.669	0.052
2008	7	13	14	0	195.5833333333	0.572	0.325	0.547	0.035
2008	7	13	14	30	195.6041666667	0.68	0.403	0.567	0.036
2008	7	13	15	0	195.625	0.802	0.418	0.65	0.043
2008	7	13	15	30	195.6458333333	0.724	0.412	0.695	0.042
2008	7	13	16	0	195.6666666667	0.718	0.449	0.889	0.05
2008	7	13	16	30	195.6875	0.613	0.448	0.947	0.058
2008	7	13	17	0	195.7083333333	0.624	0.374	0.798	0.064
2008	7	13	17	30	195.7291666667	0.577	0.388	0.89	0.063
2008	7	13	18	0	195.75	0.567	0.38	0.794	0.06
2008	7	13	18	30	195.7708333333	0.588	0.385	0.759	0.065
2008	7	13	19	0	195.7916666667	0.62	0.405	0.932	0.071
2008	7	13	19	30	195.8125	0.597	0.366	0.944	0.078
2008	7	13	20	0	195.8333333333	0.57	0.33	0.661	0.055
2008	7	13	20	30	195.8541666667	0.538	0.311	0.426	0.048
2008	7	13	21	0	195.875	0.494	0.282	0.295	0.025
2008	7	13	21	30	195.8958333333	0.477	0.261	0.206	0.023
2008	7	13	22	0	195.9166666667	0.453	0.271	0.158	0.027
2008	7	13	22	30	195.9375	0.42	0.259	0.085	0.023
2008	7	13	23	0	195.9583333333	0.405	0.239	0.035	0.013
2008	7	13	23	30	195.9791666667	0.398	0.239	0.024	0.015
2008	7	14	0	0	196	0.41	0.233	0.018	0.024
2008	7	14	0	30	196.0208333333	0.375	0.228	0.004	0.022
2008	7	14	1	0	196.0416666667	0.362	0.189	0.023	0.011
2008	7	14	1	30	196.0625	0.368	0.192	0.021	0.006
2008	7	14	2	0	196.0833333333	0.385	0.204	0.01	-0.001
2008	7	14	2	30	196.1041666667	0.379	0.198	0.013	0.002
2008	7	14	3	0	196.125	0.35	0.214	0.015	0.007
2008	7	14	3	30	196.1458333333	0.342	0.201	0.022	0.007
2008	7	14	4	0	196.1666666667	0.355	0.196	0.005	0.005
2008	7	14	4	30	196.1875	0.387	0.207	0.033	0.007
2008	7	14	5	0	196.2083333333	0.361	0.222	0.046	0.023
2008	7	14	5	30	196.2291666667	0.379	0.231	0.052	0.026
2008	7	14	6	0	196.25	0.39	0.205	0.029	0.006
2008	7	14	6	30	196.2708333333	0.417	0.226	0.043	0.012
2008	7	14	7	0	196.2916666667	0.344	0.227	0.021	0.02
2008	7	14	7	30	196.3125	0.345	0.241	0.043	0.022
2008	7	14	8	0	196.3333333333	0.392	0.247	0.135	0.038
2008	7	14	8	30	196.3541666667	0.443	0.269	0.195	0.04
2008	7	14	9	0	196.375	0.47	0.298	0.162	0.013
2008	7	14	9	30	196.3958333333	0.536	0.31	0.327	0.022
2008	7	14	10	0	196.4166666667	0.465	0.297	0.265	0.027
2008	7	14	10	30	196.4375	0.501	0.311	0.309	0.038
2008	7	14	11	0	196.4583333333	0.575	0.302	0.327	0.049
2008	7	14	11	30	196.4791666667	0.585	0.318	0.334	0.053
2008	7	14	12	0	196.5	0.594	0.314	0.371	0.029
2008	7	14	12	30	196.5208333333	0.601	0.338	0.483	0.037
2008	7	14	13	0	196.5416666667	0.469	0.287	0.481	0.038
2008	7	14	13	30	196.5625	0.457	0.27	0.346	0.026
2008	7	14	14	0	196.5833333333	0.544	0.313	0.345	0.046
2008	7	14	14	30	196.6041666667	0.616	0.303	0.347	0.05
2008	7	14	15	0	196.625	0.606	0.328	0.407	0.03
2008	7	14	15	30	196.6458333333	0.586	0.321	0.43	0.035
2008	7	14	16	0	196.6666666667	0.645	0.315	0.531	0.017
2008	7	14	16	30	196.6875	0.616	0.316	0.411	0.012
2008	7	14	17	0	196.7083333333	0.583	0.313	0.294	0.028
2008	7	14	17	30	196.7291666667	0.62	0.346	0.387	0.027
2008	7	14	18	0	196.75	0.585	0.317	1.023	0.067
2008	7	14	18	30	196.7708333333	0.54	0.346	1.265	0.072
2008	7	14	19	0	196.7916666667	0.56	0.369	1.226	0.058
2008	7	14	19	30	196.8125	0.569	0.423	1.27	0.061
2008	7	14	20	0	196.8333333333	0.559	0.409	1.322	0.074
2008	7	14	20	30	196.8541666667	0.545	0.408	1.003	0.059
2008	7	14	21	0	196.875	0.489	0.357	0.892	0.064
2008	7	14	21	30	196.8958333333	0.437	0.293	0.464	0.045
2008	7	14	22	0	196.9166666667	0.468	0.265	0.268	0.027
2008	7	14	22	30	196.9375	0.474	0.258	0.176	0.022
2008	7	14	23	0	196.9583333333	0.432	0.279	0.133	0.016
2008	7	14	23	30	196.9791666667	0.429	0.284	0.151	0.022
2008	7	15	0	0	197	0.416	0.264	0.2	0.04
2008	7	15	0	30	197.0208333333	0.409	0.273	0.205	0.04
2008	7	15	1	0	197.0416666667	0.421	0.257	0.158	0.019
2008	7	15	1	30	197.0625	0.429	0.25	0.147	0.019
2008	7	15	2	0	197.0833333333	0.43	0.278	0.13	0.024
2008	7	15	2	30	197.1041666667	0.422	0.263	0.157	0.028
2008	7	15	3	0	197.125	0.42	0.251	0.169	0.029
2008	7	15	3	30	197.1458333333	0.421	0.25	0.195	0.027
2008	7	15	4	0	197.1666666667	0.371	0.227	0.149	0.03
2008	7	15	4	30	197.1875	0.389	0.251	0.183	0.036
2008	7	15	5	0	197.2083333333	0.424	0.244	0.251	0.025
2008	7	15	5	30	197.2291666667	0.42	0.258	0.259	0.031
2008	7	15	6	0	197.25	0.389	0.271	0.336	0.042
2008	7	15	6	30	197.2708333333	0.419	0.296	0.42	0.048
2008	7	15	7	0	197.2916666667	0.405	0.261	0.217	0.031
2008	7	15	7	30	197.3125	0.389	0.274	0.204	0.026
2008	7	15	8	0	197.3333333333	0.487	0.33	0.429	0.041
2008	7	15	8	30	197.3541666667	NaN	NaN	NaN	NaN
2008	7	15	9	0	197.375	NaN	NaN	NaN	NaN
2008	7	15	9	30	197.3958333333	NaN	NaN	NaN	NaN
2008	7	15	10	0	197.4166666667	NaN	NaN	NaN	NaN
2008	7	15	10	30	197.4375	NaN	NaN	NaN	NaN
2008	7	15	11	0	197.4583333333	0.896	0.365	0.173	0.008
2008	7	15	11	30	197.4791666667	0.904	0.38	0.152	0.009
2008	7	15	12	0	197.5	0.837	0.34	0.121	0.053
2008	7	15	12	30	197.5208333333	0.895	0.36	0.153	0.06
2008	7	15	13	0	197.5416666667	0.898	0.364	0.258	0.099
2008	7	15	13	30	197.5625	0.881	0.371	0.353	0.111
2008	7	15	14	0	197.5833333333	0.867	0.296	0.294	0.026
2008	7	15	14	30	197.6041666667	0.833	0.313	0.234	0.027
2008	7	15	15	0	197.625	0.83	0.354	0.136	0.015
2008	7	15	15	30	197.6458333333	0.792	0.344	0.098	0.019
2008	7	15	16	0	197.6666666667	0.785	0.31	0.121	0.028
2008	7	15	16	30	197.6875	0.777	0.315	0.152	0.035
2008	7	15	17	0	197.7083333333	0.869	0.319	0.189	0.095
2008	7	15	17	30	197.7291666667	0.765	0.305	0.122	0.09
2008	7	15	18	0	197.75	0.62	0.235	0.007	0.046
2008	7	15	18	30	197.7708333333	0.603	0.221	0.007	0.046
2008	7	15	19	0	197.7916666667	0.562	0.166	0.053	0.032
2008	7	15	19	30	197.8125	0.533	0.173	0.076	0.04
2008	7	15	20	0	197.8333333333	0.55	0.186	0.024	-0.005
2008	7	15	20	30	197.8541666667	0.559	0.186	0.016	0.005
2008	7	15	21	0	197.875	0.474	0.181	0.067	0.026
2008	7	15	21	30	197.8958333333	0.498	0.216	0.066	0.023
2008	7	15	22	0	197.9166666667	0.568	0.2	0.068	-0.011
2008	7	15	22	30	197.9375	0.53	0.208	0.058	-0.009
2008	7	15	23	0	197.9583333333	0.504	0.171	0.019	-0.011
2008	7	15	23	30	197.9791666667	0.493	0.19	0.012	-0.007
2008	7	16	0	0	198	0.405	0.193	0.034	-0.003
2008	7	16	0	30	198.0208333333	0.417	0.188	0.026	0.002
2008	7	16	1	0	198.0416666667	0.443	0.238	0.06	0.027
2008	7	16	1	30	198.0625	0.445	0.227	0.06	0.025
2008	7	16	2	0	198.0833333333	0.406	0.158	0.056	0.008
2008	7	16	2	30	198.1041666667	0.395	0.152	0.055	0.01
2008	7	16	3	0	198.125	0.352	0.215	-0.001	0.003
2008	7	16	3	30	198.1458333333	0.37	0.246	0.011	0.009
2008	7	16	4	0	198.1666666667	0.409	0.197	0.037	0.019
2008	7	16	4	30	198.1875	0.398	0.192	0.031	0.017
2008	7	16	5	0	198.2083333333	0.422	0.168	0.034	-0.011
2008	7	16	5	30	198.2291666667	0.386	0.18	0.037	-0.015
2008	7	16	6	0	198.25	0.368	0.202	-0.047	0.031
2008	7	16	6	30	198.2708333333	0.394	0.199	-0.043	0.027
2008	7	16	7	0	198.2916666667	0.415	0.203	0	-0.041
2008	7	16	7	30	198.3125	0.447	0.207	0.012	-0.035
2008	7	16	8	0	198.3333333333	0.446	0.224	-0.01	-0.02
2008	7	16	8	30	198.3541666667	0.558	0.22	0.012	-0.02
2008	7	16	9	0	198.375	0.645	0.223	0.043	0.016
2008	7	16	9	30	198.3958333333	0.701	0.236	0.056	0.02
2008	7	16	10	0	198.4166666667	0.604	0.23	0.037	0.068
2008	7	16	10	30	198.4375	0.586	0.247	0.047	0.063
2008	7	16	11	0	198.4583333333	0.565	0.225	0.093	-0.02
2008	7	16	11	30	198.4791666667	0.597	0.254	0.133	-0.017
2008	7	16	12	0	198.5	0.655	0.231	0.062	0.053
2008	7	16	12	30	198.5208333333	0.66	0.229	0.07	0.056
2008	7	16	13	0	198.5416666667	0.571	0.174	0.187	-0.006
2008	7	16	13	30	198.5625	0.514	0.165	0.168	-0.014
2008	7	16	14	0	198.5833333333	0.573	0.219	0.235	0.037
2008	7	16	14	30	198.6041666667	0.619	0.232	0.26	0.045
2008	7	16	15	0	198.625	0.685	0.242	0.3	0.03
2008	7	16	15	30	198.6458333333	0.697	0.229	0.262	0.032
2008	7	16	16	0	198.6666666667	0.622	0.202	0.202	0.048
2008	7	16	16	30	198.6875	0.627	0.188	0.185	0.046
2008	7	16	17	0	198.7083333333	0.68	0.24	0.219	0.016
2008	7	16	17	30	198.7291666667	0.674	0.227	0.226	0.024
2008	7	16	18	0	198.75	0.635	0.195	0.2	0.027
2008	7	16	18	30	198.7708333333	0.613	0.19	0.19	0.017
2008	7	16	19	0	198.7916666667	0.493	0.185	0.131	0.02
2008	7	16	19	30	198.8125	0.512	0.176	0.126	0.024
2008	7	16	20	0	198.8333333333	0.585	0.2	0.122	0
2008	7	16	20	30	198.8541666667	0.644	0.224	0.079	0.015
2008	7	16	21	0	198.875	0.592	0.215	0.031	0.025
2008	7	16	21	30	198.8958333333	0.516	0.185	0.046	0.029
2008	7	16	22	0	198.9166666667	0.593	0.241	0.089	0.049
2008	7	16	22	30	198.9375	0.661	0.254	0.09	0.063
2008	7	16	23	0	198.9583333333	0.622	0.2	0.041	0.056
2008	7	16	23	30	198.9791666667	0.554	0.17	0.03	0.046
2008	7	17	0	0	199	0.576	0.188	0.051	0.033
2008	7	17	0	30	199.0208333333	0.554	0.184	0.044	0.035
2008	7	17	1	0	199.0416666667	0.524	0.139	0.039	0.005
2008	7	17	1	30	199.0625	0.504	0.128	0.039	0.019
2008	7	17	2	0	199.0833333333	0.486	0.139	0.028	0.036
2008	7	17	2	30	199.1041666667	0.458	0.13	0.029	0.037
2008	7	17	3	0	199.125	0.473	0.123	0.064	0
2008	7	17	3	30	199.1458333333	0.505	0.114	0.056	0.006
2008	7	17	4	0	199.1666666667	0.46	0.153	0.006	-0.008
2008	7	17	4	30	199.1875	0.484	0.159	0.013	-0.009
2008	7	17	5	0	199.2083333333	0.456	0.128	0.026	0.009
2008	7	17	5	30	199.2291666667	0.465	0.132	0.031	0.018
2008	7	17	6	0	199.25	0.483	0.135	0.029	0.007
2008	7	17	6	30	199.2708333333	0.474	0.177	0.026	0.014
2008	7	17	7	0	199.2916666667	NaN	NaN	NaN	NaN
2008	7	17	7	30	199.3125	NaN	NaN	NaN	NaN
2008	7	17	8	0	199.3333333333	0.507	0.169	0.067	0.036
2008	7	17	8	30	199.3541666667	0.516	0.146	0.066	0.031
2008	7	17	9	0	199.375	0.522	0.197	0.085	0.023
2008	7	17	9	30	199.3958333333	0.577	0.247	0.119	0.04
2008	7	17	10	0	199.4166666667	0.697	0.166	0.171	0.025
2008	7	17	10	30	199.4375	0.712	0.181	0.171	0.024
2008	7	17	11	0	199.4583333333	0.698	0.248	0.235	0.054
2008	7	17	11	30	199.4791666667	0.737	0.253	0.255	0.053
2008	7	17	12	0	199.5	0.846	0.237	0.231	0.019
2008	7	17	12	30	199.5208333333	0.876	0.258	0.249	0.022
2008	7	17	13	0	199.5416666667	0.841	0.271	0.287	0.026
2008	7	17	13	30	199.5625	0.783	0.268	0.309	0.039
2008	7	17	14	0	199.5833333333	0.702	0.274	0.273	0.083
2008	7	17	14	30	199.6041666667	0.734	0.283	0.449	0.109
2008	7	17	15	0	199.625	0.804	0.214	0.363	0.053
2008	7	17	15	30	199.6458333333	0.606	0.165	0.106	0.026
2008	7	17	16	0	199.6666666667	0.745	0.199	0.11	-0.001
2008	7	17	16	30	199.6875	0.79	0.224	0.142	0
2008	7	17	17	0	199.7083333333	0.678	0.224	0.094	-0.006
2008	7	17	17	30	199.7291666667	0.679	0.214	0.16	0.003
2008	7	17	18	0	199.75	0.594	0.16	0.182	0.045
2008	7	17	18	30	199.7708333333	0.583	0.163	0.19	0.049
