datetime,year,month,doy,hour,seq.day.90,seq.time.90,obs.nee,obs.fco2,fco2.corr,ustar,nee,resp.e,gee,c.flag1,c.flag2,obs.ta.27m,ta.27m.filled,ta1.flag1,ta1.flag2,ta1.flag3,ta1.flag4,ta.2.5m,ta.2.5m.filled,ta5.flag1,ta5.flag2,ta5.flag3,ta5.flag4,par.28m,par.28m.filled,p.flag1,p.flag2,p.flag3,p.flag4,par.tot.ue.m2.s,par.dfs.ue.m2.s
2011-09-19T10:00,2011,9,262,10,7932,7932.4167,0.0,0.0,0.0,50,-20.89,5.3,-26.19,1,1,0.0,15.2,0,0,0,0,0.0,0.0,0,0,0,0,1377,1438,0,0,0,0,0.0,0.0
2011-09-19T11:00,2011,9,262,11,7932,7932.4583,0.0,0.0,0.0,53.6,-21.45,5.28,-26.72,1,1,0.0,16,0,0,0,0,0.0,0.0,0,0,0,0,1456,1520,0,0,0,0,0.0,0.0
2011-09-19T12:00,2011,9,262,12,7932,7932.5,-28.8,-14.9,-14.23,38.5,-14.23,5.25,-19.48,0,1,0.0,16.8,0,0,0,0,0.0,0.0,0,0,0,0,1422,1486,0,0,0,0,0.0,0.0
2011-09-19T13:00,2011,9,262,13,7932,7932.5417,-19.1,-19.2,-20.18,43.9,-20.18,5.23,-25.42,0,1,0.0,17.4,0,0,0,0,0.0,0.0,0,0,0,0,1282,1340,0,0,0,0,0.0,0.0
2011-09-19T14:00,2011,9,262,14,7932,7932.5833,-14.9,-16.9,-14.69,43.9,-14.69,5.23,-19.92,0,1,0.0,17.6,0,0,0,0,0.0,0.0,0,0,0,0,1046,1092,0,0,0,0,0.0,0.0
2011-09-19T15:00,2011,9,262,15,7932,7932.625,-13.1,-11.6,-10.02,30.5,-10.02,5.24,-15.26,0,1,0.0,17.1,0,0,0,0,0.0,0.0,0,0,0,0,644,673,0,0,0,0,0.0,0.0
2011-09-19T16:00,2011,9,262,16,7932,7932.6667,-4.5,-4.8,-3.19,23.1,-3.19,5.28,-8.47,0,1,0.0,15.8,0,0,0,0,0.0,0.0,0,0,0,0,283,296,0,0,0,0,0.0,0.0
2011-09-19T17:00,2011,9,262,17,7932,7932.7083,0.0,0.0,0.0,0.0,1.44,5.41,-3.97,1,1,0.0,11.8,0,0,0,0,0.0,0.0,0,0,0,0,85,89,0,0,0,0,0.0,0.0
2011-09-19T18:00,2011,9,262,18,7932,7932.75,0.0,0.0,0.0,6.9,3.59,3.59,0,1,1,0.0,11.1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0
2011-09-19T19:00,2011,9,262,19,7932,7932.7917,0.0,0.0,0.0,7.9,4.72,5.43,-0.71,1,1,0.0,11.2,0,0,0,0,0.0,0.0,0,0,0,0,14,15,0,0,0,0,0.0,0.0
2011-09-19T20:00,2011,9,262,20,7932,7932.8333,0.0,0.0,0.0,4.5,4.71,5.44,-0.72,1,1,0.0,10.9,0,0,0,0,0.0,0.0,0,0,0,0,14,15,0,0,0,0,0.0,0.0
2011-09-19T21:00,2011,9,262,21,7932,7932.875,0.0,0.0,0.0,19.6,4.68,5.44,-0.77,1,1,0.0,10.7,0,0,0,0,0.0,0.0,0,0,0,0,15,16,0,0,0,0,0.0,0.0
2011-09-19T22:00,2011,9,262,22,7932,7932.9167,0.5,2.5,2.78,30.6,2.78,5.45,-2.67,0,1,0.0,10.6,0,0,0,0,0.0,0.0,0,0,0,0,14,15,0,0,0,0,0.0,0.0
2011-09-19T23:00,2011,9,262,23,7932,7932.9583,0.0,2.7,3.28,37.5,3.28,5.43,-2.16,0,1,0.0,11,0,0,0,0,0.0,0.0,0,0,0,0,14,14,0,0,0,0,0.0,0.0
