xGC_Date_Time_UTC, xGC_Date_Time_CDT, xGC_Date_Time_CST, ppb64_Isoprene, ppb105_MACR_m70, ppb120_MVK, ppb233_Pinene_alpha, ppb241_BZ_1ET_34_MT, ppb243_Pinene_beta, ppb258_Limonene,MT
18000,0,-3600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
19800,1800,-1800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
21600,3600,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
23400,5400,1800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
25200,7200,3600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
27000,9000,5400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
28800,10800,7200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
30600,12600,9000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
32400,14400,10800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
34200,16200,12600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
36000,18000,14400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
37800,19800,16200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
39600,21600,18000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
41400,23400,19800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
43200,25200,21600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
45000,27000,23400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
46800,28800,25200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
48600,30600,27000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
50400,32400,28800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
52200,34200,30600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
54000,36000,32400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
55800,37800,34200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
57600,39600,36000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
59400,41400,37800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
61200,43200,39600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
63000,45000,41400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
64800,46800,43200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
66600,48600,45000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
68400,50400,46800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
70200,52200,48600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
72000,54000,50400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
73800,55800,52200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
75600,57600,54000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
77400,59400,55800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
79200,61200,57600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
81000,63000,59400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
82800,64800,61200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
84600,66600,63000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
86400,68400,64800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
88200,70200,66600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
90000,72000,68400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
91800,73800,70200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
93600,75600,72000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
95400,77400,73800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
97200,79200,75600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
99000,81000,77400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
100800,82800,79200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
102600,84600,81000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
104400,86400,82800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
106200,88200,84600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
108000,90000,86400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
109800,91800,88200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
111600,93600,90000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
113400,95400,91800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
115200,97200,93600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
117000,99000,95400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
118800,100800,97200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
120600,102600,99000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
122400,104400,100800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
124200,106200,102600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
126000,108000,104400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
127800,109800,106200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
129600,111600,108000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
131400,113400,109800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
133200,115200,111600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
135000,117000,113400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
136800,118800,115200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
138600,120600,117000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
140400,122400,118800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
142200,124200,120600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
144000,126000,122400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
145800,127800,124200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
147600,129600,126000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
149400,131400,127800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
151200,133200,129600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
153000,135000,131400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
154800,136800,133200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
156600,138600,135000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
158400,140400,136800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
160200,142200,138600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
162000,144000,140400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
163800,145800,142200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
165600,147600,144000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
167400,149400,145800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
169200,151200,147600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
171000,153000,149400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
172800,154800,151200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
174600,156600,153000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
176400,158400,154800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
178200,160200,156600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
180000,162000,158400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
181800,163800,160200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
183600,165600,162000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
185400,167400,163800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
187200,169200,165600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
189000,171000,167400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
190800,172800,169200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
192600,174600,171000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
194400,176400,172800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
196200,178200,174600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
198000,180000,176400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
199800,181800,178200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
201600,183600,180000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
203400,185400,181800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
205200,187200,183600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
207000,189000,185400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
208800,190800,187200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
210600,192600,189000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
212400,194400,190800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
214200,196200,192600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
216000,198000,194400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
217800,199800,196200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
219600,201600,198000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
221400,203400,199800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
223200,205200,201600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
225000,207000,203400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
226800,208800,205200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
228600,210600,207000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
230400,212400,208800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
232200,214200,210600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
234000,216000,212400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
235800,217800,214200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
237600,219600,216000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
239400,221400,217800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
241200,223200,219600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
243000,225000,221400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
244800,226800,223200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
246600,228600,225000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
248400,230400,226800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
250200,232200,228600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
252000,234000,230400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
253800,235800,232200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
255600,237600,234000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
257400,239400,235800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
259200,241200,237600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
261000,243000,239400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
262800,244800,241200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
264600,246600,243000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
266400,248400,244800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
268200,250200,246600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
270000,252000,248400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
271800,253800,250200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
273600,255600,252000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
275400,257400,253800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
277200,259200,255600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
279000,261000,257400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
280800,262800,259200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
282600,264600,261000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
284400,266400,262800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
286200,268200,264600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
288000,270000,266400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
289800,271800,268200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
291600,273600,270000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
293400,275400,271800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
295200,277200,273600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
297000,279000,275400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
298800,280800,277200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
300600,282600,279000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
302400,284400,280800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
304200,286200,282600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
306000,288000,284400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
307800,289800,286200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
309600,291600,288000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
311400,293400,289800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
313200,295200,291600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
315000,297000,293400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
316800,298800,295200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
318600,300600,297000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
320400,302400,298800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
322200,304200,300600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
324000,306000,302400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
325800,307800,304200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
327600,309600,306000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
329400,311400,307800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
331200,313200,309600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
333000,315000,311400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
334800,316800,313200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
336600,318600,315000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
338400,320400,316800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
340200,322200,318600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
342000,324000,320400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
343800,325800,322200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
345600,327600,324000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
347400,329400,325800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
349200,331200,327600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
351000,333000,329400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
352800,334800,331200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
354600,336600,333000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
356400,338400,334800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
358200,340200,336600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
360000,342000,338400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
361800,343800,340200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
363600,345600,342000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
365400,347400,343800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
367200,349200,345600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
369000,351000,347400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
370800,352800,349200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
372600,354600,351000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
374400,356400,352800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
376200,358200,354600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
378000,360000,356400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
379800,361800,358200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
381600,363600,360000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
383400,365400,361800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
385200,367200,363600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
387000,369000,365400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
388800,370800,367200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
390600,372600,369000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
392400,374400,370800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
394200,376200,372600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
396000,378000,374400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
397800,379800,376200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
399600,381600,378000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
401400,383400,379800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
403200,385200,381600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
405000,387000,383400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
406800,388800,385200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
408600,390600,387000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
410400,392400,388800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
412200,394200,390600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
414000,396000,392400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
415800,397800,394200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
417600,399600,396000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
419400,401400,397800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
421200,403200,399600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
423000,405000,401400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
424800,406800,403200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
426600,408600,405000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
428400,410400,406800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
430200,412200,408600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
432000,414000,410400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
433800,415800,412200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
435600,417600,414000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
437400,419400,415800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
439200,421200,417600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
441000,423000,419400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
442800,424800,421200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
444600,426600,423000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
446400,428400,424800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
448200,430200,426600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
450000,432000,428400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
451800,433800,430200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
453600,435600,432000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
455400,437400,433800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
457200,439200,435600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
459000,441000,437400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
460800,442800,439200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
462600,444600,441000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
464400,446400,442800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
466200,448200,444600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
468000,450000,446400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
469800,451800,448200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
471600,453600,450000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
473400,455400,451800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
475200,457200,453600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
477000,459000,455400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
478800,460800,457200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
480600,462600,459000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
482400,464400,460800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
484200,466200,462600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
486000,468000,464400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
487800,469800,466200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
489600,471600,468000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
491400,473400,469800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
493200,475200,471600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
495000,477000,473400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
496800,478800,475200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
498600,480600,477000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
500400,482400,478800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
502200,484200,480600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
504000,486000,482400,8.3722,0.4481,1.2832,0.3377,0.0262,0.2341,0.0967,0.6685
505800,487800,484200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
507600,489600,486000,8.4373,0.3985,0.9471,0.2408,0.0195,0.1916,0.0926,0.525
509400,491400,487800,5.7441,0.4108,0.8933,0.1532,0.0123,0.1177,0.0448,0.3157
511200,493200,489600,6.6778,0.4109,0.6881,0.2024,0.0158,0.1549,0.0616,0.4189
513000,495000,491400,4.2461,0.3544,0.4839,0.1743,0.0124,0.1172,0.0407,0.3322
514800,496800,493200,2.0544,0.149,0.1483,0.2158,0.0136,0.1223,0.0495,0.3876
516600,498600,495000,0.5504,0.0951,0.0834,0.2032,0.0121,0.1152,0.0619,0.3803
518400,500400,496800,1.0787,0.0902,0.0789,0.199,0.0116,0.1179,0.0555,0.3724
520200,502200,498600,1.1374,0.1094,0.1073,0.2345,0.013,0.1312,0.0415,0.4072
522000,504000,500400,1.613,0.1333,0.1912,0.3328,0.0223,0.2187,0.0702,0.6217
523800,505800,502200,1.5409,0.1381,0.2038,0.3806,0.0245,0.2455,0.0666,0.6927
525600,507600,504000,1.0848,0.1577,0.2232,0.2303,0.0175,0.1568,0.0363,0.4234
527400,509400,505800,1.1877,0.1237,0.1186,0.2757,0.0219,0.1824,0.0503,0.5084
529200,511200,507600,0.9907,0.1025,0.0643,0.3778,0.0299,0.2353,0.0616,0.6747
531000,513000,509400,0.8197,0.1148,0.0658,0.3697,0.0283,0.2602,0.0461,0.676
532800,514800,511200,0.9272,0.1477,0.104,0.5227,0.0394,0.3969,0.0526,0.9722
534600,516600,513000,1.0464,0.1536,0.1211,0.5204,0.0418,0.424,0.0436,0.988
536400,518400,514800,1.3854,0.1626,0.1348,0.5193,0.0408,0.3919,0.0476,0.9588
538200,520200,516600,1.462,0.1628,0.1384,0.5987,0.0433,0.4255,0.0548,1.079
540000,522000,518400,1.3948,0.2049,0.2199,0.6596,0.046,0.4657,0.0553,1.1806
541800,523800,520200,1.4044,0.2081,0.2151,0.5168,0.038,0.366,0.0527,0.9355
543600,525600,522000,1.2759,0.1939,0.1615,0.5257,0.0369,0.3439,0.0537,0.9233
545400,527400,523800,1.1777,0.1732,0.12,0.5768,0.0367,0.3623,0.048,0.9871
547200,529200,525600,1.1708,0.1432,0.0738,0.531,0.0357,0.3451,0.0472,0.9233
549000,531000,527400,1.0075,0.1124,0.0536,0.52,0.0347,0.3372,0.0412,0.8984
550800,532800,529200,0.8523,0.0854,0.0324,0.4629,0.0309,0.304,0.0396,0.8065
552600,534600,531000,0.6406,0.062,0.0225,0.376,0.026,0.2404,0.0344,0.6508
554400,536400,532800,0.1227,0.0421,0.0414,0.17,0.0117,0.1067,0.0372,0.3139
556200,538200,534600,0.0439,0.0264,0.0355,0.1238,0.0083,0.0838,0.0207,0.2283
558000,540000,536400,0.0739,0.0325,0.0396,0.171,0.0102,0.1163,0.0229,0.3102
559800,541800,538200,0.1727,0.03,0.0357,0.2189,0.0144,0.1402,0.0341,0.3932
561600,543600,540000,0.2483,0.0296,0.034,0.1699,0.0139,0.129,0.0234,0.3223
563400,545400,541800,0.5167,0.0374,0.0547,0.1448,0.0113,0.1164,0.025,0.2862
565200,547200,543600,1.3117,0.0511,0.0823,0.1852,0.0135,0.1333,0.028,0.3465
567000,549000,545400,4.0371,0.0758,0.1399,0.3019,0.0211,0.2139,0.071,0.5868
568800,550800,547200,2.5618,0.118,0.252,0.2771,0.02,0.1995,0.0438,0.5204
570600,552600,549000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
572400,554400,550800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
574200,556200,552600,1.6125,0.3708,0.9938,0.1688,0.0128,0.1007,0.0261,0.2956
576000,558000,554400,2.1009,0.4151,1.0029,0.1799,0.0121,0.1071,0.0375,0.3245
577800,559800,556200,2.6726,0.4442,1.0072,0.2113,0.0134,0.1252,0.0432,0.3797
579600,561600,558000,3.272,0.4757,1.102,0.1944,0.0137,0.1267,0.0453,0.3664
581400,563400,559800,4.7917,0.443,1.1491,0.3227,0.019,0.1948,0.0804,0.5979
583200,565200,561600,2.8033,0.5569,1.6126,0.1356,0.0101,0.1019,0.0273,0.2648
585000,567000,563400,5.3966,0.552,1.6765,0.3039,0.0188,0.1886,0.0736,0.5661
586800,568800,565200,3.8723,0.5778,1.9689,0.1474,0.012,0.118,0.0432,0.3086
588600,570600,567000,6.6546,0.5396,1.7982,0.3009,0.0218,0.2102,0.0882,0.5993
590400,572400,568800,5.9344,0.7012,2.5674,0.2254,0.0179,0.1785,0.0697,0.4736
592200,574200,570600,5.7582,0.665,2.3387,0.164,0.0147,0.1419,0.0602,0.3661
594000,576000,572400,4.9808,0.5831,1.6385,0.2005,0.0143,0.1491,0.0679,0.4175
595800,577800,574200,4.6413,0.5176,1.2471,0.1817,0.0128,0.1311,0.0595,0.3723
597600,579600,576000,4.7231,0.5731,1.4243,0.14,0.013,0.1266,0.0591,0.3257
599400,581400,577800,3.6241,0.6671,1.5462,0.1761,0.0143,0.1216,0.0537,0.3514
601200,583200,579600,7.6438,0.6847,1.7586,0.2774,0.0224,0.2117,0.0956,0.5847
603000,585000,581400,2.9777,0.7135,1.8348,0.1093,0.0114,0.0932,0.0241,0.2266
604800,586800,583200,3.912,0.7004,1.7557,0.2093,0.0165,0.1586,0.0313,0.3992
606600,588600,585000,3.7176,0.7429,2.1347,0.2126,0.0186,0.164,0.0245,0.4011
