xGC_Date_Time_UTC, xGC_Date_Time_CDT, xGC_Date_Time_CST, ppb64_Isoprene, ppb105_MACR_m70, ppb120_MVK, ppb233_Pinene_alpha, ppb241_BZ_1ET_34_MT, ppb243_Pinene_beta, ppb258_Limonene,MT
2271600,2253600,2250000,2.1579,0.7408,0.9744,0.3673,0.0491,0.4098,0.0345,0.8116
2273400,2255400,2251800,2.0923,0.6669,0.8892,0.5445,0.0606,0.6156,0.0444,1.2045
2275200,2257200,2253600,1.9142,0.7615,1.083,0.4134,0.05,0.4695,0.0313,0.9142
2277000,2259000,2255400,1.7269,0.7091,1.063,0.4998,0.0549,0.5418,0.0391,1.0807
2278800,2260800,2257200,1.4948,0.7166,1.071,0.3685,0.0464,0.4267,0.0229,0.8181
2280600,2262600,2259000,1.3907,0.6097,0.9123,0.4624,0.0534,0.5248,0.0351,1.0223
2282400,2264400,2260800,1.2291,0.4921,0.6917,0.4174,0.0494,0.4377,0.0415,0.8966
2284200,2266200,2262600,0.9682,0.5455,0.753,0.3464,0.0426,0.3642,0.0309,0.7415
2286000,2268000,2264400,0.848,0.5142,0.6171,0.4578,0.0503,0.4678,0.0358,0.9614
2287800,2269800,2266200,1.0233,0.3691,0.4047,0.5148,0.0557,0.4764,0.0573,1.0485
2289600,2271600,2268000,1.4587,0.4065,0.5522,0.5499,0.0581,0.5318,0.0631,1.1448
2291400,2273400,2269800,2.6234,0.3725,0.5452,0.5548,0.0534,0.4745,0.09,1.1193
2293200,2275200,2271600,2.6218,0.5035,0.8584,0.2698,0.0334,0.2467,0.0531,0.5696
2295000,2277000,2273400,4.3948,0.5845,1.1341,0.242,0.03,0.2394,0.0686,0.55
2296800,2278800,2275200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2298600,2280600,2277000,4.4131,0.6487,1.3405,0.1352,0.021,0.1506,0.0361,0.3219
2300400,2282400,2278800,6.1593,0.7167,1.7481,0.1586,0.0192,0.1771,0.0626,0.3983
2302200,2284200,2280600,6.4975,0.6192,1.2485,0.1406,0.0158,0.1533,0.0533,0.3472
2304000,2286000,2282400,4.2635,0.5452,0.9923,0.1046,0.0129,0.1174,0.0505,0.2725
2305800,2287800,2284200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2307600,2289600,2286000,5.6543,0.5668,1.3507,0.1122,0.0127,0.1366,0.0545,0.3033
2309400,2291400,2287800,5.633,0.5205,1.3471,0.1561,0.0171,0.1747,0.0696,0.4004
2311200,2293200,2289600,4.1376,0.5714,1.4774,0.099,0.0118,0.1179,0.0485,0.2654
2313000,2295000,2291400,4.5984,0.498,1.4239,0.1005,0.014,0.1335,0.0518,0.2858
2314800,2296800,2293200,5.7417,0.5356,1.6011,0.102,0.0108,0.1086,0.0375,0.2481
2316600,2298600,2295000,5.6173,0.5638,1.6725,0.1438,0.0127,0.118,0.0569,0.3187
2318400,2300400,2296800,6.0156,0.5848,1.7678,0.1547,0.0156,0.1472,0.0686,0.3705
2320200,2302200,2298600,5.7342,0.6938,2.0603,0.1579,0.0164,0.1502,0.0582,0.3663
2322000,2304000,2300400,5.9751,0.6357,1.8973,0.1592,0.0157,0.1535,0.0627,0.3754
2323800,2305800,2302200,4.6303,0.6473,2.0091,0.1287,0.0151,0.1403,0.0506,0.3196
2325600,2307600,2304000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2327400,2309400,2305800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2329200,2311200,2307600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2331000,2313000,2309400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2332800,2314800,2311200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2334600,2316600,2313000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2336400,2318400,2314800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2338200,2320200,2316600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2340000,2322000,2318400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2341800,2323800,2320200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2343600,2325600,2322000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2345400,2327400,2323800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2347200,2329200,2325600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2349000,2331000,2327400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2350800,2332800,2329200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2352600,2334600,2331000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2354400,2336400,2332800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2356200,2338200,2334600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2358000,2340000,2336400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2359800,2341800,2338200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2361600,2343600,2340000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2363400,2345400,2341800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2365200,2347200,2343600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2367000,2349000,2345400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2368800,2350800,2347200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2370600,2352600,2349000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2372400,2354400,2350800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2374200,2356200,2352600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2376000,2358000,2354400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2377800,2359800,2356200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2379600,2361600,2358000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2381400,2363400,2359800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2383200,2365200,2361600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2385000,2367000,2363400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2386800,2368800,2365200,3.0023,0.4651,0.9566,0.1915,0.0247,0.1663,0.0543,0.4121
2388600,2370600,2367000,2.1092,0.4118,0.6628,0.1307,0.0144,0.1082,0.0339,0.2728
2390400,2372400,2368800,3.7578,0.4102,0.6025,0.132,0.0142,0.1228,0.0507,0.3055
2392200,2374200,2370600,3.5038,0.4628,0.6454,0.1288,0.0138,0.1143,0.0407,0.2838
2394000,2376000,2372400,4.1889,0.4764,0.6763,0.0949,0.0109,0.1016,0.0314,0.2279
2395800,2377800,2374200,5.5524,0.4705,0.6563,0.1254,0.0142,0.1371,0.047,0.3095
2397600,2379600,2376000,5.2727,0.4458,0.6106,0.1102,0.0108,0.1089,0.0359,0.255
2399400,2381400,2377800,5.0866,0.4173,0.5765,0.1231,0.0128,0.1228,0.0479,0.2938
2401200,2383200,2379600,6.7541,0.4079,0.5693,0.128,0.0146,0.1413,0.0588,0.3281
2403000,2385000,2381400,5.3014,0.3956,0.5782,0.1015,0.0107,0.1183,0.0464,0.2662
2404800,2386800,2383200,7.4048,0.4039,0.6312,0.1352,0.0136,0.1518,0.0603,0.3473
2406600,2388600,2385000,4.7864,0.3788,0.6522,0.0849,0.0088,0.0916,0.0237,0.2002
2408400,2390400,2386800,5.0235,0.4106,0.7671,0.1161,0.0118,0.1249,0.0585,0.2995
2410200,2392200,2388600,6.7706,0.497,0.9786,0.1888,0.0162,0.1765,0.0597,0.425
2412000,2394000,2390400,5.7552,0.5012,0.9699,0.1376,0.0134,0.1462,0.0494,0.3332
2413800,2395800,2392200,5.5725,0.5808,1.1731,0.1429,0.0135,0.1496,0.0472,0.3397
2415600,2397600,2394000,5.8804,0.6732,1.1962,0.1338,0.0165,0.1742,0.0586,0.3666
2417400,2399400,2395800,6.9204,0.7308,1.1847,0.1718,0.0211,0.2237,0.077,0.4725
2419200,2401200,2397600,5.8323,0.7628,1.1667,0.1775,0.0191,0.1995,0.044,0.421
2421000,2403000,2399400,6.886,0.9014,1.2558,0.1866,0.0233,0.2379,0.0559,0.4804
2422800,2404800,2401200,7.1813,0.9321,1.1724,0.2448,0.0301,0.3,0.0529,0.5977
2424600,2406600,2403000,6.3222,0.6621,0.7033,0.4742,0.0408,0.4067,0.0943,0.9752
2426400,2408400,2404800,5.3436,0.567,0.5271,0.3558,0.0325,0.3177,0.0806,0.7541
2428200,2410200,2406600,3.1373,0.4105,0.3812,0.2395,0.0215,0.2144,0.0459,0.4998
2430000,2412000,2408400,2.9705,0.3738,0.2853,0.2535,0.0244,0.2369,0.0475,0.5379
2431800,2413800,2410200,2.8008,0.3672,0.259,0.2379,0.0247,0.2224,0.0449,0.5052
2433600,2415600,2412000,2.8516,0.3916,0.2656,0.2153,0.0244,0.2251,0.0297,0.4701
2435400,2417400,2413800,3.2102,0.3846,0.2423,0.2098,0.0251,0.2223,0.0272,0.4593
2437200,2419200,2415600,2.9887,0.3472,0.2102,0.2884,0.0305,0.2773,0.0446,0.6103
2439000,2421000,2417400,2.7751,0.3901,0.2841,0.3796,0.0361,0.3506,0.0611,0.7913
2440800,2422800,2419200,2.6189,0.3463,0.2565,0.4418,0.0372,0.3808,0.0695,0.8921
2442600,2424600,2421000,2.2768,0.2715,0.1667,0.468,0.0388,0.3843,0.0755,0.9278
2444400,2426400,2422800,2.3443,0.2579,0.1375,0.4066,0.0349,0.3478,0.0579,0.8123
2446200,2428200,2424600,2.1501,0.2223,0.0962,0.4034,0.0349,0.3423,0.0564,0.8021
2448000,2430000,2426400,2.0482,0.2067,0.0813,0.3961,0.0368,0.3293,0.0546,0.78
2449800,2431800,2428200,1.9671,0.186,0.0683,0.4037,0.0354,0.3404,0.0565,0.8006
2451600,2433600,2430000,1.9123,0.182,0.0662,0.4494,0.0385,0.3795,0.0606,0.8895
2453400,2435400,2431800,1.8301,0.1717,0.0683,0.4475,0.0372,0.3752,0.0597,0.8824
2455200,2437200,2433600,1.697,0.182,0.0883,0.5059,0.041,0.4095,0.0706,0.986
2457000,2439000,2435400,1.5814,0.1944,0.1167,0.4758,0.0384,0.3853,0.063,0.9241
2458800,2440800,2437200,1.5351,0.1675,0.0875,0.5313,0.0405,0.4097,0.0786,1.0196
2460600,2442600,2439000,1.3857,0.1202,0.0539,0.5788,0.0422,0.4327,0.0877,1.0992
2462400,2444400,2440800,1.7865,0.107,0.0541,0.597,0.0445,0.4295,0.1039,1.1304
2464200,2446200,2442600,2.1693,0.1097,0.0477,0.6159,0.0441,0.4483,0.1079,1.1721
2466000,2448000,2444400,2.3018,0.1343,0.0711,0.5329,0.0379,0.3806,0.0886,1.0021
2467800,2449800,2446200,2.4926,0.1271,0.0726,0.3276,0.0264,0.2496,0.0505,0.6277
2469600,2451600,2448000,2.8927,0.1653,0.1,0.2603,0.0219,0.2031,0.053,0.5164
2471400,2453400,2449800,2.2162,0.166,0.1307,0.2266,0.0201,0.1767,0.0392,0.4425
2473200,2455200,2451600,1.975,0.1168,0.0969,0.3491,0.0262,0.2378,0.048,0.6349
2475000,2457000,2453400,2.2366,0.129,0.115,0.3167,0.0238,0.214,0.043,0.5737
2476800,2458800,2455200,3.6499,0.1183,0.0911,0.3737,0.0285,0.2774,0.0837,0.7348
2478600,2460600,2457000,3.5436,0.0983,0.0928,0.2953,0.0193,0.2024,0.0549,0.5526
2480400,2462400,2458800,3.968,0.1312,0.1145,0.2702,0.0207,0.1948,0.0639,0.5289
2482200,2464200,2460600,3.6506,0.1234,0.1068,0.2018,0.015,0.15,0.0465,0.3983
2484000,2466000,2462400,3.5355,0.1924,0.1517,0.1877,0.0167,0.1668,0.0624,0.4169
2485800,2467800,2464200,5.2561,0.2606,0.2081,0.1659,0.0153,0.1528,0.0684,0.3871
2487600,2469600,2466000,4.8607,0.2615,0.2355,0.1405,0.0128,0.1332,0.0533,0.327
2489400,2471400,2467800,6.3106,0.3243,0.2794,0.1599,0.0174,0.1777,0.0719,0.4095
2491200,2473200,2469600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2493000,2475000,2471400,7.1342,0.3644,0.4464,0.2019,0.0299,0.2228,0.0895,0.5142
2494800,2476800,2473200,6.6909,0.5673,1.424,0.1748,0.019,0.1768,0.0623,0.4139
2496600,2478600,2475000,6.5152,0.5244,1.0625,0.1995,0.0187,0.1814,0.0549,0.4358
2498400,2480400,2476800,4.9896,0.3878,0.6989,0.1595,0.0146,0.1431,0.0423,0.3449
2500200,2482200,2478600,8.2371,0.4716,0.6941,0.2346,0.0213,0.2077,0.0834,0.5257
2502000,2484000,2480400,6.5976,0.4402,0.606,0.1901,0.0204,0.1961,0.0821,0.4683
2503800,2485800,2482200,4.9853,0.3073,0.3728,0.152,0.0153,0.135,0.0561,0.3431
2505600,2487600,2484000,4.7799,0.2719,0.2884,0.177,0.0175,0.1672,0.0634,0.4076
2507400,2489400,2485800,3.9564,0.2905,0.2663,0.2286,0.0187,0.1922,0.0586,0.4794
2509200,2491200,2487600,3.8065,0.3649,0.2748,0.1829,0.0173,0.1814,0.0488,0.4131
2511000,2493000,2489400,3.7018,0.3669,0.2474,0.2166,0.021,0.209,0.043,0.4686
2512800,2494800,2491200,3.2452,0.3458,0.2149,0.2401,0.0231,0.2357,0.0456,0.5214
2514600,2496600,2493000,3.208,0.3244,0.1809,0.2566,0.0245,0.2387,0.0436,0.5389
2516400,2498400,2494800,3.0457,0.2924,0.1403,0.3353,0.0286,0.2873,0.0565,0.6791
2518200,2500200,2496600,3.1202,0.2629,0.1046,0.4085,0.0307,0.3232,0.0629,0.7946
2520000,2502000,2498400,3.3098,0.2766,0.1048,0.348,0.0296,0.2953,0.0503,0.6936
2521800,2503800,2500200,3.1179,0.2273,0.0736,0.4056,0.0329,0.3332,0.0647,0.8035
2523600,2505600,2502000,3.0692,0.2428,0.0689,0.4014,0.0325,0.335,0.0695,0.8059
2525400,2507400,2503800,3.1256,0.2874,0.0767,0.4977,0.0391,0.3945,0.0884,0.9806
2527200,2509200,2505600,3.0313,0.2983,0.0699,0.6044,0.0452,0.4556,0.0909,1.1509
2529000,2511000,2507400,2.9531,0.298,0.0666,0.705,0.0507,0.527,0.0901,1.3221
2530800,2512800,2509200,2.6767,0.3298,0.0681,0.6287,0.0566,0.5017,0.0706,1.201
2532600,2514600,2511000,2.5896,0.3124,0.0587,0.5527,0.0556,0.4706,0.0655,1.0888
2534400,2516400,2512800,2.7081,0.2931,0.0426,0.6593,0.0605,0.5402,0.0678,1.2673
2536200,2518200,2514600,3.1949,0.3258,0.0585,0.5193,0.054,0.4705,0.0435,1.0333
2538000,2520000,2516400,3.2518,0.2946,0.048,0.4982,0.0505,0.4494,0.0464,0.994
2539800,2521800,2518200,3.1334,0.2917,0.0449,0.4862,0.0505,0.4229,0.0456,0.9547
2541600,2523600,2520000,3.0883,0.3071,0.0563,0.4564,0.0496,0.4142,0.0453,0.9159
2543400,2525400,2521800,3.085,0.3167,0.059,0.4198,0.0451,0.3777,0.0387,0.8362
2545200,2527200,2523600,2.9995,0.2742,0.0451,0.4892,0.0472,0.4117,0.0559,0.9568
2547000,2529000,2525400,3.1828,0.2351,0.0399,0.6148,0.054,0.4938,0.0997,1.2083
2548800,2530800,2527200,5.1049,0.1516,0.0228,0.8706,0.0646,0.629,0.1654,1.665
2550600,2532600,2529000,4.4651,0.3023,0.0621,0.5324,0.0472,0.4193,0.0847,1.0364
2552400,2534400,2530800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2554200,2536200,2532600,4.6222,0.5691,0.2406,0.6106,0.0469,0.4268,0.0881,1.1255
2556000,2538000,2534400,5.9858,0.6783,0.2944,0.5016,0.0399,0.3525,0.0807,0.9348
2557800,2539800,2536200,3.3557,0.5891,0.2684,0.2136,0.0174,0.1486,0.0417,0.4039
2559600,2541600,2538000,4.0597,0.5897,0.2775,0.1849,0.0166,0.132,0.057,0.3739
2561400,2543400,2539800,5.2289,0.4548,0.2297,0.1645,0.0152,0.1249,0.0606,0.35
2563200,2545200,2541600,4.0588,0.4098,0.2251,0.1237,0.0119,0.0953,0.0322,0.2512
2565000,2547000,2543400,4.1454,0.4198,0.245,0.1387,0.0108,0.1013,0.0376,0.2776
2566800,2548800,2545200,4.9614,0.5279,0.342,0.1396,0.0107,0.0961,0.0353,0.271
2568600,2550600,2547000,5.8764,0.5819,0.421,0.1403,0.0116,0.1178,0.052,0.3101
2570400,2552400,2548800,5.679,0.5092,0.4088,0.136,0.0142,0.1258,0.0552,0.317
2572200,2554200,2550600,6.3427,0.533,0.4568,0.1311,0.0118,0.119,0.0422,0.2923
2574000,2556000,2552400,6.8553,0.4543,0.418,0.1496,0.0136,0.1458,0.0619,0.3573
2575800,2557800,2554200,8.4139,0.4399,0.4246,0.1843,0.0162,0.1632,0.0671,0.4146
2577600,2559600,2556000,5.6148,0.3572,0.3605,0.1408,0.0121,0.1144,0.0474,0.3026
2579400,2561400,2557800,4.743,0.3648,0.3667,0.1181,0.0099,0.1029,0.042,0.263
2581200,2563200,2559600,5.5573,0.3231,0.3514,0.1553,0.0139,0.1353,0.0564,0.347
2583000,2565000,2561400,4.7049,0.3438,0.4118,0.1179,0.0094,0.1005,0.0318,0.2502
2584800,2566800,2563200,5.3416,0.284,0.3581,0.1355,0.0119,0.124,0.0485,0.308
2586600,2568600,2565000,5.7189,0.289,0.4569,0.1667,0.014,0.1547,0.0668,0.3882
2588400,2570400,2566800,7.0674,0.3514,0.5646,0.2012,0.0188,0.1869,0.0968,0.4849
2590200,2572200,2568600,7.2435,0.4005,0.6169,0.197,0.0175,0.191,0.079,0.467
2592000,2574000,2570400,6.9326,0.4207,0.6369,0.3734,0.0354,0.3397,0.1024,0.8155
2593800,2575800,2572200,5.7034,0.494,0.6655,0.4167,0.0361,0.3551,0.0784,0.8502
2595600,2577600,2574000,8.83,0.5404,0.6456,0.4937,0.045,0.4431,0.116,1.0528
2597400,2579400,2575800,8.7031,0.7055,0.6993,0.3136,0.0396,0.3643,0.0888,0.7667
2599200,2581200,2577600,6.0066,0.5351,0.5761,0.334,0.0349,0.3408,0.0714,0.7462
2601000,2583000,2579400,5.9874,0.5614,0.5407,0.3904,0.0407,0.3994,0.0738,0.8636
2602800,2584800,2581200,5.2149,0.5284,0.5059,0.3601,0.0378,0.3789,0.0678,0.8068
2604600,2586600,2583000,6.1536,0.5371,0.4745,0.4317,0.0449,0.4608,0.0783,0.9708
2606400,2588400,2584800,4.1146,0.4906,0.4342,0.3514,0.0366,0.3607,0.0648,0.7769
2608200,2590200,2586600,5.1968,0.5146,0.4125,0.6898,0.056,0.6161,0.1361,1.442
2610000,2592000,2588400,4.9057,0.5387,0.4043,0.6491,0.0526,0.5524,0.1126,1.3141
2611800,2593800,2590200,4.687,0.5117,0.353,0.6241,0.0514,0.5317,0.1014,1.2572
2613600,2595600,2592000,4.193,0.4876,0.3262,0.534,0.047,0.4835,0.0837,1.1012
2615400,2597400,2593800,4.1769,0.476,0.2899,0.4879,0.0447,0.4565,0.0748,1.0192
2617200,2599200,2595600,4.1611,0.4323,0.2205,0.578,0.05,0.5118,0.0793,1.1691
2619000,2601000,2597400,3.3966,0.4014,0.1913,0.5057,0.0473,0.4758,0.0658,1.0473
2620800,2602800,2599200,2.7975,0.3387,0.157,0.5317,0.0466,0.462,0.0612,1.0549
2622600,2604600,2601000,2.5778,0.3297,0.138,0.4265,0.0413,0.4169,0.0537,0.8971
2624400,2606400,2602800,2.3366,0.3213,0.1222,0.5153,0.0432,0.4467,0.0593,1.0213
2626200,2608200,2604600,2.0971,0.3119,0.1286,0.4713,0.0444,0.4387,0.0531,0.9631
2628000,2610000,2606400,1.8707,0.2804,0.1072,0.5044,0.0467,0.4648,0.0571,1.0263
2629800,2611800,2608200,2.0791,0.2518,0.0876,0.597,0.0475,0.4957,0.065,1.1577
2631600,2613600,2610000,1.7171,0.2314,0.0745,0.5472,0.0489,0.4786,0.0633,1.0891
2633400,2615400,2611800,2.1582,0.2046,0.0619,0.4549,0.0435,0.4317,0.0712,0.9578
2635200,2617200,2613600,2.784,0.1815,0.0602,0.5989,0.0464,0.4658,0.0802,1.1449
2637000,2619000,2615400,2.7903,0.2092,0.0685,0.5518,0.0462,0.4367,0.0769,1.0654
2638800,2620800,2617200,2.9143,0.2343,0.0982,0.4905,0.0399,0.377,0.0755,0.943
2640600,2622600,2619000,2.8399,0.2592,0.1167,0.3838,0.0284,0.2853,0.0581,0.7272
2642400,2624400,2620800,3.2357,0.2969,0.1611,0.2438,0.0187,0.1781,0.0497,0.4716
2644200,2626200,2622600,4.1259,0.3474,0.1976,0.2201,0.0167,0.1547,0.0507,0.4255
2646000,2628000,2624400,4.5464,0.3864,0.2413,0.1668,0.0163,0.1322,0.0484,0.3474
2647800,2629800,2626200,5.1736,0.4327,0.2987,0.1873,0.0164,0.1547,0.0769,0.4189
2649600,2631600,2628000,4.8172,0.4233,0.312,0.19,0.015,0.1518,0.0711,0.4129
2651400,2633400,2629800,5.0767,0.4422,0.3383,0.1508,0.0138,0.1259,0.0492,0.3259
2653200,2635200,2631600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2655000,2637000,2633400,3.9428,0.4589,0.398,0.1063,0.0182,0.0836,0.0274,0.2173
2656800,2638800,2635200,5.7955,0.4656,0.3994,0.15,0.0152,0.1286,0.0583,0.3369
2658600,2640600,2637000,7.1221,0.4979,0.4611,0.1618,0.0159,0.1447,0.0778,0.3843
2660400,2642400,2638800,5.5242,0.5219,0.5002,0.1375,0.0133,0.118,0.0401,0.2956
2662200,2644200,2640600,4.5418,0.4521,0.4518,0.098,0.0094,0.0859,0.0345,0.2184
2664000,2646000,2642400,6.1517,0.4485,0.4455,0.1255,0.0127,0.1116,0.0489,0.286
2665800,2647800,2644200,6.3552,0.5299,0.5011,0.1434,0.0142,0.1313,0.0571,0.3318
2667600,2649600,2646000,6.4093,0.4676,0.4624,0.1507,0.0143,0.1356,0.0536,0.3399
2669400,2651400,2647800,5.4984,0.4583,0.461,0.1818,0.0144,0.1523,0.0641,0.3982
2671200,2653200,2649600,7.8869,0.498,0.4761,0.2185,0.0211,0.2114,0.0819,0.5118
2673000,2655000,2651400,6.9182,0.5416,0.5027,0.2108,0.0186,0.1896,0.0736,0.474
2674800,2656800,2653200,5.7025,0.6654,0.5839,0.1746,0.0155,0.1641,0.074,0.4127
2676600,2658600,2655000,5.9574,0.7204,0.6149,0.2277,0.0204,0.2055,0.0706,0.5038
2678400,2660400,2656800,5.7395,0.7559,0.6342,0.2617,0.0238,0.2381,0.0677,0.5675
2680200,2662200,2658600,4.802,0.8372,0.6466,0.2891,0.0264,0.2678,0.0576,0.6145
2682000,2664000,2660400,4.4261,0.8243,0.6281,0.3299,0.0302,0.3217,0.0514,0.703
2683800,2665800,2662200,4.6495,0.8782,0.6322,0.2625,0.0289,0.2801,0.0362,0.5788
2685600,2667600,2664000,5.0513,0.8619,0.5929,0.3284,0.0338,0.3384,0.0476,0.7144
2687400,2669400,2665800,6.0683,0.7032,0.4542,0.5533,0.0497,0.5337,0.0905,1.1775
2689200,2671200,2667600,6.1787,0.6559,0.3756,0.5969,0.057,0.6315,0.1062,1.3346
2691000,2673000,2669400,5.6198,0.6112,0.3427,0.7089,0.0617,0.6602,0.1208,1.4899
2692800,2674800,2671200,4.9885,0.5901,0.321,0.5941,0.0499,0.5167,0.1001,1.2109
2694600,2676600,2673000,4.7053,0.5548,0.2726,0.6475,0.055,0.5929,0.1115,1.3519
2696400,2678400,2674800,4.8959,0.5214,0.2515,0.702,0.0513,0.5455,0.1007,1.3482
2698200,2680200,2676600,4.5563,0.5794,0.2725,0.561,0.0482,0.4995,0.0859,1.1464
2700000,2682000,2678400,4.1085,0.5422,0.2353,0.4929,0.045,0.4505,0.0656,1.009
2701800,2683800,2680200,3.8522,0.4766,0.1844,0.5094,0.0458,0.4532,0.065,1.0276
2703600,2685600,2682000,3.2308,0.3758,0.1313,0.4381,0.0408,0.4095,0.06,0.9076
2705400,2687400,2683800,2.577,0.3056,0.0951,0.4521,0.0404,0.3873,0.0542,0.8936
2707200,2689200,2685600,2.0042,0.2451,0.072,0.381,0.0379,0.3427,0.0445,0.7682
2709000,2691000,2687400,1.6482,0.2033,0.0529,0.36,0.0354,0.3329,0.0422,0.7351
2710800,2692800,2689200,1.2914,0.1588,0.0398,0.3605,0.035,0.3343,0.0422,0.737
2712600,2694600,2691000,1.0451,0.1293,0.0314,0.3481,0.0356,0.3306,0.0402,0.7189
2714400,2696400,2692800,0.8745,0.1169,0.0286,0.3376,0.0335,0.3235,0.0388,0.6999
2716200,2698200,2694600,0.7713,0.111,0.0259,0.3364,0.0336,0.3146,0.0347,0.6857
2718000,2700000,2696400,0.6629,0.0996,0.0246,0.3136,0.0333,0.3024,0.0328,0.6488
2719800,2701800,2698200,0.6763,0.0947,0.0268,0.3194,0.0349,0.3036,0.0382,0.6612
2721600,2703600,2700000,0.8378,0.0878,0.0234,0.3844,0.0384,0.3315,0.051,0.7669
2723400,2705400,2701800,1.0397,0.0963,0.0312,0.3312,0.0339,0.294,0.0488,0.674
2725200,2707200,2703600,1.9618,0.1228,0.0431,0.3312,0.0343,0.2843,0.056,0.6715
2727000,2709000,2705400,2.6769,0.1855,0.0689,0.3196,0.0322,0.2806,0.0806,0.6808
2728800,2710800,2707200,3.1694,0.2281,0.0799,0.3362,0.0304,0.2674,0.0706,0.6742
2730600,2712600,2709000,3.429,0.2492,0.0936,0.2986,0.0273,0.2419,0.0731,0.6136
2732400,2714400,2710800,5.545,0.307,0.1211,0.2853,0.0281,0.2474,0.1016,0.6343
2734200,2716200,2712600,5.6055,0.257,0.1217,0.216,0.0217,0.1939,0.0947,0.5046
2736000,2718000,2714400,5.8836,0.2801,0.1297,0.1952,0.0199,0.1759,0.0822,0.4533
2737800,2719800,2716200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-29997
2739600,2721600,2718000,6.3483,0.4358,0.2385,0.2253,0.0277,0.1943,0.0802,0.4998
2741400,2723400,2719800,7.9319,0.4677,0.2819,0.2291,0.0279,0.2378,0.112,0.5789
2743200,2725200,2721600,7.3461,1.0113,3.3306,0.2588,0.0247,0.2306,0.102,0.5914
2745000,2727000,2723400,7.0107,1.0055,2.6105,0.2367,0.0223,0.2142,0.1001,0.551
2746800,2728800,2725200,8.0163,0.9634,1.9174,0.2231,0.0208,0.1985,0.0775,0.4991
2748600,2730600,2727000,7.3107,0.9726,1.4665,0.2545,0.024,0.2302,0.0903,0.575
2750400,2732400,2728800,8.2812,0.9496,1.0899,0.2904,0.0272,0.2651,0.1123,0.6678
2752200,2734200,2730600,8.9077,0.8191,0.7168,0.2413,0.0248,0.2389,0.116,0.5962
2754000,2736000,2732400,7.9936,0.8255,0.5766,0.2556,0.0245,0.2321,0.0955,0.5832
2755800,2737800,2734200,7.7584,0.7811,0.4349,0.2813,0.0246,0.2468,0.0906,0.6187
2757600,2739600,2736000,6.9375,0.6523,0.2402,0.2316,0.022,0.2168,0.0895,0.5379
2759400,2741400,2737800,5.9267,0.6227,0.2273,0.2041,0.0208,0.1892,0.0733,0.4666
2761200,2743200,2739600,6.7667,0.5928,0.1762,0.2712,0.0245,0.253,0.1072,0.6314
2763000,2745000,2741400,7.592,0.5969,0.1468,0.3134,0.0311,0.3017,0.1121,0.7272
2764800,2746800,2743200,7.2229,0.5505,0.1264,0.3525,0.0332,0.3419,0.1053,0.7997
2766600,2748600,2745000,7.4559,0.5483,0.1028,0.4225,0.0423,0.4108,0.1065,0.9398
