AOCTimewave, AmbTemp, DewPtTemp, DewPtTempTDL, H2Omr, PotTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd
60095,4.021,-5.977,-23.831,3.87,315.78,47.78,633.32,-0.18,354.77,14.73
60096,3.93,-5.999,-23.83,3.87,315.76,48.01,632.77,-0.23,354.5,14.68
60097,3.914,-5.998,-23.829,3.87,315.81,48.07,632.27,-0.26,353.9,14.63
60098,3.854,-6.021,-23.828,3.87,315.81,48.19,631.79,-0.21,353.28,14.7
60099,3.856,-6.025,-23.829,3.87,315.88,48.17,631.34,-0.27,353.37,14.76
60100,3.748,-6.056,-23.83,3.86,315.84,48.42,630.79,-0.25,353.23,14.68
60101,3.756,-6.057,-23.83,3.86,315.91,48.39,630.35,-0.21,352.82,14.76
60102,3.701,-6.06,-23.831,3.87,315.91,48.57,629.92,-0.3,352.84,14.8
60103,3.633,-6.059,-23.831,3.87,315.89,48.81,629.49,-0.28,352.42,14.76
60104,3.628,-6.082,-23.83,3.86,315.93,48.74,629.14,-0.2,352.38,14.89
60105,3.554,-6.08,-23.829,3.87,315.91,49.01,628.69,-0.19,352.47,14.92
60106,3.486,-6.074,-23.829,3.87,315.91,49.27,628.18,2.75,352.49,14.61
60107,3.417,-6.075,-23.828,3.87,315.88,49.51,627.85,5.83,352.6,14.54
60108,3.394,-6.102,-23.828,3.87,315.9,49.48,627.51,5.83,352.81,14.76
60109,3.397,-6.105,-23.829,3.87,315.95,49.46,627.2,5.14,352.38,15.01
60110,3.363,-6.103,-23.829,3.87,315.98,49.59,626.71,4.73,351.65,15.14
60111,3.332,-6.103,-23.829,3.88,316.01,49.7,626.23,4.41,351.79,15.22
60112,3.299,-6.107,-23.83,3.88,316.05,49.8,625.69,3.98,352.03,15.12
60113,3.189,-6.111,-23.831,3.88,316.01,50.18,625.1,3.38,352.28,15.04
60114,3.162,-6.11,-23.83,3.88,316.05,50.28,624.63,2.92,352.02,14.99
60115,3.113,-6.109,-23.83,3.89,316.05,50.46,624.25,2.65,351.89,15.1
60116,3.034,-6.132,-23.83,3.88,316.02,50.66,623.83,2.29,351.83,15.12
60117,3.021,-6.131,-23.831,3.88,316.06,50.71,623.44,2,352,15.12
60118,2.969,-6.133,-23.831,3.89,316.05,50.89,623.08,1.82,352.08,15.28
60119,2.917,-6.166,-23.831,3.88,316.07,50.95,622.59,1.59,352.08,15.28
60120,2.904,-6.169,-23.832,3.88,316.11,50.99,622.21,1.21,351.99,15.43
60121,2.854,-6.198,-23.834,3.87,316.11,51.05,621.76,0.88,351.72,15.6
60122,2.824,-6.2,-23.833,3.88,316.14,51.16,621.38,0.78,351.28,15.83
60123,2.817,-6.199,-23.832,3.88,316.18,51.19,621.01,0.72,351.04,15.86
60124,2.719,-6.204,-23.834,3.88,316.13,51.53,620.61,0.66,351.24,15.85
60125,2.696,-6.229,-23.834,3.87,316.14,51.51,620.33,0.6,351.31,15.82
60126,2.621,-6.236,-23.834,3.87,316.1,51.77,619.99,0.47,351.35,15.83
60127,2.61,-6.255,-23.834,3.87,316.12,51.73,619.76,0.44,351.46,15.95
60128,2.605,-6.254,-23.834,3.87,316.15,51.75,619.58,0.4,351.57,16.14
60129,2.552,-6.279,-23.833,3.87,316.12,51.85,619.32,0.3,351.58,16.2
60130,2.558,-6.281,-23.833,3.87,316.18,51.82,618.98,0.28,351.66,16.15
60131,2.453,-6.277,-23.834,3.87,316.12,52.23,618.54,0.19,351.6,15.92
60132,2.456,-6.306,-23.833,3.86,316.16,52.1,618.29,0.14,351.28,15.95
60133,2.42,-6.3,-23.831,3.87,316.13,52.26,618.24,0.19,351.13,16.11
60134,2.422,-6.319,-23.829,3.86,316.15,52.18,618.09,0.19,351.24,15.98
60135,2.362,-6.317,-23.828,3.86,316.12,52.41,617.82,0.11,351.54,15.9
60136,2.301,-6.348,-23.828,3.86,316.09,52.52,617.56,0.01,351.7,15.75
60137,2.306,-6.351,-23.83,3.86,316.11,52.48,617.46,-0.09,351.78,15.64
60138,2.25,-6.358,-23.831,3.85,316.06,52.67,617.4,-0.16,351.9,15.78
60139,2.292,-6.353,-23.83,3.86,316.15,52.53,617.1,-0.3,351.75,15.89
60140,2.234,-6.382,-23.83,3.85,316.11,52.63,616.91,-0.37,351.75,15.96
60141,2.244,-6.383,-23.829,3.85,316.17,52.59,616.61,-0.37,351.74,15.93
60142,2.179,-6.383,-23.831,3.86,316.16,52.84,616.15,-0.35,351.75,15.89
60143,2.185,-6.383,-23.831,3.86,316.22,52.81,615.8,-0.32,351.68,15.93
60144,2.146,-6.386,-23.831,3.86,316.23,52.95,615.37,-0.32,351.77,16.11
60145,2.06,-6.409,-23.831,3.85,316.2,53.19,614.95,-0.3,351.67,16.09
60146,2.078,-6.408,-23.831,3.86,316.28,53.12,614.55,-0.28,351.66,16.19
60147,2.006,-6.434,-23.831,3.85,316.23,53.29,614.29,-0.33,351.78,16.32
60148,2.053,-6.434,-23.832,3.85,316.33,53.11,614.01,-0.44,351.8,16.54
60149,2.005,-6.466,-23.832,3.85,316.33,53.16,613.62,-0.45,351.92,16.72
60150,2.043,-6.498,-23.833,3.84,316.43,52.88,613.22,-0.49,352.16,16.92
60151,2.057,-6.553,-23.832,3.83,316.5,52.61,612.84,-0.56,352.24,17.15
60152,2.065,-6.608,-23.833,3.81,316.57,52.35,612.48,-0.57,352.51,17.23
60153,2.086,-6.74,-23.832,3.77,316.64,51.74,612.15,-0.46,352.65,17.15
60154,2.062,-6.877,-23.831,3.74,316.66,51.29,611.85,-0.39,352.78,17.08
60155,2.098,-7.04,-23.831,3.69,316.74,50.52,611.6,-0.31,352.97,17.1
60156,2.096,-7.236,-23.833,3.64,316.77,49.76,611.37,-0.23,353.09,17.2
60157,2.081,-7.452,-23.832,3.58,316.8,48.99,611.07,-0.21,353.2,17.18
60158,2.087,-7.694,-23.831,3.51,316.86,48.05,610.71,-0.24,353.23,17.17
60159,2.04,-7.943,-23.831,3.45,316.86,47.29,610.3,-0.33,353.39,17.2
60160,2.052,-8.187,-23.831,3.39,316.93,46.35,609.96,-0.4,353.48,17.16
60161,1.988,-8.46,-23.832,3.32,316.91,45.59,609.58,-0.45,353.44,17.13
60162,1.998,-8.737,-23.833,3.25,316.99,44.57,609.16,-0.43,353.5,17.1
60163,1.921,-9.012,-23.833,3.18,316.97,43.86,608.68,-0.48,353.56,16.94
60164,1.934,-9.285,-23.834,3.11,317.02,42.89,608.45,-0.43,353.58,16.86
60165,1.877,-9.583,-23.833,3.04,317,42.06,608.18,-0.4,353.86,16.78
60166,1.905,-9.855,-23.832,2.98,317.07,41.09,607.88,-0.39,353.95,16.87
60167,1.871,-10.15,-23.832,2.91,317.1,40.23,607.47,-0.4,353.89,16.95
60168,1.841,-10.42,-23.833,2.85,317.12,39.47,607.1,-0.38,353.9,17.04
60169,1.835,-10.663,-23.833,2.8,317.18,38.72,606.66,-0.4,353.91,17.06
60170,1.752,-10.906,-23.833,2.75,317.16,38.21,606.1,-0.47,353.85,17.04
60171,1.742,-11.097,-23.832,2.71,317.23,37.66,605.58,-0.42,353.98,16.99
60172,1.736,-11.29,-23.83,2.67,317.29,37.1,605.17,-0.32,354.33,16.91
60173,1.762,-11.508,-23.831,2.62,317.36,36.38,604.86,-0.14,354.96,17
60174,1.875,-11.694,-23.831,2.59,317.54,35.55,604.56,-0.02,355.42,17.13
60175,1.969,-11.909,-23.83,2.54,317.72,34.7,604.1,0.04,355.71,17.22
60176,1.987,-12.178,-23.829,2.49,317.81,33.92,603.64,0.2,355.59,17.23
60177,2.009,-12.472,-23.83,2.44,317.91,33.07,603.15,0.36,355.51,17.26
60178,1.97,-12.823,-23.831,2.37,317.94,32.23,602.6,0.52,355.39,17.15
60179,1.867,-13.2,-23.832,2.3,317.91,31.49,602.07,0.69,355.45,17.07
60180,1.807,-13.61,-23.831,2.23,317.9,30.59,601.64,0.76,355.28,16.98
60181,1.649,-14.069,-23.831,2.14,317.77,29.8,601.3,0.71,354.99,17
60182,1.509,-14.469,-23.83,2.08,317.66,29.13,600.99,0.63,354.77,17.03
60183,1.384,-14.741,-23.831,2.03,317.6,28.74,600.44,0.45,354.29,16.94
60184,1.214,-14.904,-23.831,2.01,317.47,28.71,599.96,0.33,354.32,16.88
60185,1.146,-14.982,-23.83,2,317.47,28.67,599.47,0.28,354.14,16.72
60186,1.039,-14.986,-23.83,2,317.39,28.88,599.15,0.21,354.21,16.81
60187,1.031,-15.04,-23.831,1.99,317.43,28.77,598.83,0.11,354.46,16.83
60188,1.008,-15.095,-23.832,1.98,317.47,28.68,598.42,0,354.81,16.78
60189,1.008,-15.178,-23.832,1.97,317.53,28.49,597.99,-0.04,355.09,16.7
60190,1.091,-15.21,-23.834,1.96,317.7,28.24,597.53,-0.16,355.69,16.76
60191,1.13,-15.294,-23.835,1.95,317.81,27.97,597.12,-0.25,355.57,16.89
60192,1.252,-15.377,-23.836,1.94,318,27.53,596.77,-0.24,355.48,16.99
60193,1.298,-15.432,-23.836,1.93,318.13,27.31,596.31,-0.22,355.59,16.94
60194,1.299,-15.458,-23.837,1.93,318.2,27.25,595.82,-0.26,355.78,16.96
60195,1.251,-15.51,-23.837,1.92,318.21,27.23,595.43,-0.32,355.98,17.03
60196,1.25,-15.507,-23.836,1.93,318.28,27.24,594.96,-0.35,356.33,17.02
60197,1.218,-15.56,-23.835,1.92,318.32,27.18,594.43,-0.57,357.02,17.03
60198,1.238,-15.614,-23.834,1.91,318.41,27.02,593.96,-0.54,358.23,17.07
60199,1.361,-15.663,-23.833,1.9,318.6,26.67,593.68,-0.49,359.37,17.22
60200,1.444,-15.765,-23.832,1.89,318.75,26.28,593.35,-0.64,359.47,17.15
60201,1.52,-15.977,-23.831,1.86,318.9,25.68,592.96,-0.63,359.73,16.73
60202,1.809,-16.27,-23.83,1.81,319.28,24.54,592.63,-0.67,1,16.39
60203,1.947,-16.564,-23.829,1.77,319.49,23.71,592.3,-0.55,1.55,16.17
60204,2.083,-16.862,-23.831,1.73,319.71,22.9,591.92,-0.37,1.62,15.92
60205,2.088,-17.156,-23.832,1.69,319.79,22.33,591.43,-0.19,2.02,15.63
60206,2.141,-17.504,-23.832,1.64,319.91,21.6,591.08,0.06,2.38,15.49
60207,2.097,-17.776,-23.832,1.6,319.89,21.18,590.91,0.19,2.53,15.43
60208,2.125,-18.041,-23.831,1.57,319.94,20.66,590.77,0.35,2.5,15.48
60209,2.062,-18.309,-23.832,1.53,319.91,20.29,590.49,0.44,2.53,15.55
60210,2.035,-18.545,-23.831,1.5,319.94,19.92,590.13,0.42,2.43,15.47
60211,2.008,-18.813,-23.831,1.47,319.93,19.51,589.98,0.53,2.37,15.66
60212,1.942,-19.026,-23.83,1.44,319.9,19.25,589.67,0.58,2.4,15.91
60213,1.823,-19.238,-23.831,1.42,319.8,19.07,589.44,0.61,2.48,16.05
60214,1.753,-19.507,-23.83,1.39,319.74,18.73,589.25,0.55,2.05,16.1
60215,1.626,-19.855,-23.83,1.35,319.63,18.34,589.03,0.64,0.77,16.29
60216,1.378,-20.311,-23.831,1.29,319.37,17.95,588.84,0.66,0.52,16.6
60217,1.124,-20.768,-23.831,1.24,319.13,17.58,588.53,0.54,0.57,16.56
60218,0.919,-21.194,-23.832,1.2,318.93,17.19,588.25,0.43,0.29,16.56
60219,0.801,-21.645,-23.832,1.15,318.84,16.67,587.99,0.21,0.06,16.48
60220,0.658,-22.071,-23.832,1.11,318.71,16.22,587.75,0.01,359.96,16.52
60221,0.603,-22.441,-23.83,1.08,318.68,15.77,587.51,-0.19,0.01,16.62
60222,0.546,-22.735,-23.83,1.05,318.64,15.43,587.35,-0.31,359.99,16.67
60223,0.547,-22.946,-23.831,1.03,318.67,15.14,587.13,-0.65,359.92,16.75
60224,0.593,-23.028,-23.831,1.02,318.77,14.98,586.86,-1,0.11,16.84
60225,0.639,-22.948,-23.831,1.03,318.84,15.04,586.75,-1.09,0.31,16.91
60226,0.798,-22.76,-23.831,1.05,319.07,15.11,586.47,-0.71,0.85,16.6
60227,0.936,-22.446,-23.831,1.08,319.27,15.38,586.23,-0.27,0.91,16.33
60228,1.112,-22.074,-23.832,1.11,319.5,15.69,586.05,-0.23,1.15,16.53
60229,1.254,-21.701,-23.831,1.15,319.67,16.05,585.98,-0.18,1.44,16.46
60230,1.311,-21.353,-23.831,1.19,319.77,16.48,585.79,-0.19,1.51,16.16
60231,1.388,-21.006,-23.831,1.23,319.9,16.89,585.53,-0.13,1.2,15.84
60232,1.426,-20.659,-23.831,1.26,319.98,17.36,585.31,-0.09,0.66,15.67
60233,1.434,-20.313,-23.832,1.3,320.02,17.88,585.11,-0.09,0.64,15.7
60234,1.468,-19.964,-23.831,1.34,320.1,18.38,584.83,0.03,0.19,15.53
60235,1.467,-19.617,-23.832,1.38,320.13,18.94,584.61,0.25,0.14,15.5
60236,1.437,-19.27,-23.833,1.43,320.13,19.55,584.39,0.33,359.91,15.55
60237,1.453,-18.977,-23.834,1.46,320.18,20.03,584.18,0.35,359.63,15.46
60238,1.396,-18.734,-23.833,1.49,320.15,20.53,584,0.32,359.55,15.49
60239,1.363,-18.6,-23.834,1.51,320.11,20.82,583.99,0.29,359.67,15.53
60240,1.365,-18.596,-23.833,1.51,320.13,20.82,583.87,0.28,359.91,15.72
60241,1.271,-18.727,-23.831,1.5,320.06,20.73,583.6,0.25,359.77,15.65
60242,1.254,-18.997,-23.832,1.46,320.07,20.28,583.4,0.22,359.67,15.69
60243,1.241,-19.374,-23.831,1.42,320.07,19.66,583.33,0.09,359.61,15.71
60244,1.19,-19.801,-23.832,1.37,320.03,19.02,583.21,-0.12,359.61,15.75
60245,1.201,-20.196,-23.83,1.32,320.06,18.36,583.08,-0.34,359.39,15.61
60246,1.199,-20.621,-23.829,1.27,320.09,17.7,582.91,-0.45,359,15.29
60247,1.206,-21.019,-23.828,1.23,320.12,17.09,582.76,-0.54,358.38,15.03
60248,1.315,-21.393,-23.829,1.19,320.27,16.41,582.62,-0.51,358.96,15
60249,1.401,-21.797,-23.829,1.15,320.4,15.74,582.46,-0.49,359.41,14.94
60250,1.398,-22.175,-23.832,1.11,320.43,15.23,582.24,-0.55,359.84,14.88
60251,1.434,-22.523,-23.831,1.08,320.5,14.73,582.05,-0.52,0.01,14.79
60252,1.46,-22.892,-23.833,1.04,320.53,14.23,582.06,-0.4,0.65,14.66
60253,1.444,-23.238,-23.832,1.01,320.54,13.82,581.89,-0.38,1.1,14.56
60254,1.467,-23.582,-23.832,0.98,320.57,13.38,581.85,-0.3,1.4,14.57
60255,1.473,-23.928,-23.833,0.95,320.6,12.97,581.71,-0.2,1.48,14.5
60256,1.44,-24.248,-23.832,0.93,320.58,12.63,581.63,-0.09,1.6,14.42
60257,1.436,-24.566,-23.833,0.9,320.62,12.28,581.33,0.02,1.39,14.34
60258,1.449,-24.886,-23.834,0.88,320.67,11.92,581.08,0.03,1.15,14.39
60259,1.394,-25.207,-23.836,0.85,320.65,11.62,580.85,0.12,0.98,14.35
60260,1.343,-25.496,-23.835,0.83,320.65,11.37,580.47,0.18,1.11,14.23
60261,1.32,-25.787,-23.834,0.81,320.67,11.09,580.12,0.19,1.12,14.17
60262,1.255,-26.047,-23.834,0.79,320.64,10.88,579.87,0.18,0.77,14.21
60263,1.253,-26.336,-23.834,0.77,320.65,10.6,579.77,0.15,0.58,14.33
60264,1.217,-26.601,-23.834,0.75,320.63,10.37,579.65,0.11,359.71,14.44
60265,1.174,-26.838,-23.834,0.73,320.62,10.18,579.38,-0.09,359.68,14.55
60266,1.197,-27.105,-23.835,0.72,320.69,9.92,579.14,-0.2,359.84,14.6
60267,1.11,-27.346,-23.836,0.7,320.62,9.76,578.91,-0.26,359.75,14.59
60268,1.138,-27.579,-23.834,0.69,320.71,9.53,578.56,-0.41,0.1,14.64
60269,1.055,-27.814,-23.833,0.67,320.67,9.38,578.17,-0.45,0.11,14.57
60270,1.068,-28.022,-23.833,0.66,320.73,9.2,577.9,-0.31,0.23,14.58
60271,1.021,-28.255,-23.831,0.65,320.74,9.03,577.53,-0.17,0.49,14.52
60272,0.993,-28.465,-23.831,0.63,320.76,8.87,577.16,-0.17,0.74,14.43
60273,1.004,-28.675,-23.831,0.62,320.81,8.69,576.92,-0.07,0.96,14.38
60274,0.915,-28.864,-23.831,0.61,320.76,8.6,576.63,-0.11,1.08,14.33
60275,0.939,-29.073,-23.832,0.6,320.84,8.42,576.29,-0.13,1.31,14.32
60276,0.865,-29.256,-23.831,0.59,320.8,8.32,575.97,-0.03,1.65,14.3
60277,0.858,-29.441,-23.832,0.58,320.84,8.18,575.69,0.07,2.12,14.18
60278,0.809,-29.625,-23.832,0.57,320.82,8.07,575.42,0.15,2.38,14.12
60279,0.767,-29.785,-23.833,0.56,320.83,7.97,575.08,0.17,2.16,14.13
60280,0.757,-29.968,-23.833,0.55,320.87,7.84,574.77,0.22,1.93,14.06
60281,0.679,-30.123,-23.832,0.55,320.82,7.77,574.5,0.21,1.67,14.1
60282,0.695,-30.306,-23.832,0.54,320.89,7.63,574.2,0.16,1.31,14.17
60283,0.616,-30.438,-23.833,0.53,320.84,7.58,573.9,-0.06,1.33,14.21
60284,0.623,-30.57,-23.834,0.52,320.92,7.48,573.48,-0.12,1.12,14.19
60285,0.521,-30.649,-23.833,0.52,320.89,7.48,572.93,-0.15,1.46,14.14
60286,0.516,-30.677,-23.834,0.52,320.92,7.46,572.67,-0.17,2.4,14.28
60287,0.454,-30.676,-23.834,0.52,320.91,7.49,572.3,-0.26,2.8,14.43
60288,0.436,-30.678,-23.834,0.52,320.97,7.5,571.79,-0.34,2.36,14.36
60289,0.34,-30.624,-23.834,0.52,320.91,7.59,571.43,-0.36,2.57,14.22
60290,0.34,-30.574,-23.835,0.53,320.96,7.63,571.16,-0.49,3.28,14.28
60291,0.269,-30.497,-23.835,0.53,320.91,7.73,570.94,-0.55,3.46,14.35
60292,0.281,-30.416,-23.834,0.53,320.98,7.78,570.58,-0.64,3.65,14.38
60293,0.2,-30.335,-23.833,0.54,320.94,7.89,570.27,-0.57,4.04,14.35
60294,0.191,-30.256,-23.834,0.54,320.98,7.95,569.92,-0.54,4.57,14.33
60295,0.131,-30.206,-23.835,0.55,320.96,8.02,569.63,-0.42,4.84,14.36
60296,0.109,-30.127,-23.834,0.55,320.97,8.1,569.36,-0.41,4.96,14.39
60297,0.089,-30.019,-23.834,0.56,321.01,8.19,568.99,-0.44,5.05,14.35
60298,0.019,-29.94,-23.834,0.56,320.96,8.3,568.76,-0.49,4.83,14.32
60299,0.034,-29.89,-23.834,0.56,321.04,8.33,568.41,-0.38,4.78,14.35
60300,-0.02,-29.839,-23.834,0.57,321.03,8.4,568.1,-0.29,5,14.4
60301,-0.055,-29.815,-23.834,0.57,321.03,8.44,567.8,-0.15,5.05,14.29
60302,-0.11,-29.84,-23.834,0.57,321.02,8.45,567.48,0.01,4.97,14.19
60303,-0.154,-29.866,-23.834,0.57,321.01,8.46,567.25,0.2,4.82,14.13
60304,-0.165,-29.92,-23.835,0.56,321.02,8.42,567.05,0.25,5.38,14.03
60305,-0.241,-29.995,-23.833,0.56,320.99,8.41,566.69,0.31,5.21,13.88
60306,-0.252,-30.099,-23.832,0.55,321.05,8.33,566.25,0.29,5.08,13.76
60307,-0.344,-30.203,-23.833,0.55,321.02,8.31,565.76,0.26,5.27,13.54
60308,-0.385,-30.304,-23.832,0.55,321.04,8.26,565.37,0.1,4.93,13.44
60309,-0.411,-30.434,-23.83,0.54,321.06,8.17,565.06,0.09,4.89,13.43
60310,-0.437,-30.515,-23.831,0.53,321.09,8.12,564.7,0.1,4.73,13.6
60311,-0.497,-30.592,-23.83,0.53,321.06,8.1,564.43,-0.03,4.41,13.67
60312,-0.518,-30.671,-23.829,0.53,321.09,8.05,564.09,-0.09,4.17,13.64
60313,-0.58,-30.748,-23.829,0.52,321.08,8.03,563.68,0.04,4.76,13.78
60314,-0.615,-30.802,-23.829,0.52,321.12,8.01,563.18,0.17,4.48,13.68
60315,-0.703,-30.881,-23.83,0.52,321.08,8,562.81,0.25,4.09,13.72
60316,-0.733,-30.962,-23.831,0.51,321.1,7.96,562.45,0.26,4.5,13.78
60317,-0.769,-31.014,-23.831,0.51,321.12,7.94,562.11,0.2,5.28,13.72
60318,-0.859,-31.063,-23.831,0.51,321.06,7.95,561.82,0.16,5.44,13.64
60319,-0.858,-31.143,-23.832,0.51,321.11,7.89,561.5,0.19,5.32,13.69
60320,-0.947,-31.197,-23.832,0.5,321.08,7.9,561.06,0.25,5.53,13.61
60321,-0.972,-31.25,-23.832,0.5,321.11,7.88,560.68,0.3,5.41,13.58
60322,-1.027,-31.276,-23.832,0.5,321.1,7.89,560.37,0.36,4.96,13.61
60323,-1.092,-31.303,-23.831,0.5,321.08,7.91,560.01,0.4,4.93,13.68
60324,-1.115,-31.328,-23.831,0.5,321.1,7.9,559.73,0.42,5.13,13.61
60325,-1.188,-31.351,-23.832,0.5,321.04,7.93,559.56,0.46,5.07,13.72
60326,-1.194,-31.377,-23.832,0.5,321.08,7.91,559.28,0.36,4.97,13.74
60327,-1.26,-31.409,-23.833,0.5,321.05,7.93,558.99,0.1,5.13,13.76
60328,-1.284,-31.436,-23.833,0.5,321.06,7.92,558.73,0.02,4.84,13.65
60329,-1.303,-31.46,-23.834,0.49,321.06,7.91,558.6,-0.03,4.33,13.62
60330,-1.358,-31.484,-23.833,0.49,321.04,7.93,558.32,-0.07,4.04,13.64
60331,-1.351,-31.483,-23.832,0.49,321.12,7.92,557.9,0.02,4.3,13.67
60332,-1.428,-31.51,-23.832,0.49,321.08,7.95,557.57,0.1,4.31,13.76
60333,-1.435,-31.565,-23.833,0.49,321.14,7.91,557.2,0.03,4.18,13.87
60334,-1.487,-31.592,-23.833,0.49,321.13,7.92,556.88,0.12,3.73,13.91
60335,-1.553,-31.641,-23.831,0.49,321.09,7.92,556.61,0.2,3.28,13.87
60336,-1.572,-31.691,-23.83,0.49,321.11,7.89,556.36,0.17,2.73,13.93
60337,-1.636,-31.744,-23.829,0.48,321.07,7.89,556.14,0.12,2.68,14.04
60338,-1.646,-31.825,-23.83,0.48,321.12,7.84,555.8,0.16,2.6,14.07
60339,-1.685,-31.877,-23.83,0.48,321.13,7.82,555.46,0.19,2.45,14.12
60340,-1.765,-31.954,-23.829,0.47,321.11,7.81,555.02,0.16,2.25,14.06
60341,-1.792,-32.007,-23.829,0.47,321.1,7.78,554.86,0.28,2.22,14.1
60342,-1.851,-32.061,-23.83,0.47,321.07,7.78,554.61,0.41,2.26,14.05
60343,-1.913,-32.142,-23.832,0.47,321.04,7.75,554.38,0.54,2.24,13.89
60344,-1.916,-32.192,-23.83,0.46,321.03,7.72,554.39,0.65,2.19,13.89
60345,-1.965,-32.242,-23.83,0.46,321,7.71,554.26,0.61,2.21,13.88
60346,-1.987,-32.323,-23.829,0.46,320.99,7.66,554.16,0.5,1.86,13.76
60347,-1.921,-32.379,-23.831,0.46,321.01,7.58,554.49,0.49,1.36,13.91
60348,-1.949,-32.43,-23.833,0.45,320.95,7.56,554.65,0.22,1.25,14.01
60349,-1.913,-32.453,-23.833,0.45,320.99,7.52,554.68,0.03,1.12,13.93
60350,-1.932,-32.506,-23.832,0.45,320.93,7.5,554.88,0.04,1.2,13.93
60351,-1.865,-32.532,-23.833,0.45,320.94,7.44,555.31,0.05,1.22,14.1
60352,-1.842,-32.583,-23.833,0.45,320.93,7.39,555.54,-0.06,1.02,14.3
60353,-1.794,-32.583,-23.833,0.45,320.99,7.36,555.49,-0.23,1.08,14.21
60354,-1.808,-32.61,-23.833,0.44,321,7.35,555.35,-0.25,0.84,14.04
60355,-1.818,-32.616,-23.834,0.44,320.97,7.35,555.45,-0.22,0.77,13.98
60356,-1.761,-32.642,-23.835,0.44,321.01,7.3,555.61,-0.41,0.99,14.08
60357,-1.736,-32.667,-23.834,0.44,321.07,7.27,555.44,-0.54,0.85,14.08
60358,-1.762,-32.664,-23.833,0.44,321.09,7.29,555.12,-0.5,0.9,13.98
60359,-1.817,-32.688,-23.831,0.44,321.09,7.3,554.72,-0.42,0.68,13.8
60360,-1.844,-32.737,-23.831,0.44,321.1,7.28,554.49,-0.27,0.18,13.65
60361,-1.857,-32.737,-23.833,0.44,321.08,7.29,554.54,-0.13,0.4,13.84
60362,-1.874,-32.792,-23.833,0.44,321.09,7.26,554.33,-0.21,359.87,13.72
60363,-1.883,-32.819,-23.832,0.44,321.1,7.24,554.22,-0.08,359.26,13.54
60364,-1.897,-32.87,-23.832,0.43,321.07,7.22,554.31,-0.04,358.94,13.63
60365,-1.879,-32.92,-23.832,0.43,321.08,7.17,554.38,-0.14,358.89,13.57
60366,-1.85,-32.972,-23.832,0.43,321.11,7.12,554.39,-0.12,358.79,13.44
60367,-1.885,-32.995,-23.831,0.43,321.05,7.12,554.5,-0.16,358.63,13.28
60368,-1.888,-33.047,-23.83,0.43,321.03,7.09,554.61,-0.21,358.28,13.04
60369,-1.84,-33.099,-23.831,0.42,321.05,7.03,554.8,-0.11,358.17,12.94
60370,-1.792,-33.152,-23.831,0.42,321.09,6.97,554.91,0.1,357.9,12.96
60371,-1.813,-33.203,-23.831,0.42,321.05,6.94,555,0.21,357.57,13.07
60372,-1.806,-33.258,-23.831,0.42,321.03,6.9,555.19,0.16,357,12.96
60373,-1.769,-33.312,-23.832,0.42,321.05,6.85,555.34,0.04,356.37,13
60374,-1.756,-33.338,-23.834,0.41,321.05,6.82,555.41,0.07,356.22,12.94
60375,-1.754,-33.366,-23.835,0.41,321.02,6.8,555.63,0.04,356.29,12.72
60376,-1.707,-33.394,-23.834,0.41,321.02,6.76,555.97,-0.01,356.48,12.8
60377,-1.658,-33.448,-23.835,0.41,321.06,6.7,556.06,-0.05,356.03,12.8
60378,-1.606,-33.471,-23.833,0.41,321.1,6.66,556.22,-0.17,356.34,12.84
60379,-1.595,-33.473,-23.834,0.41,321.11,6.65,556.23,-0.16,356.95,12.79
60380,-1.594,-33.498,-23.834,0.41,321.1,6.64,556.27,-0.04,356.94,12.63
60381,-1.59,-33.496,-23.832,0.41,321.1,6.64,556.31,-0.07,356.66,12.46
60382,-1.523,-33.496,-23.832,0.41,321.15,6.6,556.47,-0.16,357.01,12.57
60383,-1.545,-33.498,-23.834,0.41,321.13,6.61,556.48,-0.15,356.01,12.57
60384,-1.582,-33.497,-23.833,0.41,321.1,6.63,556.39,-0.26,355.14,12.56
60385,-1.583,-33.471,-23.831,0.41,321.11,6.65,556.28,-0.42,354.94,12.64
60386,-1.559,-33.468,-23.832,0.41,321.17,6.64,556.09,-0.41,355.01,12.65
60387,-1.605,-33.468,-23.832,0.41,321.14,6.66,555.97,-0.27,355.62,12.6
60388,-1.609,-33.468,-23.832,0.41,321.16,6.66,555.79,-0.24,357.05,12.66
60389,-1.561,-33.444,-23.832,0.41,321.26,6.66,555.58,-0.29,357.25,12.69
60390,-1.629,-33.444,-23.832,0.41,321.21,6.69,555.37,-0.34,357.21,12.71
60391,-1.598,-33.443,-23.833,0.41,321.29,6.68,555.1,-0.32,356.99,12.63
60392,-1.663,-33.441,-23.832,0.41,321.25,6.71,554.88,-0.23,356.83,12.63
60393,-1.708,-33.443,-23.833,0.41,321.27,6.73,554.47,-0.12,356.57,12.54
60394,-1.713,-33.445,-23.832,0.41,321.29,6.73,554.27,-0.04,356.26,12.49
60395,-1.788,-33.444,-23.833,0.41,321.23,6.77,554.13,-0.05,356.11,12.54
60396,-1.815,-33.443,-23.834,0.41,321.21,6.78,554.04,-0.09,355.81,12.61
60397,-1.799,-33.445,-23.835,0.41,321.24,6.77,553.96,-0.23,355.3,12.67
60398,-1.86,-33.474,-23.836,0.41,321.18,6.79,553.89,-0.21,354.96,12.7
