AOCTimewave, AmbTemp, DewPtTemp, DewPtTempTDL, H2Omr, PotTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd
81721,3.446,-10.007,-23.829,2.92,318.18,36.34,612.35,0.14,340.58,13.9
81722,3.501,-9.833,-23.828,2.96,318.14,36.7,613.04,0.13,339.12,13.94
81723,3.565,-9.693,-23.828,2.99,318.1,36.94,613.82,0.21,338,13.79
81724,3.633,-9.561,-23.828,3.02,318.05,37.15,614.69,0.09,338.02,13.64
81725,3.701,-9.488,-23.827,3.03,318.03,37.18,615.34,0.02,337.52,13.58
81726,3.799,-9.506,-23.826,3.02,318.03,36.87,616.12,0.21,336.83,13.39
81727,3.862,-9.489,-23.826,3.02,317.97,36.76,617,0.41,336.55,13.31
81728,3.911,-9.507,-23.825,3.01,317.93,36.58,617.65,0.33,336.22,13.21
81729,3.993,-9.623,-23.824,2.98,317.93,36.03,618.3,0.3,336.22,13.19
81730,4.082,-9.758,-23.823,2.95,317.93,35.42,619,0.3,336.55,13.08
81731,4.174,-9.845,-23.823,2.92,317.92,34.95,619.8,0.3,336,12.93
81732,4.237,-9.905,-23.823,2.91,317.87,34.63,620.64,0.25,335.4,12.76
81733,4.311,-10.011,-23.824,2.88,317.83,34.16,621.51,0.2,335.13,12.61
81734,4.399,-10.134,-23.825,2.85,317.82,33.62,622.27,0.14,335,12.43
81735,4.493,-10.327,-23.826,2.8,317.82,32.89,623.01,0.14,334.75,12.3
81736,4.593,-10.495,-23.827,2.76,317.8,32.22,623.9,0.13,335.04,12.2
81737,4.68,-10.629,-23.825,2.73,317.78,31.68,624.76,0.09,335.3,12.04
81738,4.772,-10.79,-23.826,2.69,317.75,31.08,625.72,0.28,335.26,11.89
81739,4.861,-10.976,-23.825,2.64,317.72,30.43,626.61,0.54,335.01,11.84
81740,4.959,-11.115,-23.824,2.61,317.7,29.88,627.54,0.54,334.66,11.64
81741,5.069,-11.227,-23.825,2.58,317.69,29.39,628.49,0.59,334.34,11.52
81742,5.157,-11.333,-23.825,2.56,317.64,28.96,629.49,0.62,334.34,11.45
81743,5.273,-11.467,-23.823,2.53,317.65,28.42,630.34,0.87,334.63,11.49
81744,5.392,-11.578,-23.822,2.5,317.63,27.93,631.43,1.14,335.08,11.3
81745,5.508,-11.693,-23.823,2.47,317.61,27.45,632.53,1.21,334.98,11.17
81746,5.629,-11.802,-23.824,2.45,317.58,26.98,633.68,1.27,334.87,10.98
81747,5.74,-11.913,-23.824,2.42,317.56,26.53,634.74,1.57,334.55,10.87
81748,5.868,-12.044,-23.824,2.39,317.55,26.02,635.83,1.62,334.29,10.7
81749,5.982,-12.149,-23.824,2.37,317.52,25.59,636.9,1.61,334.86,10.58
81750,6.112,-12.233,-23.824,2.35,317.5,25.19,638.13,1.36,334.98,10.5
81751,6.203,-12.296,-23.824,2.33,317.44,24.9,639.26,1.38,334.47,10.51
81752,6.38,-12.4,-23.824,2.31,317.47,24.39,640.49,1.24,333.95,10.44
81753,6.52,-12.483,-23.824,2.29,317.46,23.99,641.63,0.99,333.86,10.4
81754,6.617,-12.564,-23.823,2.27,317.41,23.67,642.78,0.83,333.35,10.35
81755,6.756,-12.62,-23.822,2.25,317.41,23.34,643.9,0.71,332.6,10.31
81756,6.929,-12.673,-23.821,2.24,317.44,22.96,645.05,0.71,332.55,10.14
81757,7.066,-12.752,-23.823,2.22,317.43,22.6,646.26,0.7,332.54,9.96
81758,7.156,-12.831,-23.823,2.2,317.36,22.32,647.46,0.61,332.11,9.81
81759,7.298,-12.906,-23.823,2.19,317.36,21.96,648.64,0.64,331.32,9.59
81760,7.447,-12.991,-23.823,2.17,317.38,21.59,649.68,0.66,330.86,9.62
81761,7.545,-13.056,-23.824,2.15,317.34,21.33,650.83,0.69,330.03,9.6
81762,7.671,-13.135,-23.825,2.13,317.31,21.01,652.05,0.73,328.44,9.52
81763,7.852,-13.253,-23.824,2.11,317.34,20.55,653.33,0.75,327.23,9.49
81764,7.973,-13.418,-23.824,2.08,317.33,20.1,654.39,0.68,327.39,9.46
81765,8.041,-13.604,-23.824,2.04,317.24,19.71,655.55,0.68,329.25,9.29
81766,8.205,-13.89,-23.825,1.99,317.25,19.04,656.85,0.69,330.96,9.12
81767,8.287,-14.212,-23.826,1.94,317.19,18.44,657.98,0.61,332.15,9.03
81768,8.325,-14.486,-23.826,1.89,317.08,17.98,659.08,0.59,334.12,8.93
81769,8.432,-14.684,-23.824,1.86,317.03,17.56,660.31,0.46,336.42,8.93
81770,8.526,-14.824,-23.823,1.83,316.98,17.25,661.46,0.38,338.61,8.93
81771,8.457,-14.907,-23.822,1.82,316.75,17.21,662.57,0.42,341.35,9.31
81772,8.524,-14.941,-23.822,1.81,316.67,17.08,663.72,0.39,341.95,9.63
81773,8.545,-14.942,-23.822,1.8,316.54,17.06,664.82,0.34,342.32,9.8
81774,8.705,-14.919,-23.822,1.81,316.59,16.9,665.79,0.36,342.56,9.96
81775,8.751,-14.89,-23.822,1.81,316.49,16.89,666.87,0.36,342.75,10.09
81776,8.907,-14.89,-23.823,1.8,316.53,16.71,667.92,0.27,342.42,10.28
81777,8.996,-14.915,-23.823,1.8,316.5,16.57,668.82,0.14,341.72,10.4
81778,9.115,-14.872,-23.824,1.8,316.5,16.5,669.82,0.11,341.7,10.53
81779,9.254,-14.794,-23.825,1.81,316.54,16.45,670.71,0.1,341.36,10.63
81780,9.293,-14.689,-23.824,1.82,316.48,16.55,671.46,0.12,340.89,10.82
81781,9.457,-14.537,-23.824,1.84,316.54,16.57,672.38,0.12,340.57,10.83
81782,9.532,-14.353,-23.824,1.87,316.49,16.74,673.35,0.1,340.93,11.08
81783,9.619,-14.069,-23.824,1.91,316.47,17.03,674.28,0.13,339.87,11.31
81784,9.71,-13.819,-23.824,1.95,316.43,17.27,675.34,0.22,338.57,11.47
81785,9.81,-13.647,-23.825,1.97,316.4,17.4,676.38,0.13,338.33,11.69
81786,9.949,-13.603,-23.824,1.98,316.41,17.3,677.49,0.02,338.2,11.85
81787,10.019,-13.621,-23.825,1.97,316.37,17.19,678.35,-0.01,337.95,12.05
81788,10.13,-13.672,-23.825,1.96,316.37,16.99,679.25,0.03,337.66,12.33
81789,10.157,-13.774,-23.827,1.94,316.27,16.82,680.24,-0.04,337.32,12.69
81790,10.335,-13.863,-23.828,1.92,316.34,16.5,681.24,-0.04,336.53,12.98
81791,10.381,-13.964,-23.826,1.91,316.25,16.31,682.26,-0.03,335.37,13.19
81792,10.571,-14.118,-23.824,1.88,316.32,15.9,683.37,-0.1,335.04,13.36
81793,10.625,-14.299,-23.823,1.85,316.28,15.61,684.14,-0.34,334.42,13.43
81794,10.705,-14.534,-23.823,1.81,316.26,15.23,685,-0.45,333.79,13.4
81795,10.786,-14.803,-23.823,1.77,316.24,14.81,685.82,-0.43,333.38,13.26
81796,10.833,-15.025,-23.823,1.74,316.2,14.49,686.55,-0.38,333.31,13.24
81797,10.89,-15.125,-23.824,1.72,316.15,14.32,687.4,-0.54,332.84,13.15
81798,10.976,-15.106,-23.823,1.72,316.15,14.26,688.12,-0.72,332.03,13
81799,11.005,-15.035,-23.823,1.73,316.11,14.32,688.68,-0.73,331.95,12.98
81800,11.047,-14.886,-23.824,1.75,316.07,14.45,689.3,-0.75,331.88,12.97
81801,11.128,-14.607,-23.824,1.79,316.09,14.71,689.87,-0.79,331.85,12.97
81802,11.175,-14.192,-23.824,1.85,316.07,15.17,690.36,-0.68,331.51,13
81803,11.262,-13.758,-23.824,1.91,316.08,15.63,691.08,-0.6,331.05,12.94
81804,11.287,-13.347,-23.823,1.98,316.02,16.13,691.76,-0.62,331.22,12.8
81805,11.343,-13.017,-23.825,2.03,316.01,16.51,692.27,-0.66,331.7,12.73
81806,11.388,-12.718,-23.824,2.08,315.97,16.87,692.93,-0.64,332.14,12.54
81807,11.434,-12.441,-23.824,2.12,315.93,17.2,693.65,-0.49,331.61,12.44
81808,11.469,-12.146,-23.824,2.17,315.88,17.57,694.34,-0.4,331.28,12.24
81809,11.524,-11.865,-23.825,2.22,315.83,17.91,695.22,-0.37,331.23,11.98
81810,11.557,-11.577,-23.825,2.27,315.75,18.28,696.06,-0.3,331.54,11.85
81811,11.587,-11.276,-23.825,2.32,315.67,18.69,696.94,-0.26,331.89,11.7
81812,11.645,-11.098,-23.824,2.35,315.6,18.89,698.03,-0.24,332.2,11.42
81813,11.672,-11.056,-23.824,2.35,315.52,18.92,698.89,-0.26,333.42,11.09
81814,11.673,-11.145,-23.823,2.33,315.41,18.78,699.72,-0.16,335.61,10.72
81815,11.604,-11.299,-23.823,2.3,315.23,18.64,700.51,0.05,337.45,10.63
81816,11.558,-11.47,-23.826,2.27,315.08,18.44,701.32,0.17,336.62,10.69
81817,11.569,-11.64,-23.827,2.24,314.97,18.18,702.22,0.13,336.66,10.61
81818,11.606,-11.808,-23.828,2.2,314.89,17.89,703.18,0.09,337.76,10.6
81819,11.696,-11.892,-23.827,2.18,314.87,17.66,704.13,-0.05,338.38,10.46
81820,11.788,-11.977,-23.827,2.17,314.87,17.44,704.92,-0.03,338.25,10.43
81821,11.891,-12.029,-23.826,2.16,314.86,17.24,705.93,0.09,339.06,10.38
81822,11.935,-12.083,-23.826,2.14,314.76,17.12,707.03,-0.02,339.03,10.39
81823,11.998,-12.136,-23.825,2.13,314.71,16.97,708,0,337.5,10.44
81824,12.089,-12.186,-23.824,2.12,314.7,16.8,708.86,-0.24,336.52,10.43
81825,12.176,-12.241,-23.822,2.11,314.67,16.63,709.9,-0.37,336.39,10.49
81826,12.281,-12.27,-23.823,2.1,314.66,16.47,710.9,-0.41,336.12,10.53
81827,12.363,-12.294,-23.821,2.09,314.63,16.35,711.8,-0.32,335.19,10.54
81828,12.459,-12.199,-23.82,2.11,314.6,16.37,712.89,-0.19,334.54,10.5
81829,12.547,-11.957,-23.82,2.14,314.58,16.6,713.83,-0.09,333.76,10.51
81830,12.592,-11.578,-23.82,2.21,314.5,17.06,714.86,-0.02,333.64,10.56
81831,12.708,-11.1,-23.821,2.29,314.5,17.59,715.87,-0.03,332.94,10.58
81832,12.799,-10.634,-23.823,2.37,314.47,18.15,716.92,0.05,332.21,10.66
81833,12.915,-10.245,-23.822,2.44,314.46,18.57,717.98,0.11,331.76,10.68
81834,13.029,-9.98,-23.821,2.49,314.46,18.83,718.98,0.11,331.47,10.59
81835,13.141,-9.832,-23.821,2.52,314.47,18.91,719.93,0.21,331.06,10.62
81836,13.247,-9.739,-23.82,2.53,314.46,18.91,720.91,0.3,329.92,10.57
81837,13.356,-9.64,-23.821,2.55,314.47,18.92,721.81,0.33,329.94,10.54
81838,13.43,-9.562,-23.821,2.56,314.42,18.95,722.83,0.44,329.84,10.54
81839,13.534,-9.391,-23.821,2.59,314.42,19.07,723.78,0.71,329.47,10.47
81840,13.634,-9.048,-23.821,2.66,314.41,19.46,724.71,0.66,328.91,10.47
81841,13.738,-8.695,-23.822,2.73,314.39,19.87,725.82,0.46,328.27,10.39
81842,13.845,-8.319,-23.822,2.81,314.37,20.32,726.93,0.4,327.88,10.34
81843,13.937,-7.866,-23.824,2.91,314.35,20.93,727.88,0.4,327.25,10.31
81844,14.025,-7.472,-23.824,2.99,314.33,21.45,728.8,0.27,327.13,10.21
81845,14.109,-7.163,-23.825,3.06,314.3,21.85,729.78,0.04,326.94,10.19
81846,14.211,-6.932,-23.824,3.11,314.3,22.1,730.7,0.06,326.36,10.07
81847,14.301,-6.785,-23.824,3.14,314.3,22.22,731.55,0.13,326.09,10.04
81848,14.396,-6.742,-23.821,3.15,314.27,22.15,732.57,0,325.75,10.02
81849,14.489,-6.714,-23.821,3.15,314.24,22.06,733.68,-0.05,326.24,9.8
81850,14.578,-6.64,-23.821,3.17,314.25,22.06,734.42,-0.09,326.14,9.72
81851,14.647,-6.506,-23.821,3.2,314.2,22.19,735.39,-0.17,324.62,9.62
81852,14.727,-6.323,-23.822,3.24,314.2,22.38,736.15,-0.29,323.51,9.39
81853,14.798,-6.085,-23.822,3.29,314.18,22.69,736.92,-0.29,322.87,9.28
81854,14.884,-5.82,-23.822,3.36,314.18,23.03,737.73,-0.14,321.83,9.1
81855,14.947,-5.611,-23.822,3.41,314.12,23.3,738.71,-0.07,321.26,8.91
81856,15.025,-5.564,-23.822,3.42,314.09,23.26,739.75,-0.05,321.19,8.83
81857,15.108,-5.512,-23.821,3.42,314.06,23.23,740.68,0.05,320.97,8.72
81858,15.2,-5.461,-23.823,3.43,314.06,23.18,741.56,0.06,320.45,8.54
81859,15.246,-5.456,-23.823,3.43,314.02,23.12,742.31,-0.07,320.65,8.42
81860,15.332,-5.506,-23.823,3.42,314.02,22.9,743.04,-0.07,321.31,8.28
81861,15.373,-5.564,-23.823,3.4,313.96,22.74,743.93,0,321.77,7.93
81862,15.424,-5.666,-23.823,3.37,313.94,22.49,744.58,0.15,322.58,7.79
81863,15.426,-5.751,-23.823,3.34,313.85,22.34,745.31,0.22,322.28,7.59
81864,15.469,-5.829,-23.822,3.32,313.82,22.14,745.93,0.23,321.97,7.51
81865,15.531,-5.887,-23.822,3.3,313.81,21.96,746.59,0.18,321.85,7.29
81866,15.596,-5.965,-23.823,3.28,313.79,21.74,747.33,0.18,321.36,7.23
81867,15.659,-6.05,-23.824,3.25,313.77,21.5,748.13,0.12,320.27,7.06
81868,15.72,-6.127,-23.823,3.23,313.76,21.29,748.71,-0.06,319.13,6.91
81869,15.831,-6.215,-23.824,3.21,313.82,21,749.28,-0.05,318.17,6.9
81870,15.783,-6.301,-23.825,3.18,313.68,20.92,749.97,0.01,317.77,6.79
81871,15.921,-6.361,-23.824,3.17,313.76,20.64,750.56,-0.1,318.58,6.58
81872,15.858,-6.392,-23.824,3.16,313.62,20.68,751.14,-0.18,319.76,6.57
81873,15.875,-6.39,-23.823,3.16,313.58,20.66,751.62,-0.14,321.97,6.46
81874,15.949,-6.363,-23.822,3.16,313.58,20.6,752.3,0.13,322.15,6.38
81875,15.984,-6.407,-23.823,3.15,313.56,20.48,752.83,0.13,322.12,6.42
81876,16.048,-6.417,-23.824,3.14,313.56,20.38,753.38,-0.04,322.04,6.29
81877,16.06,-6.418,-23.823,3.14,313.52,20.37,753.84,-0.15,323.18,6.29
81878,16.084,-6.417,-23.822,3.14,313.5,20.34,754.26,-0.19,324.39,6.35
81879,16.097,-6.42,-23.823,3.14,313.48,20.31,754.51,-0.34,323.96,6.39
81880,16.125,-6.494,-23.824,3.12,313.49,20.16,754.66,-0.5,323.46,6.38
81881,16.185,-6.571,-23.823,3.1,313.57,19.96,754.6,-0.48,323.03,6.3
81882,16.21,-6.626,-23.823,3.09,313.59,19.85,754.63,-0.41,321.58,6.33
81883,16.193,-6.678,-23.823,3.07,313.58,19.79,754.56,-0.29,321.96,6.27
81884,16.186,-6.75,-23.821,3.06,313.58,19.69,754.47,-0.27,324.55,6.28
81885,16.162,-6.834,-23.82,3.04,313.53,19.59,754.68,-0.19,325.62,6.26
81886,16.175,-6.896,-23.821,3.02,313.54,19.48,754.71,-0.24,324.98,6.19
81887,16.194,-6.973,-23.823,3,313.56,19.34,754.73,-0.37,325.48,6.13
81888,16.244,-7.047,-23.822,2.99,313.61,19.17,754.76,-0.67,326.12,6
81889,16.217,-7.13,-23.821,2.97,313.58,19.08,754.79,-0.6,326,5.97
81890,16.206,-7.213,-23.821,2.95,313.54,18.97,754.99,-0.41,325.47,5.91
81891,16.218,-7.252,-23.823,2.94,313.57,18.9,754.92,-0.3,325.04,5.85
81892,16.245,-7.281,-23.823,2.93,313.62,18.82,754.67,-0.33,324.08,5.8
81893,16.217,-7.307,-23.823,2.93,313.6,18.82,754.63,-0.05,323.75,5.83
81894,16.177,-7.363,-23.823,2.91,313.54,18.79,754.75,0.13,322.7,6.13
81895,16.153,-7.42,-23.823,2.9,313.49,18.74,754.94,0.14,320.42,6.22
81896,16.08,-7.404,-23.825,2.9,313.41,18.85,754.96,0.11,319.14,6.32
81897,16.06,-7.355,-23.825,2.92,313.39,18.94,754.97,0.05,318.83,6.41
81898,16.071,-7.308,-23.825,2.93,313.38,19,755.16,-0.12,318.39,6.44
81899,16.035,-7.274,-23.824,2.93,313.35,19.1,755.03,-0.2,318.34,6.47
81900,15.97,-7.248,-23.824,2.94,313.28,19.21,755.03,-0.28,319.49,6.62
81901,15.968,-7.175,-23.824,2.96,313.26,19.33,755.24,-0.17,320.6,6.61
81902,15.957,-7.09,-23.824,2.97,313.23,19.47,755.4,-0.07,320.74,6.62
81903,15.982,-7.031,-23.824,2.99,313.26,19.52,755.34,-0.17,319.71,6.61
81904,16.005,-6.975,-23.823,3,313.28,19.58,755.34,-0.12,317.86,6.53
81905,15.973,-6.897,-23.822,3.02,313.24,19.74,755.38,-0.03,317.02,6.48
81906,15.98,-6.84,-23.822,3.03,313.27,19.82,755.24,-0.09,316.48,6.49
81907,16.001,-6.759,-23.821,3.05,313.31,19.92,755.08,-0.24,315.76,6.57
81908,15.989,-6.673,-23.82,3.07,313.28,20.06,755.2,-0.24,315.97,6.73
81909,15.988,-6.61,-23.82,3.09,313.28,20.16,755.18,-0.16,316.41,6.77
81910,15.981,-6.53,-23.82,3.11,313.3,20.3,754.94,-0.15,316.65,6.82
81911,15.959,-6.445,-23.822,3.13,313.29,20.46,754.83,0,317.2,6.88
81912,15.944,-6.384,-23.821,3.14,313.29,20.58,754.74,0.08,317.64,6.98
81913,15.923,-6.349,-23.82,3.15,313.28,20.66,754.6,0.23,317.49,7
81914,15.903,-6.347,-23.82,3.15,313.26,20.69,754.6,0.37,317.82,7.05
81915,15.896,-6.325,-23.82,3.16,313.25,20.73,754.63,0.17,317.75,7.01
81916,15.904,-6.324,-23.821,3.16,313.25,20.72,754.69,0.19,317.47,7.05
81917,15.924,-6.354,-23.822,3.15,313.25,20.65,754.88,0.3,317.6,7.08
81918,15.917,-6.386,-23.824,3.14,313.22,20.61,755.08,0.42,317.33,7.02
81919,15.944,-6.39,-23.824,3.14,313.23,20.57,755.21,0.43,317.05,7.01
81920,15.962,-6.391,-23.824,3.14,313.23,20.54,755.4,0.31,317.14,6.97
81921,15.984,-6.413,-23.824,3.13,313.26,20.48,755.35,0.24,317.42,6.98
81922,16.003,-6.44,-23.823,3.13,313.29,20.41,755.26,0.29,317.17,6.87
81923,16.028,-6.471,-23.824,3.12,313.31,20.33,755.36,0.33,317.15,6.74
81924,16.03,-6.495,-23.823,3.11,313.31,20.29,755.33,0.23,316.87,6.76
81925,16.005,-6.522,-23.823,3.11,313.3,20.28,755.22,0.12,317.38,6.8
81926,15.989,-6.545,-23.823,3.1,313.29,20.26,755.15,0.06,318.27,6.87
81927,15.982,-6.577,-23.822,3.1,313.3,20.22,755.01,-0.03,318.88,6.96
81928,15.975,-6.586,-23.825,3.09,313.31,20.22,754.81,-0.12,319.19,7.02
81929,15.957,-6.615,-23.826,3.09,313.3,20.19,754.74,-0.12,319.08,7.08
81930,15.951,-6.635,-23.825,3.08,313.31,20.17,754.66,-0.17,319.92,7.02
81931,15.944,-6.663,-23.826,3.08,313.3,20.14,754.63,-0.1,320.06,7.07
81932,15.96,-6.687,-23.825,3.07,313.35,20.08,754.4,0.02,319.62,7
81933,15.921,-6.714,-23.825,3.07,313.29,20.09,754.48,0.12,319.96,6.93
81934,15.894,-6.721,-23.825,3.06,313.25,20.11,754.62,0.06,320.31,7.05
81935,15.909,-6.745,-23.825,3.06,313.27,20.06,754.6,-0.06,320.84,7.22
81936,15.915,-6.745,-23.824,3.06,313.29,20.05,754.45,-0.12,320.89,7.39
81937,15.899,-6.764,-23.823,3.05,313.28,20.04,754.37,-0.04,321.47,7.58
81938,15.865,-6.765,-23.822,3.05,313.22,20.08,754.56,0.04,322.25,7.73
81939,15.851,-6.793,-23.823,3.05,313.18,20.06,754.78,0.18,322.37,7.84
81940,15.883,-6.8,-23.824,3.04,313.2,20.01,754.9,0.4,322.1,7.85
81941,15.883,-6.829,-23.824,3.04,313.19,19.96,755.05,0.54,322.07,7.84
81942,15.887,-6.832,-23.824,3.04,313.18,19.95,755.13,0.48,322.08,7.87
81943,15.911,-6.811,-23.825,3.04,313.18,19.95,755.33,0.4,321.02,7.77
81944,15.928,-6.804,-23.823,3.04,313.2,19.94,755.38,0.48,320.51,7.83
81945,15.939,-6.781,-23.825,3.05,313.2,19.96,755.42,0.55,320.07,7.8
81946,15.944,-6.781,-23.825,3.05,313.21,19.96,755.37,0.69,320.1,7.79
81947,15.963,-6.778,-23.826,3.05,313.23,19.93,755.4,0.67,319.67,7.82
81948,16.003,-6.755,-23.825,3.05,313.25,19.92,755.58,0.39,319.04,7.67
81949,16.016,-6.753,-23.824,3.05,313.27,19.9,755.57,0.26,318.97,7.66
81950,16.037,-6.751,-23.824,3.05,313.28,19.88,755.68,0.18,318.85,7.56
81951,16.047,-6.752,-23.823,3.05,313.28,19.87,755.72,0.11,318.81,7.47
81952,16.031,-6.75,-23.824,3.05,313.26,19.89,755.74,0.3,319.03,7.49
81953,15.992,-6.752,-23.825,3.05,313.22,19.94,755.78,0.5,319.63,7.59
81954,16.024,-6.745,-23.823,3.05,313.24,19.91,755.87,0.51,319.36,7.57
81955,16.019,-6.742,-23.822,3.05,313.23,19.92,755.93,0.5,319.36,7.63
81956,16.046,-6.743,-23.822,3.05,313.24,19.88,756.08,0.54,319.12,7.59
81957,16.057,-6.745,-23.822,3.05,313.23,19.86,756.23,0.46,318.37,7.5
81958,16.083,-6.745,-23.823,3.05,313.24,19.83,756.46,0.55,318.54,7.41
81959,16.113,-6.765,-23.823,3.04,313.25,19.76,756.65,0.63,318.18,7.35
81960,16.156,-6.789,-23.821,3.04,313.29,19.67,756.63,0.54,317.44,7.24
81961,16.192,-6.817,-23.821,3.03,313.32,19.58,756.72,0.3,316.99,7.19
81962,16.204,-6.817,-23.82,3.03,313.33,19.57,756.8,0.17,317.08,7.15
81963,16.199,-6.844,-23.82,3.03,313.34,19.53,756.67,0.09,317.25,7.2
81964,16.205,-6.87,-23.82,3.02,313.34,19.48,756.66,0.19,317.18,7.27
81965,16.197,-6.895,-23.82,3.01,313.32,19.46,756.76,0.34,317.53,7.3
81966,16.193,-6.925,-23.819,3.01,313.33,19.42,756.66,0.22,317.55,7.3
81967,16.185,-6.933,-23.82,3.01,313.32,19.41,756.66,0,317.49,7.36
81968,16.195,-6.956,-23.821,3,313.34,19.37,756.57,-0.13,317.67,7.37
81969,16.193,-6.985,-23.822,2.99,313.35,19.33,756.47,-0.41,317.51,7.41
81970,16.196,-6.987,-23.823,2.99,313.37,19.32,756.35,-0.67,317.24,7.48
81971,16.186,-7.011,-23.822,2.99,313.36,19.3,756.36,-0.6,317.18,7.5
81972,16.173,-7.041,-23.822,2.98,313.35,19.27,756.32,-0.51,317.09,7.57
81973,16.177,-7.064,-23.822,2.98,313.35,19.23,756.34,-0.4,316.57,7.55
81974,16.199,-7.098,-23.823,2.97,313.38,19.15,756.29,-0.24,316.22,7.59
81975,16.191,-7.123,-23.823,2.96,313.39,19.12,756.17,-0.28,315.84,7.56
81976,16.164,-7.123,-23.822,2.96,313.39,19.16,755.94,-0.36,314.93,7.48
81977,16.173,-7.15,-23.824,2.96,313.42,19.11,755.76,-0.43,314.74,7.47
81978,16.166,-7.183,-23.826,2.95,313.41,19.07,755.74,-0.55,314.84,7.46
81979,16.136,-7.189,-23.827,2.95,313.37,19.09,755.84,-0.69,313.53,7.36
81980,16.14,-7.188,-23.827,2.95,313.38,19.09,755.77,-0.76,312.15,7.37
81981,16.164,-7.211,-23.826,2.95,313.41,19.03,755.71,-0.82,311.72,7.36
81982,16.132,-7.219,-23.826,2.94,313.37,19.06,755.75,-0.83,311.89,7.35
81983,16.125,-7.217,-23.827,2.94,313.36,19.07,755.83,-0.79,311.16,7.29
81984,16.125,-7.216,-23.825,2.94,313.36,19.07,755.78,-0.73,310.99,7.3
81985,16.143,-7.215,-23.824,2.94,313.4,19.05,755.61,-0.76,311.79,7.33
81986,16.107,-7.214,-23.823,2.95,313.38,19.09,755.45,-0.71,312.1,7.32
81987,16.099,-7.242,-23.824,2.94,313.38,19.06,755.35,-0.6,312.37,7.3
81988,16.123,-7.244,-23.824,2.94,313.44,19.03,755.14,-0.74,313.2,7.27
81989,16.078,-7.245,-23.823,2.94,313.4,19.08,755.01,-0.81,313.61,7.35
81990,16.042,-7.243,-23.823,2.94,313.37,19.13,754.94,-0.75,314.68,7.43
81991,16.053,-7.261,-23.823,2.94,313.4,19.09,754.78,-0.81,316.24,7.51
81992,16.001,-7.264,-23.823,2.94,313.38,19.15,754.52,-0.9,317.65,7.54
81993,15.962,-7.264,-23.823,2.94,313.36,19.2,754.28,-0.93,317.87,7.61
81994,15.968,-7.266,-23.824,2.94,313.39,19.19,754.11,-0.87,318.25,7.71
81995,15.91,-7.262,-23.823,2.94,313.35,19.27,753.94,-0.87,318.22,7.76
81996,15.891,-7.288,-23.822,2.94,313.35,19.25,753.72,-0.94,318.06,7.86
81997,15.915,-7.292,-23.823,2.93,313.39,19.22,753.63,-0.69,318.07,7.92
81998,15.884,-7.294,-23.825,2.93,313.36,19.25,753.63,-0.44,318.06,7.97
81999,15.881,-7.323,-23.825,2.93,313.36,19.21,753.57,-0.4,317.92,7.93
82000,15.911,-7.326,-23.826,2.93,313.39,19.17,753.6,-0.41,318.25,7.85
82001,15.886,-7.349,-23.825,2.92,313.36,19.17,753.61,-0.33,317.73,7.67
82002,15.94,-7.373,-23.824,2.92,313.41,19.07,753.68,-0.28,316.63,7.59
82003,15.909,-7.375,-23.823,2.92,313.37,19.1,753.72,-0.21,316.09,7.48
82004,15.909,-7.406,-23.824,2.91,313.37,19.06,753.72,-0.28,315.49,7.44
82005,15.942,-7.439,-23.826,2.9,313.41,18.97,753.71,-0.3,314.69,7.44
82006,15.935,-7.438,-23.825,2.9,313.4,18.98,753.77,-0.27,314.19,7.44
82007,15.932,-7.456,-23.824,2.9,313.39,18.95,753.79,-0.13,314.11,7.33
82008,15.947,-7.485,-23.825,2.89,313.4,18.89,753.83,-0.17,313,7.28
82009,15.992,-7.486,-23.825,2.89,313.44,18.84,753.93,-0.2,311.48,7.25
82010,15.958,-7.512,-23.825,2.88,313.4,18.84,753.97,-0.22,310.62,7.17
82011,16,-7.545,-23.825,2.88,313.43,18.74,754.03,-0.36,309.98,7.12
82012,15.994,-7.569,-23.825,2.87,313.42,18.71,754.08,-0.46,309,7.06
82013,15.981,-7.569,-23.825,2.87,313.41,18.73,754.08,-0.43,308.67,7.08
82014,16.033,-7.566,-23.825,2.87,313.46,18.67,754.09,-0.36,308.32,7.08
82015,16.019,-7.569,-23.826,2.87,313.46,18.68,754.02,-0.42,307.56,6.98
82016,15.997,-7.568,-23.825,2.87,313.44,18.71,753.93,-0.44,307.17,6.9
82017,16.047,-7.562,-23.824,2.87,313.5,18.66,753.91,-0.33,307.19,6.94
82018,15.987,-7.54,-23.824,2.88,313.43,18.76,753.93,-0.26,307.76,7.03
82019,15.987,-7.534,-23.824,2.88,313.43,18.77,753.92,-0.27,308.91,7.1
82020,15.983,-7.534,-23.823,2.88,313.43,18.78,753.91,-0.23,309.3,7.05
82021,15.997,-7.539,-23.823,2.88,313.45,18.75,753.9,-0.11,309.35,7.11
82022,16.011,-7.544,-23.824,2.88,313.46,18.73,753.94,-0.03,309.28,7.18
82023,15.984,-7.546,-23.824,2.88,313.45,18.76,753.75,0.1,309.99,7.25
82024,15.964,-7.545,-23.823,2.88,313.44,18.78,753.69,0.23,310.11,7.28
82025,15.959,-7.544,-23.824,2.88,313.45,18.79,753.56,0.2,310.53,7.3
82026,15.982,-7.546,-23.824,2.88,313.48,18.76,753.48,0.05,310.34,7.33
82027,15.99,-7.568,-23.824,2.87,313.47,18.72,753.61,-0.03,309.82,7.38
