IEPOX-SOA	LO-OOA	MO-OOA	BBOA	ISOPOOH-SOA	T_series_start	T_series_end
					6-6-2013 09:48	6-6-2013 09:52
					6-6-2013 09:52	6-6-2013 09:56
					6-6-2013 09:56	6-6-2013 10:00
0.0910991	0.916169	0.663309	0.0248688		6-6-2013 10:00	6-6-2013 10:04
0.0884955	0.943992	0.742664	0		6-6-2013 10:04	6-6-2013 10:08
					6-6-2013 10:08	6-6-2013 10:12
0.10282	0.842708	0.700509	0.0292188		6-6-2013 10:12	6-6-2013 10:16
0.109306	0.864731	0.692809	0.00465		6-6-2013 10:16	6-6-2013 10:20
0.092045	0.790423	0.672173	0		6-6-2013 10:20	6-6-2013 10:24
					6-6-2013 10:24	6-6-2013 10:28
					6-6-2013 10:28	6-6-2013 10:32
					6-6-2013 10:32	6-6-2013 10:36
					6-6-2013 10:36	6-6-2013 10:40
					6-6-2013 10:40	6-6-2013 10:44
					6-6-2013 10:44	6-6-2013 10:48
					6-6-2013 10:48	6-6-2013 10:52
					6-6-2013 10:52	6-6-2013 10:56
					6-6-2013 10:56	6-6-2013 11:00
0.118162	1.02716	0.886264	0.0463563		6-6-2013 11:00	6-6-2013 11:04
0.122126	1.09271	0.821082	0.00931875		6-6-2013 11:04	6-6-2013 11:08
					6-6-2013 11:08	6-6-2013 11:12
0.125441	1.01785	0.923755	0.05495		6-6-2013 11:12	6-6-2013 11:16
0.132622	0.940308	0.871236	0.0623437		6-6-2013 11:16	6-6-2013 11:20
0.144838	0.997354	0.917882	0.0312937		6-6-2013 11:20	6-6-2013 11:24
					6-6-2013 11:24	6-6-2013 11:28
					6-6-2013 11:28	6-6-2013 11:32
					6-6-2013 11:32	6-6-2013 11:36
					6-6-2013 11:36	6-6-2013 11:40
					6-6-2013 11:40	6-6-2013 11:44
					6-6-2013 11:44	6-6-2013 11:48
					6-6-2013 11:48	6-6-2013 11:52
					6-6-2013 11:52	6-6-2013 11:56
					6-6-2013 11:56	6-6-2013 12:00
0.137901	0.820754	0.830164	0.0731375		6-6-2013 12:00	6-6-2013 12:04
0.142117	0.867769	0.887882	0		6-6-2013 12:04	6-6-2013 12:08
					6-6-2013 12:08	6-6-2013 12:12
0.167793	0.698708	0.702827	0.0185125		6-6-2013 12:12	6-6-2013 12:16
0.156874	0.706069	0.783273	0.0362375		6-6-2013 12:16	6-6-2013 12:20
0.198279	0.783846	0.868927	0.00990625		6-6-2013 12:20	6-6-2013 12:24
					6-6-2013 12:24	6-6-2013 12:28
					6-6-2013 12:28	6-6-2013 12:32
					6-6-2013 12:32	6-6-2013 12:36
					6-6-2013 12:36	6-6-2013 12:40
					6-6-2013 12:40	6-6-2013 12:44
					6-6-2013 12:44	6-6-2013 12:48
					6-6-2013 12:48	6-6-2013 12:52
					6-6-2013 12:52	6-6-2013 12:56
					6-6-2013 12:56	6-6-2013 13:00
0.356811	0.611862	0.982382	0.07405		6-6-2013 13:00	6-6-2013 13:04
0.378577	0.600585	1.02272	0.0061		6-6-2013 13:04	6-6-2013 13:08
					6-6-2013 13:08	6-6-2013 13:12
0.421973	0.466015	1.0119	0.039		6-6-2013 13:12	6-6-2013 13:16
0.459622	0.420685	1.02718	0.0414062		6-6-2013 13:16	6-6-2013 13:20
0.425532	0.494846	1.05515	0		6-6-2013 13:20	6-6-2013 13:24
					6-6-2013 13:24	6-6-2013 13:28
					6-6-2013 13:28	6-6-2013 13:32
					6-6-2013 13:32	6-6-2013 13:36
					6-6-2013 13:36	6-6-2013 13:40
					6-6-2013 13:40	6-6-2013 13:44
					6-6-2013 13:44	6-6-2013 13:48
					6-6-2013 13:48	6-6-2013 13:52
					6-6-2013 13:52	6-6-2013 13:56
					6-6-2013 13:56	6-6-2013 14:00
0.529532	0.709923	1.23556	0.0641312		6-6-2013 14:00	6-6-2013 14:04
0.635757	0.636277	1.45897	0.019875		6-6-2013 14:04	6-6-2013 14:08
					6-6-2013 14:08	6-6-2013 14:12
0.629243	0.651708	1.26918	0.0668562		6-6-2013 14:12	6-6-2013 14:16
0.674982	0.589623	1.33585	0.084675		6-6-2013 14:16	6-6-2013 14:20
0.66882	0.460823	1.39433	0.0270688		6-6-2013 14:20	6-6-2013 14:24
					6-6-2013 14:24	6-6-2013 14:28
					6-6-2013 14:28	6-6-2013 14:32
					6-6-2013 14:32	6-6-2013 14:36
					6-6-2013 14:36	6-6-2013 14:40
					6-6-2013 14:40	6-6-2013 14:44
					6-6-2013 14:44	6-6-2013 14:48
					6-6-2013 14:48	6-6-2013 14:52
					6-6-2013 14:52	6-6-2013 14:56
					6-6-2013 14:56	6-6-2013 15:00
0.817333	0.643654	1.29199	0.100531		6-6-2013 15:00	6-6-2013 15:04
0.769748	0.8617	1.29683	0.0250125		6-6-2013 15:04	6-6-2013 15:08
					6-6-2013 15:08	6-6-2013 15:12
0.969613	0.600385	1.52637	0.0932937		6-6-2013 15:12	6-6-2013 15:16
0.962243	0.590446	1.60912	0.0469875		6-6-2013 15:16	6-6-2013 15:20
1.09881	0.603669	1.58931	0.0261063		6-6-2013 15:20	6-6-2013 15:24
					6-6-2013 15:24	6-6-2013 15:28
					6-6-2013 15:28	6-6-2013 15:32
					6-6-2013 15:32	6-6-2013 15:36
					6-6-2013 15:36	6-6-2013 15:40
					6-6-2013 15:40	6-6-2013 15:44
					6-6-2013 15:44	6-6-2013 15:48
					6-6-2013 15:48	6-6-2013 15:52
					6-6-2013 15:52	6-6-2013 15:56
					6-6-2013 15:56	6-6-2013 16:00
1.27244	0.606569	1.84448	0.121963		6-6-2013 16:00	6-6-2013 16:04
1.30853	0.587	2.12102	0.00903125		6-6-2013 16:04	6-6-2013 16:08
					6-6-2013 16:08	6-6-2013 16:12
1.26588	0.596415	1.85333	0.110787		6-6-2013 16:12	6-6-2013 16:16
1.33262	0.497508	2.14635	0.112187		6-6-2013 16:16	6-6-2013 16:20
1.39074	0.593431	1.87888	0.07305		6-6-2013 16:20	6-6-2013 16:24
					6-6-2013 16:24	6-6-2013 16:28
					6-6-2013 16:28	6-6-2013 16:32
					6-6-2013 16:32	6-6-2013 16:36
					6-6-2013 16:36	6-6-2013 16:40
					6-6-2013 16:40	6-6-2013 16:44
					6-6-2013 16:44	6-6-2013 16:48
					6-6-2013 16:48	6-6-2013 16:52
					6-6-2013 16:52	6-6-2013 16:56
					6-6-2013 16:56	6-6-2013 17:00
1.3988	0.529	2.11892	0.173719		6-6-2013 17:00	6-6-2013 17:04
1.28165	0.712208	1.9749	0.0763125		6-6-2013 17:04	6-6-2013 17:08
					6-6-2013 17:08	6-6-2013 17:12
1.07459	1.61399	1.28281	0.256531		6-6-2013 17:12	6-6-2013 17:16
1.22933	0.7216	2.26819	0.126194		6-6-2013 17:16	6-6-2013 17:20
1.23093	0.673692	2.35015	0.0782812		6-6-2013 17:20	6-6-2013 17:24
					6-6-2013 17:24	6-6-2013 17:28
					6-6-2013 17:28	6-6-2013 17:32
					6-6-2013 17:32	6-6-2013 17:36
					6-6-2013 17:36	6-6-2013 17:40
					6-6-2013 17:40	6-6-2013 17:44
					6-6-2013 17:44	6-6-2013 17:48
					6-6-2013 17:48	6-6-2013 17:52
					6-6-2013 17:52	6-6-2013 17:56
					6-6-2013 17:56	6-6-2013 18:00
1.26986	0.671054	2.36897	0.193531		6-6-2013 18:00	6-6-2013 18:04
1.22881	0.734662	2.41643	0.076775		6-6-2013 18:04	6-6-2013 18:08
					6-6-2013 18:08	6-6-2013 18:12
1.1368	0.7388	2.24149	0.172575		6-6-2013 18:12	6-6-2013 18:16
1.11524	0.570362	2.45555	0.12125		6-6-2013 18:16	6-6-2013 18:20
1.11148	0.659762	2.37205	0.05805		6-6-2013 18:20	6-6-2013 18:24
					6-6-2013 18:24	6-6-2013 18:28
					6-6-2013 18:28	6-6-2013 18:32
					6-6-2013 18:32	6-6-2013 18:36
					6-6-2013 18:36	6-6-2013 18:40
					6-6-2013 18:40	6-6-2013 18:44
					6-6-2013 18:44	6-6-2013 18:48
					6-6-2013 18:48	6-6-2013 18:52
					6-6-2013 18:52	6-6-2013 18:56
					6-6-2013 18:56	6-6-2013 19:00
1.48585	0.664292	2.27039	0.160487		6-6-2013 19:00	6-6-2013 19:04
1.42263	0.796323	2.13275	0.0323		6-6-2013 19:04	6-6-2013 19:08
					6-6-2013 19:08	6-6-2013 19:12
1.42858	0.719138	2.01501	0.189569		6-6-2013 19:12	6-6-2013 19:16
1.36237	0.642454	2.07631	0.158544		6-6-2013 19:16	6-6-2013 19:20
1.43214	0.539954	2.09097	0.111956		6-6-2013 19:20	6-6-2013 19:24
					6-6-2013 19:24	6-6-2013 19:28
					6-6-2013 19:28	6-6-2013 19:32
					6-6-2013 19:32	6-6-2013 19:36
					6-6-2013 19:36	6-6-2013 19:40
					6-6-2013 19:40	6-6-2013 19:44
					6-6-2013 19:44	6-6-2013 19:48
					6-6-2013 19:48	6-6-2013 19:52
					6-6-2013 19:52	6-6-2013 19:56
					6-6-2013 19:56	6-6-2013 20:00
0.339631	0.149985	1.29038	0.0922312		6-6-2013 20:00	6-6-2013 20:04
0.494171	0.286754	1.47543	0.0120563		6-6-2013 20:04	6-6-2013 20:08
					6-6-2013 20:08	6-6-2013 20:12
0.272189	0.211808	0.862318	0.0744063		6-6-2013 20:12	6-6-2013 20:16
0.256955	0.103792	0.833564	0.0316062		6-6-2013 20:16	6-6-2013 20:20
0.217856	0.141277	0.653045	0.00830625		6-6-2013 20:20	6-6-2013 20:24
					6-6-2013 20:24	6-6-2013 20:28
					6-6-2013 20:28	6-6-2013 20:32
					6-6-2013 20:32	6-6-2013 20:36
					6-6-2013 20:36	6-6-2013 20:40
					6-6-2013 20:40	6-6-2013 20:44
					6-6-2013 20:44	6-6-2013 20:48
					6-6-2013 20:48	6-6-2013 20:52
					6-6-2013 20:52	6-6-2013 20:56
					6-6-2013 20:56	6-6-2013 21:00
0.158117	0.381062	0.474182	0.0321187		6-6-2013 21:00	6-6-2013 21:04
0.149964	0.387146	0.4917	0.025925		6-6-2013 21:04	6-6-2013 21:08
					6-6-2013 21:08	6-6-2013 21:12
0.174315	0.387846	0.5368	0.03205		6-6-2013 21:12	6-6-2013 21:16
0.167423	0.398385	0.545691	0.0361937		6-6-2013 21:16	6-6-2013 21:20
0.19873	0.381223	0.693373	0.0048375		6-6-2013 21:20	6-6-2013 21:24
					6-6-2013 21:24	6-6-2013 21:28
					6-6-2013 21:28	6-6-2013 21:32
					6-6-2013 21:32	6-6-2013 21:36
					6-6-2013 21:36	6-6-2013 21:40
					6-6-2013 21:40	6-6-2013 21:44
					6-6-2013 21:44	6-6-2013 21:48
					6-6-2013 21:48	6-6-2013 21:52
					6-6-2013 21:52	6-6-2013 21:56
					6-6-2013 21:56	6-6-2013 22:00
0.168748	0.406869	0.590064	0.02745		6-6-2013 22:00	6-6-2013 22:04
0.157838	0.413754	0.598255	0		6-6-2013 22:04	6-6-2013 22:08
					6-6-2013 22:08	6-6-2013 22:12
0.101423	0.353023	0.411264	0.0151375		6-6-2013 22:12	6-6-2013 22:16
0.156541	0.388185	0.612291	0.0208813		6-6-2013 22:16	6-6-2013 22:20
0.190757	0.371762	0.611264	0		6-6-2013 22:20	6-6-2013 22:24
					6-6-2013 22:24	6-6-2013 22:28
					6-6-2013 22:28	6-6-2013 22:32
					6-6-2013 22:32	6-6-2013 22:36
					6-6-2013 22:36	6-6-2013 22:40
					6-6-2013 22:40	6-6-2013 22:44
					6-6-2013 22:44	6-6-2013 22:48
					6-6-2013 22:48	6-6-2013 22:52
					6-6-2013 22:52	6-6-2013 22:56
					6-6-2013 22:56	6-6-2013 23:00
0.110892	0.467446	0.534336	0.0331625		6-6-2013 23:00	6-6-2013 23:04
0.105216	0.425531	0.5495	0		6-6-2013 23:04	6-6-2013 23:08
					6-6-2013 23:08	6-6-2013 23:12
0.151135	0.563738	0.586118	0.00979375		6-6-2013 23:12	6-6-2013 23:16
0.141135	0.481585	0.648509	0.0224125		6-6-2013 23:16	6-6-2013 23:20
0.105874	0.494831	0.550418	0		6-6-2013 23:20	6-6-2013 23:24
					6-6-2013 23:24	6-6-2013 23:28
					6-6-2013 23:28	6-6-2013 23:32
					6-6-2013 23:32	6-6-2013 23:36
					6-6-2013 23:36	6-6-2013 23:40
					6-6-2013 23:40	6-6-2013 23:44
					6-6-2013 23:44	6-6-2013 23:48
					6-6-2013 23:48	6-6-2013 23:52
					6-6-2013 23:52	6-6-2013 23:56
					6-6-2013 23:56	7-6-2013 00:00
0.145784	0.678277	0.625118	0.0151		7-6-2013 00:00	7-6-2013 00:04
0.191432	0.643992	0.728991	0		7-6-2013 00:04	7-6-2013 00:08
					7-6-2013 00:08	7-6-2013 00:12
0.15164	0.627092	0.668855	0.0177063		7-6-2013 00:12	7-6-2013 00:16
0.172982	0.620262	0.667155	0.0137875		7-6-2013 00:16	7-6-2013 00:20
0.200387	0.583638	0.783436	0		7-6-2013 00:20	7-6-2013 00:24
					7-6-2013 00:24	7-6-2013 00:28
					7-6-2013 00:28	7-6-2013 00:32
					7-6-2013 00:32	7-6-2013 00:36
					7-6-2013 00:36	7-6-2013 00:40
					7-6-2013 00:40	7-6-2013 00:44
					7-6-2013 00:44	7-6-2013 00:48
					7-6-2013 00:48	7-6-2013 00:52
					7-6-2013 00:52	7-6-2013 00:56
					7-6-2013 00:56	7-6-2013 01:00
0.255288	0.679546	0.848073	0.0638125		7-6-2013 01:00	7-6-2013 01:04
0.306153	0.679162	0.9734	0.00228125		7-6-2013 01:04	7-6-2013 01:08
					7-6-2013 01:08	7-6-2013 01:12
0.238568	0.803892	0.848755	0.102906		7-6-2013 01:12	7-6-2013 01:16
0.270892	0.719723	0.904291	0.0363438		7-6-2013 01:16	7-6-2013 01:20
0.272027	0.6113	0.850291	0		7-6-2013 01:20	7-6-2013 01:24
					7-6-2013 01:24	7-6-2013 01:28
					7-6-2013 01:28	7-6-2013 01:32
					7-6-2013 01:32	7-6-2013 01:36
					7-6-2013 01:36	7-6-2013 01:40
					7-6-2013 01:40	7-6-2013 01:44
					7-6-2013 01:44	7-6-2013 01:48
					7-6-2013 01:48	7-6-2013 01:52
					7-6-2013 01:52	7-6-2013 01:56
					7-6-2013 01:56	7-6-2013 02:00
0.197847	1.21056	0.721809	0.0573563		7-6-2013 02:00	7-6-2013 02:04
0.224712	1.14594	0.704745	0.0124938		7-6-2013 02:04	7-6-2013 02:08
					7-6-2013 02:08	7-6-2013 02:12
0.209568	1.02061	0.782891	0.0381063		7-6-2013 02:12	7-6-2013 02:16
0.229459	1.00049	0.756545	0.0279875		7-6-2013 02:16	7-6-2013 02:20
0.23973	1.07016	0.852373	0.0024125		7-6-2013 02:20	7-6-2013 02:24
					7-6-2013 02:24	7-6-2013 02:28
					7-6-2013 02:28	7-6-2013 02:32
					7-6-2013 02:32	7-6-2013 02:36
					7-6-2013 02:36	7-6-2013 02:40
					7-6-2013 02:40	7-6-2013 02:44
					7-6-2013 02:44	7-6-2013 02:48
					7-6-2013 02:48	7-6-2013 02:52
					7-6-2013 02:52	7-6-2013 02:56
					7-6-2013 02:56	7-6-2013 03:00
0.207045	1.11092	0.821309	0.0577937		7-6-2013 03:00	7-6-2013 03:04
0.241054	1.04638	0.903618	0		7-6-2013 03:04	7-6-2013 03:08
					7-6-2013 03:08	7-6-2013 03:12
0.204234	1.06551	0.892064	0.0492813		7-6-2013 03:12	7-6-2013 03:16
0.184288	1.09117	0.885073	0.0146312		7-6-2013 03:16	7-6-2013 03:20
0.196532	1.17219	0.735127	0.0315813		7-6-2013 03:20	7-6-2013 03:24
					7-6-2013 03:24	7-6-2013 03:28
					7-6-2013 03:28	7-6-2013 03:32
					7-6-2013 03:32	7-6-2013 03:36
					7-6-2013 03:36	7-6-2013 03:40
					7-6-2013 03:40	7-6-2013 03:44
					7-6-2013 03:44	7-6-2013 03:48
					7-6-2013 03:48	7-6-2013 03:52
					7-6-2013 03:52	7-6-2013 03:56
					7-6-2013 03:56	7-6-2013 04:00
0.179919	1.28106	0.742955	0.0436187		7-6-2013 04:00	7-6-2013 04:04
0.200631	1.35353	0.779155	0		7-6-2013 04:04	7-6-2013 04:08
					7-6-2013 04:08	7-6-2013 04:12
0.174739	1.79845	0.742418	0.0557938		7-6-2013 04:12	7-6-2013 04:16
0.246523	1.75535	0.871427	0.090775		7-6-2013 04:16	7-6-2013 04:20
0.207297	1.95685	0.782309	0		7-6-2013 04:20	7-6-2013 04:24
					7-6-2013 04:24	7-6-2013 04:28
					7-6-2013 04:28	7-6-2013 04:32
					7-6-2013 04:32	7-6-2013 04:36
					7-6-2013 04:36	7-6-2013 04:40
					7-6-2013 04:40	7-6-2013 04:44
					7-6-2013 04:44	7-6-2013 04:48
					7-6-2013 04:48	7-6-2013 04:52
					7-6-2013 04:52	7-6-2013 04:56
					7-6-2013 04:56	7-6-2013 05:00
0.210568	1.86746	0.778182	0.0846375		7-6-2013 05:00	7-6-2013 05:04
0.193991	2.03145	0.745845	0		7-6-2013 05:04	7-6-2013 05:08
					7-6-2013 05:08	7-6-2013 05:12
0.147162	1.92433	0.730718	0.0506312		7-6-2013 05:12	7-6-2013 05:16
0.179243	2.03907	0.676791	0.0635938		7-6-2013 05:16	7-6-2013 05:20
0.188369	1.84355	0.679945	0.0289687		7-6-2013 05:20	7-6-2013 05:24
					7-6-2013 05:24	7-6-2013 05:28
					7-6-2013 05:28	7-6-2013 05:32
					7-6-2013 05:32	7-6-2013 05:36
					7-6-2013 05:36	7-6-2013 05:40
					7-6-2013 05:40	7-6-2013 05:44
					7-6-2013 05:44	7-6-2013 05:48
					7-6-2013 05:48	7-6-2013 05:52
					7-6-2013 05:52	7-6-2013 05:56
					7-6-2013 05:56	7-6-2013 06:00
0.0893153	1.28429	0.458891	0.0659687		7-6-2013 06:00	7-6-2013 06:04
0.129856	1.29924	0.542018	0		7-6-2013 06:04	7-6-2013 06:08
					7-6-2013 06:08	7-6-2013 06:12
0.0759369	0.904385	0.356155	0.0393375		7-6-2013 06:12	7-6-2013 06:16
0.102541	0.957877	0.557964	0.0274		7-6-2013 06:16	7-6-2013 06:20
0.0826667	0.917746	0.444036	0.00849375		7-6-2013 06:20	7-6-2013 06:24
					7-6-2013 06:24	7-6-2013 06:28
					7-6-2013 06:28	7-6-2013 06:32
					7-6-2013 06:32	7-6-2013 06:36
					7-6-2013 06:36	7-6-2013 06:40
					7-6-2013 06:40	7-6-2013 06:44
					7-6-2013 06:44	7-6-2013 06:48
					7-6-2013 06:48	7-6-2013 06:52
					7-6-2013 06:52	7-6-2013 06:56
					7-6-2013 06:56	7-6-2013 07:00
0.132568	1.14994	0.625336	0.0866563		7-6-2013 07:00	7-6-2013 07:04
0.153063	1.43781	0.696591	0.0157		7-6-2013 07:04	7-6-2013 07:08
					7-6-2013 07:08	7-6-2013 07:12
0.14827	1.33588	0.752045	0.114156		7-6-2013 07:12	7-6-2013 07:16
0.148901	1.15137	0.623418	0.0901625		7-6-2013 07:16	7-6-2013 07:20
0.146243	1.31587	0.849845	0.0273563		7-6-2013 07:20	7-6-2013 07:24
					7-6-2013 07:24	7-6-2013 07:28
					7-6-2013 07:28	7-6-2013 07:32
					7-6-2013 07:32	7-6-2013 07:36
					7-6-2013 07:36	7-6-2013 07:40
					7-6-2013 07:40	7-6-2013 07:44
					7-6-2013 07:44	7-6-2013 07:48
					7-6-2013 07:48	7-6-2013 07:52
					7-6-2013 07:52	7-6-2013 07:56
					7-6-2013 07:56	7-6-2013 08:00
0.260045	1.79902	1.20245	0.106769		7-6-2013 08:00	7-6-2013 08:04
0.254613	1.77498	1.19409	0.0168313		7-6-2013 08:04	7-6-2013 08:08
					7-6-2013 08:08	7-6-2013 08:12
0.22855	1.69774	1.17104	0.0699562		7-6-2013 08:12	7-6-2013 08:16
0.22473	1.83609	1.22759	0.0852562		7-6-2013 08:16	7-6-2013 08:20
0.215315	1.61992	1.12665	0.0384		7-6-2013 08:20	7-6-2013 08:24
					7-6-2013 08:24	7-6-2013 08:28
					7-6-2013 08:28	7-6-2013 08:32
					7-6-2013 08:32	7-6-2013 08:36
					7-6-2013 08:36	7-6-2013 08:40
					7-6-2013 08:40	7-6-2013 08:44
					7-6-2013 08:44	7-6-2013 08:48
					7-6-2013 08:48	7-6-2013 08:52
					7-6-2013 08:52	7-6-2013 08:56
					7-6-2013 08:56	7-6-2013 09:00
0.361991	1.96852	1.72092	0.2002		7-6-2013 09:00	7-6-2013 09:04
0.345829	2.07851	1.7669	0.0387687		7-6-2013 09:04	7-6-2013 09:08
					7-6-2013 09:08	7-6-2013 09:12
0.401919	1.96992	1.71623	0.171394		7-6-2013 09:12	7-6-2013 09:16
0.335036	1.97874	1.8193	0.192131		7-6-2013 09:16	7-6-2013 09:20
0.341883	2.15318	1.81284	0.140769		7-6-2013 09:20	7-6-2013 09:24
					7-6-2013 09:24	7-6-2013 09:28
					7-6-2013 09:28	7-6-2013 09:32
					7-6-2013 09:32	7-6-2013 09:36
					7-6-2013 09:36	7-6-2013 09:40
					7-6-2013 09:40	7-6-2013 09:44
					7-6-2013 09:44	7-6-2013 09:48
					7-6-2013 09:48	7-6-2013 09:52
					7-6-2013 09:52	7-6-2013 09:56
					7-6-2013 09:56	7-6-2013 10:00
0.441045	1.85222	2.00665	0.196281		7-6-2013 10:00	7-6-2013 10:04
0.493811	2.02218	2.05492	0.0707438		7-6-2013 10:04	7-6-2013 10:08
					7-6-2013 10:08	7-6-2013 10:12
0.508766	2.028	2.14865	0.232262		7-6-2013 10:12	7-6-2013 10:16
0.518189	1.97749	2.41235	0.161106		7-6-2013 10:16	7-6-2013 10:20
0.562487	1.94504	2.49855	0.217356		7-6-2013 10:20	7-6-2013 10:24
					7-6-2013 10:24	7-6-2013 10:28
					7-6-2013 10:28	7-6-2013 10:32
					7-6-2013 10:32	7-6-2013 10:36
					7-6-2013 10:36	7-6-2013 10:40
					7-6-2013 10:40	7-6-2013 10:44
					7-6-2013 10:44	7-6-2013 10:48
					7-6-2013 10:48	7-6-2013 10:52
					7-6-2013 10:52	7-6-2013 10:56
					7-6-2013 10:56	7-6-2013 11:00
0.590315	1.70385	3.1711	0.165287		7-6-2013 11:00	7-6-2013 11:04
0.667063	1.59685	3.38671	0.0675375		7-6-2013 11:04	7-6-2013 11:08
					7-6-2013 11:08	7-6-2013 11:12
0.646117	1.58038	3.16509	0.25405		7-6-2013 11:12	7-6-2013 11:16
0.625072	1.75146	3.03273	0.188931		7-6-2013 11:16	7-6-2013 11:20
0.630883	1.76154	3.36735	0.0894937		7-6-2013 11:20	7-6-2013 11:24
					7-6-2013 11:24	7-6-2013 11:28
					7-6-2013 11:28	7-6-2013 11:32
					7-6-2013 11:32	7-6-2013 11:36
					7-6-2013 11:36	7-6-2013 11:40
					7-6-2013 11:40	7-6-2013 11:44
					7-6-2013 11:44	7-6-2013 11:48
					7-6-2013 11:48	7-6-2013 11:52
					7-6-2013 11:52	7-6-2013 11:56
					7-6-2013 11:56	7-6-2013 12:00
0.137892	0.651738	0.871464	0.0326375		7-6-2013 12:00	7-6-2013 12:04
0.0948739	0.407946	0.576191	0.0029375		7-6-2013 12:04	7-6-2013 12:08
					7-6-2013 12:08	7-6-2013 12:12
0.0892973	0.226515	0.421964	0.0312875		7-6-2013 12:12	7-6-2013 12:16
0.0715495	0.200831	0.378982	0.02195		7-6-2013 12:16	7-6-2013 12:20
0.103622	0.147162	0.406355	0.0046375		7-6-2013 12:20	7-6-2013 12:24
					7-6-2013 12:24	7-6-2013 12:28
					7-6-2013 12:28	7-6-2013 12:32
					7-6-2013 12:32	7-6-2013 12:36
					7-6-2013 12:36	7-6-2013 12:40
					7-6-2013 12:40	7-6-2013 12:44
					7-6-2013 12:44	7-6-2013 12:48
					7-6-2013 12:48	7-6-2013 12:52
					7-6-2013 12:52	7-6-2013 12:56
					7-6-2013 12:56	7-6-2013 13:00
0.11527	0.270569	0.504745	0.0335375		7-6-2013 13:00	7-6-2013 13:04
0.110613	0.338085	0.501109	0.00360625		7-6-2013 13:04	7-6-2013 13:08
					7-6-2013 13:08	7-6-2013 13:12
0.107171	0.324862	0.546336	0.0203625		7-6-2013 13:12	7-6-2013 13:16
0.116793	0.400762	0.512082	0.00888125		7-6-2013 13:16	7-6-2013 13:20
0.110514	0.345785	0.602545	0		7-6-2013 13:20	7-6-2013 13:24
					7-6-2013 13:24	7-6-2013 13:28
					7-6-2013 13:28	7-6-2013 13:32
					7-6-2013 13:32	7-6-2013 13:36
					7-6-2013 13:36	7-6-2013 13:40
					7-6-2013 13:40	7-6-2013 13:44
					7-6-2013 13:44	7-6-2013 13:48
					7-6-2013 13:48	7-6-2013 13:52
					7-6-2013 13:52	7-6-2013 13:56
					7-6-2013 13:56	7-6-2013 14:00
0.42391	0.387092	1.70132	0.091725		7-6-2013 14:00	7-6-2013 14:04
0.433342	0.421231	1.85839	0		7-6-2013 14:04	7-6-2013 14:08
					7-6-2013 14:08	7-6-2013 14:12
0.331541	0.506731	1.37039	0.0694375		7-6-2013 14:12	7-6-2013 14:16
0.36318	0.499423	1.68264	0.0908187		7-6-2013 14:16	7-6-2013 14:20
0.422306	0.456238	1.71805	0.0254937		7-6-2013 14:20	7-6-2013 14:24
					7-6-2013 14:24	7-6-2013 14:28
					7-6-2013 14:28	7-6-2013 14:32
					7-6-2013 14:32	7-6-2013 14:36
					7-6-2013 14:36	7-6-2013 14:40
					7-6-2013 14:40	7-6-2013 14:44
					7-6-2013 14:44	7-6-2013 14:48
					7-6-2013 14:48	7-6-2013 14:52
					7-6-2013 14:52	7-6-2013 14:56
					7-6-2013 14:56	7-6-2013 15:00
0.407144	0.394792	1.92904	0.104831		7-6-2013 15:00	7-6-2013 15:04
0.488838	0.5066	1.89589	0.0149188		7-6-2013 15:04	7-6-2013 15:08
					7-6-2013 15:08	7-6-2013 15:12
0.491081	0.342646	2.10536	0.0830313		7-6-2013 15:12	7-6-2013 15:16
0.473054	0.378177	2.03913	0.079525		7-6-2013 15:16	7-6-2013 15:20
0.456766	0.466569	1.96005	0.0649313		7-6-2013 15:20	7-6-2013 15:24
					7-6-2013 15:24	7-6-2013 15:28
					7-6-2013 15:28	7-6-2013 15:32
					7-6-2013 15:32	7-6-2013 15:36
					7-6-2013 15:36	7-6-2013 15:40
					7-6-2013 15:40	7-6-2013 15:44
					7-6-2013 15:44	7-6-2013 15:48
					7-6-2013 15:48	7-6-2013 15:52
					7-6-2013 15:52	7-6-2013 15:56
					7-6-2013 15:56	7-6-2013 16:00
0.579468	0.126392	2.38542	0.097075		7-6-2013 16:00	7-6-2013 16:04
0.649045	0.165031	2.27873	0.00363125		7-6-2013 16:04	7-6-2013 16:08
					7-6-2013 16:08	7-6-2013 16:12
0.709189	0.0320385	2.97984	0.119806		7-6-2013 16:12	7-6-2013 16:16
0.653937	0.138085	2.60735	0.0876813		7-6-2013 16:16	7-6-2013 16:20
0.676351	0.142669	2.65073	0.114812		7-6-2013 16:20	7-6-2013 16:24
					7-6-2013 16:24	7-6-2013 16:28
					7-6-2013 16:28	7-6-2013 16:32
					7-6-2013 16:32	7-6-2013 16:36
					7-6-2013 16:36	7-6-2013 16:40
					7-6-2013 16:40	7-6-2013 16:44
					7-6-2013 16:44	7-6-2013 16:48
					7-6-2013 16:48	7-6-2013 16:52
					7-6-2013 16:52	7-6-2013 16:56
					7-6-2013 16:56	7-6-2013 17:00
					7-6-2013 17:00	7-6-2013 17:04
					7-6-2013 17:04	7-6-2013 17:08
					7-6-2013 17:08	7-6-2013 17:12
					7-6-2013 17:12	7-6-2013 17:16
					7-6-2013 17:16	7-6-2013 17:20
					7-6-2013 17:20	7-6-2013 17:24
					7-6-2013 17:24	7-6-2013 17:28
					7-6-2013 17:28	7-6-2013 17:32
