IEPOX-SOA	LO-OOA	MO-OOA	BBOA	ISOPOOH-SOA	T_series_start	T_series_end
1.214	1.11968	1.64461	0.0197344	0.16555	9-6-2013 01:48	9-6-2013 01:52
1.17238	1.11663	1.58989	0.0593352	0.204961	9-6-2013 01:52	9-6-2013 01:56
1.13187	1.13257	1.78204	0	0.0796129	9-6-2013 01:56	9-6-2013 02:00
1.1179	0.976254	1.75504	0.0923441	0.0998942	9-6-2013 02:00	9-6-2013 02:04
1.09871	1.11555	1.78718	0.203147	0.18896	9-6-2013 02:04	9-6-2013 02:08
1.12323	0.994428	1.75897	0.0720319	0.158436	9-6-2013 02:08	9-6-2013 02:12
1.13649	1.01938	1.55493	0.0651179	0.201428	9-6-2013 02:12	9-6-2013 02:16
1.08944	1.02388	1.56339	0.0688843	0.156501	9-6-2013 02:16	9-6-2013 02:20
1.11904	0.983085	1.53004	0.0724778	0.122591	9-6-2013 02:20	9-6-2013 02:24
1.10138	0.98129	1.3781	0.233221	0.116886	9-6-2013 02:24	9-6-2013 02:28
1.01942	1.06277	1.58113	0.0821228	0.069921	9-6-2013 02:28	9-6-2013 02:32
1.03613	1.05562	1.5774	0.0445934	0.0779645	9-6-2013 02:32	9-6-2013 02:36
1.09008	1.12426	1.38535	0.0525171	0.166919	9-6-2013 02:36	9-6-2013 02:40
1.14793	1.1796	1.50062	0.0560466	0.0752711	9-6-2013 02:40	9-6-2013 02:44
1.12952	1.18045	1.61982	0.0716105	0.0955253	9-6-2013 02:44	9-6-2013 02:48
1.15042	1.29856	1.66939	0.0834835	0.120985	9-6-2013 02:48	9-6-2013 02:52
1.21851	1.162	1.70698	0.255713	0.219174	9-6-2013 02:52	9-6-2013 02:56
1.16179	1.38838	1.46525	0.258418	0.197354	9-6-2013 02:56	9-6-2013 03:00
1.15785	1.39427	1.4711	0.15436	0.177714	9-6-2013 03:00	9-6-2013 03:04
1.22374	1.30314	1.55896	0.233778	0.0755875	9-6-2013 03:04	9-6-2013 03:08
1.1249	1.29535	1.63171	0.217926	0.146534	9-6-2013 03:08	9-6-2013 03:12
1.1603	1.26205	1.72008	0.169221	0.138001	9-6-2013 03:12	9-6-2013 03:16
1.10976	1.54724	1.5775	0.376827	0.109829	9-6-2013 03:16	9-6-2013 03:20
1.2076	1.17948	1.74758	0.181705	0.0912794	9-6-2013 03:20	9-6-2013 03:24
1.01367	1.25848	1.74638	0.284737	0.0959352	9-6-2013 03:24	9-6-2013 03:28
1.06339	1.33313	1.72481	0.126705	0.0873285	9-6-2013 03:28	9-6-2013 03:32
1.09391	1.01921	1.81439	0.605778	0.118698	9-6-2013 03:32	9-6-2013 03:36
1.00322	1.27214	1.64078	0.215541	0.122501	9-6-2013 03:36	9-6-2013 03:40
1.01384	1.09026	1.67504	0.243401	0.132681	9-6-2013 03:40	9-6-2013 03:44
1.08304	1.18816	1.63514	0.171295	0.116083	9-6-2013 03:44	9-6-2013 03:48
0.959826	1.09485	1.66657	0.289049	0.204313	9-6-2013 03:48	9-6-2013 03:52
0.89344	1.29514	1.59604	0.152639	0.232043	9-6-2013 03:52	9-6-2013 03:56
0.917215	1.2302	1.38787	0.134729	0.217215	9-6-2013 03:56	9-6-2013 04:00
0.76838	1.15754	1.61085	0.120778	0.077394	9-6-2013 04:00	9-6-2013 04:04
0.781565	1.23412	1.37517	0.040068	0.197797	9-6-2013 04:04	9-6-2013 04:08
0.70601	1.22473	1.14464	0.0913605	0.151796	9-6-2013 04:08	9-6-2013 04:12
0.636816	0.930392	1.46747	0.17577	0.11555	9-6-2013 04:12	9-6-2013 04:16
0.703913	1.08573	1.24912	0.129852	0.0828695	9-6-2013 04:16	9-6-2013 04:20
0.809214	1.00203	1.42062	0.153606	0.13905	9-6-2013 04:20	9-6-2013 04:24
0.756972	1.18023	1.1266	0.567966	0.114337	9-6-2013 04:24	9-6-2013 04:28
0.792688	1.17019	1.25698	0.131319	0.228256	9-6-2013 04:28	9-6-2013 04:32
0.756688	1.13403	1.46918	0.0970326	0.116673	9-6-2013 04:32	9-6-2013 04:36
0.790982	1.1294	1.40087	0.0849589	0.0803252	9-6-2013 04:36	9-6-2013 04:40
0.753134	1.16859	1.25053	0.101598	0.140395	9-6-2013 04:40	9-6-2013 04:44
0.747092	1.10051	1.26656	0.0775925	0.143165	9-6-2013 04:44	9-6-2013 04:48
0.703557	1.1934	1.0606	0.0812236	0.165452	9-6-2013 04:48	9-6-2013 04:52
0.693713	1.04733	1.21718	0.0787605	0.168616	9-6-2013 04:52	9-6-2013 04:56
0.631805	1.08798	1.15511	0.0479925	0.0630324	9-6-2013 04:56	9-6-2013 05:00
0.590865	1.10389	1.08982	0.172114	0.10655	9-6-2013 05:00	9-6-2013 05:04
0.481619	1.00528	1.20298	0.097631	0.105157	9-6-2013 05:04	9-6-2013 05:08
0.430514	1.04261	1.13154	0.0488622	0.100919	9-6-2013 05:08	9-6-2013 05:12
0.478882	0.935916	1.09889	0.139508	0.0779293	9-6-2013 05:12	9-6-2013 05:16
0.459372	0.979216	1.11793	0.131762	0.115173	9-6-2013 05:16	9-6-2013 05:20
0.50742	1.12874	1.00227	0	0.106198	9-6-2013 05:20	9-6-2013 05:24
0.440252	1.08702	1.03068	0.14086	0.113534	9-6-2013 05:24	9-6-2013 05:28
0.440785	1.08985	0.995107	0.0326557	0.096763	9-6-2013 05:28	9-6-2013 05:32
0.378131	1.13557	0.845791	0.0880818	0.108222	9-6-2013 05:32	9-6-2013 05:36
0.413385	1.04954	1.02735	0.0411901	0.025433	9-6-2013 05:36	9-6-2013 05:40
0.390711	1.08122	0.903385	0.00403368	0.0477446	9-6-2013 05:40	9-6-2013 05:44
0.372196	1.08709	0.823069	0.0637851	0.0300551	9-6-2013 05:44	9-6-2013 05:48
0.397712	1.09098	0.918106	0.021336	0.029465	9-6-2013 05:48	9-6-2013 05:52
0.399489	1.054	0.967368	0.0716614	0.0446569	9-6-2013 05:52	9-6-2013 05:56
0.4104	0.914849	1.03914	0.13486	0.0899925	9-6-2013 05:56	9-6-2013 06:00
0.395473	1.16629	0.790584	0.043018	0.0163936	9-6-2013 06:00	9-6-2013 06:04
0.322641	1.08202	1.02161	0.0889015	0.0548545	9-6-2013 06:04	9-6-2013 06:08
0.356097	1.10197	1.00477	0.0458352	0.0300371	9-6-2013 06:08	9-6-2013 06:12
0.35519	1.19547	0.84039	0.0318245	0.116214	9-6-2013 06:12	9-6-2013 06:16
0.355325	1.19824	0.802182	0.0328729	0.0850088	9-6-2013 06:16	9-6-2013 06:20
0.332094	1.11644	1.00368	0.0575319	0.0339666	9-6-2013 06:20	9-6-2013 06:24
0.346544	1.10875	0.872996	0.110852	0.0699382	9-6-2013 06:24	9-6-2013 06:28
0.370916	1.03572	1.04095	0.116467	0.0608603	9-6-2013 06:28	9-6-2013 06:32
0.371769	1.04672	0.966562	0.134623	0.0725956	9-6-2013 06:32	9-6-2013 06:36
0.339067	1.11109	1.00198	0.12041	0.0235953	9-6-2013 06:36	9-6-2013 06:40
0.435241	1.13757	0.861902	0.0892949	0.0475782	9-6-2013 06:40	9-6-2013 06:44
0.327293	1.06026	1.17063	0.0831638	0.00202043	9-6-2013 06:44	9-6-2013 06:48
0.284017	1.12222	0.997203	0.0778302	0.0685759	9-6-2013 06:48	9-6-2013 06:52
0.315679	1.09969	1.02695	0.105492	0.0763629	9-6-2013 06:52	9-6-2013 06:56
0.297358	1.15629	1.08871	0.019009	0.0390995	9-6-2013 06:56	9-6-2013 07:00
0.314801	1.132	0.934681	0.0781154	0.0605046	9-6-2013 07:00	9-6-2013 07:04
0.350609	1.0747	0.889833	0.10218	0.0539627	9-6-2013 07:04	9-6-2013 07:08
0.313973	1.00154	0.920162	0.0849917	0.072953	9-6-2013 07:08	9-6-2013 07:12
0.286015	1.13041	0.844289	0.0549007	0.0447602	9-6-2013 07:12	9-6-2013 07:16
0.278242	0.924851	0.905955	0.125901	0.0984434	9-6-2013 07:16	9-6-2013 07:20
0.288726	1.1161	0.75814	0.057636	0.0479135	9-6-2013 07:20	9-6-2013 07:24
0.236125	1.03449	0.777919	0.047368	0.108575	9-6-2013 07:24	9-6-2013 07:28
0.234107	1.05073	0.96902	0.0543597	0.0420561	9-6-2013 07:28	9-6-2013 07:32
0.245909	1.00215	0.986563	0.148852	0.0744694	9-6-2013 07:32	9-6-2013 07:36
0.314495	0.997373	1.01566	0.054313	0.057698	9-6-2013 07:36	9-6-2013 07:40
0.194535	1.0306	0.977756	0.0766491	0.0589398	9-6-2013 07:40	9-6-2013 07:44
0.258479	0.971654	0.820581	0.0699564	0.141239	9-6-2013 07:44	9-6-2013 07:48
0.26907	0.962001	0.904504	0.0236393	0.0372109	9-6-2013 07:48	9-6-2013 07:52
0.218125	0.99929	0.862567	0.067745	0.0961483	9-6-2013 07:52	9-6-2013 07:56
0.203572	0.982788	0.893783	0.0577638	0.0586209	9-6-2013 07:56	9-6-2013 08:00
0.211941	0.972107	0.898257	0	0	9-6-2013 08:00	9-6-2013 08:04
0.246798	0.917167	0.863958	0.0170262	0	9-6-2013 08:04	9-6-2013 08:08
0.192498	0.852155	0.883858	0.00991228	0.0116771	9-6-2013 08:08	9-6-2013 08:12
0.154628	0.968796	0.789859	0	0	9-6-2013 08:12	9-6-2013 08:16
0.20832	0.862697	0.739307	0	0.0369208	9-6-2013 08:16	9-6-2013 08:20
0.148715	0.950518	0.793385	0	0.0230215	9-6-2013 08:20	9-6-2013 08:24
0.170408	0.890437	0.804499	0.0433229	0.0312289	9-6-2013 08:24	9-6-2013 08:28
0.187018	0.951459	0.806635	0	0	9-6-2013 08:28	9-6-2013 08:32
0.169615	0.906311	0.848935	0.0554966	0.0315855	9-6-2013 08:32	9-6-2013 08:36
0.16363	0.791395	0.889894	0	0.00657849	9-6-2013 08:36	9-6-2013 08:40
0.142396	0.755588	0.798484	0	0.0446889	9-6-2013 08:40	9-6-2013 08:44
0.157098	0.605892	0.960809	0.0844917	0.0552242	9-6-2013 08:44	9-6-2013 08:48
0.113805	0.709325	0.798121	0	0.0433962	9-6-2013 08:48	9-6-2013 08:52
0.0978093	0.689722	0.700495	0.0829097	0.00595447	9-6-2013 08:52	9-6-2013 08:56
0.121315	0.618734	0.534553	0.049836	0.153968	9-6-2013 08:56	9-6-2013 09:00
0.167579	0.67005	0.610133	0.00325073	0.0726555	9-6-2013 09:00	9-6-2013 09:04
0.115906	0.656842	0.420341	0.0325081	0.0891482	9-6-2013 09:04	9-6-2013 09:08
0.13574	0.636716	0.476978	0	0.0999516	9-6-2013 09:08	9-6-2013 09:12
0.11899	0.574214	0.551219	0	0.0816785	9-6-2013 09:12	9-6-2013 09:16
0.0757398	0.538319	0.567461	0.00937539	0.0727391	9-6-2013 09:16	9-6-2013 09:20
0.0722428	0.414168	0.628582	0.0595376	0.112165	9-6-2013 09:20	9-6-2013 09:24
0.0775239	0.489408	0.419938	0.0154828	0.0920745	9-6-2013 09:24	9-6-2013 09:28
0.065295	0.430373	0.511821	0.016277	0.0652866	9-6-2013 09:28	9-6-2013 09:32
0.0224643	0.415248	0.468515	0.0467532	0.017105	9-6-2013 09:32	9-6-2013 09:36
0.0421381	0.376077	0.424422	0.0584688	0.082017	9-6-2013 09:36	9-6-2013 09:40
0	0.437238	0.528507	0	0.0509332	9-6-2013 09:40	9-6-2013 09:44
0	0.417235	0.477966	0	0.0979516	9-6-2013 09:44	9-6-2013 09:48
0.0345158	0.475485	0.351391	0	0.11396	9-6-2013 09:48	9-6-2013 09:52
0.0340115	0.443529	0.33929	0.0208278	0.0608267	9-6-2013 09:52	9-6-2013 09:56
0.0770868	0.497876	0.233622	0.058213	0.100714	9-6-2013 09:56	9-6-2013 10:00
0.00882352	0.365048	0.339924	0	0.0842711	9-6-2013 10:00	9-6-2013 10:04
0.0397499	0.367104	0.358978	0	0.041029	9-6-2013 10:04	9-6-2013 10:08
0.0121467	0.291306	0.352459	0.0145713	0.0715169	9-6-2013 10:08	9-6-2013 10:12
0.0341519	0.233177	0.313435	0.0614015	0.0716464	9-6-2013 10:12	9-6-2013 10:16
0.0388366	0.266006	0.324176	0.0244073	0.0884843	9-6-2013 10:16	9-6-2013 10:20
0.0407308	0.275398	0.353376	0	0.0199559	9-6-2013 10:20	9-6-2013 10:24
0.00915723	0.244033	0.402406	0.0179196	0.0955827	9-6-2013 10:24	9-6-2013 10:28
0.0267876	0.324152	0.223506	0.0310393	0.0894761	9-6-2013 10:28	9-6-2013 10:32
0.0498287	0.241785	0.345738	0.0506917	0.0950335	9-6-2013 10:32	9-6-2013 10:36
0.0316578	0.317043	0.360268	0.00902785	0.0613775	9-6-2013 10:36	9-6-2013 10:40
0.019645	0.273707	0.405469	0	0.0744481	9-6-2013 10:40	9-6-2013 10:44
0.0264894	0.297823	0.265523	0.0447729	0.128665	9-6-2013 10:44	9-6-2013 10:48
0.0386198	0.333753	0.239991	0.00998933	0.125591	9-6-2013 10:48	9-6-2013 10:52
0	0.365344	0.386304	0	0.0506971	9-6-2013 10:52	9-6-2013 10:56
0	0.361563	0.354787	0	0.0460889	9-6-2013 10:56	9-6-2013 11:00
0.0543776	0.328003	0.223053	0.0168401	0.132698	9-6-2013 11:00	9-6-2013 11:04
0.0372373	0.325267	0.300517	0	0.0899679	9-6-2013 11:04	9-6-2013 11:08
0.0433358	0.376391	0.262954	0	0.0753579	9-6-2013 11:08	9-6-2013 11:12
0	0.293972	0.346182	0.00200065	0.115632	9-6-2013 11:12	9-6-2013 11:16
0.0503617	0.243319	0.32744	0.00604671	0.0788801	9-6-2013 11:16	9-6-2013 11:20
0.0410862	0.180276	0.305001	0.0221237	0.120558	9-6-2013 11:20	9-6-2013 11:24
0	0.25745	0.333174	0.0129762	0.0888941	9-6-2013 11:24	9-6-2013 11:28
0.00215303	0.220893	0.256616	0.0292114	0.117796	9-6-2013 11:28	9-6-2013 11:32
0.0216124	0.300019	0.273443	0.0053986	0.0505684	9-6-2013 11:32	9-6-2013 11:36
0	0.216938	0.256304	0.0215631	0.117239	9-6-2013 11:36	9-6-2013 11:40
0.0606644	0.303382	0.212947	0	0.106493	9-6-2013 11:40	9-6-2013 11:44
0	0.281287	0.259417	0	0.104411	9-6-2013 11:44	9-6-2013 11:48
0.0266259	0.315945	0.246167	1.10E-12	0.110484	9-6-2013 11:48	9-6-2013 11:52
0.0279706	0.255028	0.305716	0	0.10032	9-6-2013 11:52	9-6-2013 11:56
0.00966152	0.277018	0.271115	0	0.134181	9-6-2013 11:56	9-6-2013 12:00
0.0394692	0.192874	0.220896	0.0450122	0.123312	9-6-2013 12:00	9-6-2013 12:04
0.0463494	0.235791	0.284305	0	0.114124	9-6-2013 12:04	9-6-2013 12:08
0.0407237	0.213627	0.27437	0.018586	0.0786481	9-6-2013 12:08	9-6-2013 12:12
0.0408303	0.277035	0.284909	0	0.101796	9-6-2013 12:12	9-6-2013 12:16
0.0558382	0.174299	0.201903	0.0252123	0.133394	9-6-2013 12:16	9-6-2013 12:20
					9-6-2013 12:20	9-6-2013 12:24
0	0.1657	0.235345	0.0158557	0.102214	9-6-2013 12:24	9-6-2013 12:28
					9-6-2013 12:28	9-6-2013 12:32
0.00355635	0.221938	0.194125	0.0453737	0.153337	9-6-2013 12:32	9-6-2013 12:36
					9-6-2013 12:36	9-6-2013 12:40
0.0182924	0.255307	0.255165	0	0.119107	9-6-2013 12:40	9-6-2013 12:44
					9-6-2013 12:44	9-6-2013 12:48
					9-6-2013 12:48	9-6-2013 12:52
					9-6-2013 12:52	9-6-2013 12:56
					9-6-2013 12:56	9-6-2013 13:00
					9-6-2013 13:00	9-6-2013 13:04
					9-6-2013 13:04	9-6-2013 13:08
					9-6-2013 13:08	9-6-2013 13:12
					9-6-2013 13:12	9-6-2013 13:16
					9-6-2013 13:16	9-6-2013 13:20
					9-6-2013 13:20	9-6-2013 13:24
					9-6-2013 13:24	9-6-2013 13:28
					9-6-2013 13:28	9-6-2013 13:32
					9-6-2013 13:32	9-6-2013 13:36
					9-6-2013 13:36	9-6-2013 13:40
					9-6-2013 13:40	9-6-2013 13:44
					9-6-2013 13:44	9-6-2013 13:48
					9-6-2013 13:48	9-6-2013 13:52
					9-6-2013 13:52	9-6-2013 13:56
					9-6-2013 13:56	9-6-2013 14:00
					9-6-2013 14:00	9-6-2013 14:04
					9-6-2013 14:04	9-6-2013 14:08
					9-6-2013 14:08	9-6-2013 14:12
					9-6-2013 14:12	9-6-2013 14:16
					9-6-2013 14:16	9-6-2013 14:20
					9-6-2013 14:20	9-6-2013 14:24
					9-6-2013 14:24	9-6-2013 14:28
					9-6-2013 14:28	9-6-2013 14:32
					9-6-2013 14:32	9-6-2013 14:36
					9-6-2013 14:36	9-6-2013 14:40
					9-6-2013 14:40	9-6-2013 14:44
					9-6-2013 14:44	9-6-2013 14:48
					9-6-2013 14:48	9-6-2013 14:52
					9-6-2013 14:52	9-6-2013 14:56
					9-6-2013 14:56	9-6-2013 15:00
					9-6-2013 15:00	9-6-2013 15:04
					9-6-2013 15:04	9-6-2013 15:08
					9-6-2013 15:08	9-6-2013 15:12
					9-6-2013 15:12	9-6-2013 15:16
					9-6-2013 15:16	9-6-2013 15:20
					9-6-2013 15:20	9-6-2013 15:24
					9-6-2013 15:24	9-6-2013 15:28
					9-6-2013 15:28	9-6-2013 15:32
					9-6-2013 15:32	9-6-2013 15:36
					9-6-2013 15:36	9-6-2013 15:40
					9-6-2013 15:40	9-6-2013 15:44
					9-6-2013 15:44	9-6-2013 15:48
					9-6-2013 15:48	9-6-2013 15:52
					9-6-2013 15:52	9-6-2013 15:56
					9-6-2013 15:56	9-6-2013 16:00
					9-6-2013 16:00	9-6-2013 16:04
					9-6-2013 16:04	9-6-2013 16:08
					9-6-2013 16:08	9-6-2013 16:12
					9-6-2013 16:12	9-6-2013 16:16
					9-6-2013 16:16	9-6-2013 16:20
					9-6-2013 16:20	9-6-2013 16:24
					9-6-2013 16:24	9-6-2013 16:28
					9-6-2013 16:28	9-6-2013 16:32
					9-6-2013 16:32	9-6-2013 16:36
					9-6-2013 16:36	9-6-2013 16:40
					9-6-2013 16:40	9-6-2013 16:44
0.0648082	0.188274	0.162244	0.0406762	0.103968	9-6-2013 16:44	9-6-2013 16:48
					9-6-2013 16:48	9-6-2013 16:52
0.0260789	0.133275	0.326372	0.00459483	0.0719694	9-6-2013 16:52	9-6-2013 16:56
					9-6-2013 16:56	9-6-2013 17:00
0.049651	0.171524	0.224423	0.0199295	0.130427	9-6-2013 17:00	9-6-2013 17:04
					9-6-2013 17:04	9-6-2013 17:08
0.0401017	0.209654	0.196724	0	0.138394	9-6-2013 17:08	9-6-2013 17:12
					9-6-2013 17:12	9-6-2013 17:16
0.063607	0.205838	0.128933	0.018277	0.147649	9-6-2013 17:16	9-6-2013 17:20
					9-6-2013 17:20	9-6-2013 17:24
0.0185973	0.202858	0.193822	0.00538761	0.13046	9-6-2013 17:24	9-6-2013 17:28
					9-6-2013 17:28	9-6-2013 17:32
0.00823642	0.186322	0.28769	0.00500761	0.113206	9-6-2013 17:32	9-6-2013 17:36
					9-6-2013 17:36	9-6-2013 17:40
0	0.266981	0.128187	0.119295	0.104747	9-6-2013 17:40	9-6-2013 17:44
					9-6-2013 17:44	9-6-2013 17:48
0.0587488	0.250288	0.129557	0	0.129862	9-6-2013 17:48	9-6-2013 17:52
					9-6-2013 17:52	9-6-2013 17:56
0.0615528	0.180363	0.253291	0.0132983	0.053775	9-6-2013 17:56	9-6-2013 18:00
					9-6-2013 18:00	9-6-2013 18:04
					9-6-2013 18:04	9-6-2013 18:08
					9-6-2013 18:08	9-6-2013 18:12
					9-6-2013 18:12	9-6-2013 18:16
					9-6-2013 18:16	9-6-2013 18:20
					9-6-2013 18:20	9-6-2013 18:24
					9-6-2013 18:24	9-6-2013 18:28
					9-6-2013 18:28	9-6-2013 18:32
					9-6-2013 18:32	9-6-2013 18:36
					9-6-2013 18:36	9-6-2013 18:40
					9-6-2013 18:40	9-6-2013 18:44
					9-6-2013 18:44	9-6-2013 18:48
					9-6-2013 18:48	9-6-2013 18:52
					9-6-2013 18:52	9-6-2013 18:56
					9-6-2013 18:56	9-6-2013 19:00
					9-6-2013 19:00	9-6-2013 19:04
					9-6-2013 19:04	9-6-2013 19:08
					9-6-2013 19:08	9-6-2013 19:12
					9-6-2013 19:12	9-6-2013 19:16
					9-6-2013 19:16	9-6-2013 19:20
					9-6-2013 19:20	9-6-2013 19:24
					9-6-2013 19:24	9-6-2013 19:28
					9-6-2013 19:28	9-6-2013 19:32
					9-6-2013 19:32	9-6-2013 19:36
					9-6-2013 19:36	9-6-2013 19:40
					9-6-2013 19:40	9-6-2013 19:44
					9-6-2013 19:44	9-6-2013 19:48
					9-6-2013 19:48	9-6-2013 19:52
					9-6-2013 19:52	9-6-2013 19:56
0	0.301866	0.307036	0.00385934	0.0897794	9-6-2013 19:56	9-6-2013 20:00
					9-6-2013 20:00	9-6-2013 20:04
0.0610624	0.315509	0.27173	0	0.0773203	9-6-2013 20:04	9-6-2013 20:08
					9-6-2013 20:08	9-6-2013 20:12
					9-6-2013 20:12	9-6-2013 20:16
					9-6-2013 20:16	9-6-2013 20:20
					9-6-2013 20:20	9-6-2013 20:24
					9-6-2013 20:24	9-6-2013 20:28
					9-6-2013 20:28	9-6-2013 20:32
					9-6-2013 20:32	9-6-2013 20:36
					9-6-2013 20:36	9-6-2013 20:40
					9-6-2013 20:40	9-6-2013 20:44
					9-6-2013 20:44	9-6-2013 20:48
					9-6-2013 20:48	9-6-2013 20:52
					9-6-2013 20:52	9-6-2013 20:56
					9-6-2013 20:56	9-6-2013 21:00
					9-6-2013 21:00	9-6-2013 21:04
					9-6-2013 21:04	9-6-2013 21:08
					9-6-2013 21:08	9-6-2013 21:12
					9-6-2013 21:12	9-6-2013 21:16
					9-6-2013 21:16	9-6-2013 21:20
					9-6-2013 21:20	9-6-2013 21:24
					9-6-2013 21:24	9-6-2013 21:28
					9-6-2013 21:28	9-6-2013 21:32
					9-6-2013 21:32	9-6-2013 21:36
					9-6-2013 21:36	9-6-2013 21:40
					9-6-2013 21:40	9-6-2013 21:44
					9-6-2013 21:44	9-6-2013 21:48
					9-6-2013 21:48	9-6-2013 21:52
					9-6-2013 21:52	9-6-2013 21:56
					9-6-2013 21:56	9-6-2013 22:00
					9-6-2013 22:00	9-6-2013 22:04
					9-6-2013 22:04	9-6-2013 22:08
					9-6-2013 22:08	9-6-2013 22:12
					9-6-2013 22:12	9-6-2013 22:16
					9-6-2013 22:16	9-6-2013 22:20
					9-6-2013 22:20	9-6-2013 22:24
					9-6-2013 22:24	9-6-2013 22:28
					9-6-2013 22:28	9-6-2013 22:32
					9-6-2013 22:32	9-6-2013 22:36
					9-6-2013 22:36	9-6-2013 22:40
					9-6-2013 22:40	9-6-2013 22:44
					9-6-2013 22:44	9-6-2013 22:48
0.0741442	0.438057	0.187182	0	0.0477331	9-6-2013 22:48	9-6-2013 22:52
					9-6-2013 22:52	9-6-2013 22:56
					9-6-2013 22:56	9-6-2013 23:00
					9-6-2013 23:00	9-6-2013 23:04
0.0425788	0.366598	0.198276	0.057413	0.123845	9-6-2013 23:04	9-6-2013 23:08
					9-6-2013 23:08	9-6-2013 23:12
0.0599749	0.446787	0.147543	0	0.0902876	9-6-2013 23:12	9-6-2013 23:16
					9-6-2013 23:16	9-6-2013 23:20
0.077826	0.408557	0.171464	0.0106516	0.0834105	9-6-2013 23:20	9-6-2013 23:24
					9-6-2013 23:24	9-6-2013 23:28
0.0884911	0.439817	0.171786	0	0.0747219	9-6-2013 23:28	9-6-2013 23:32
					9-6-2013 23:32	9-6-2013 23:36
0.0575121	0.484424	0.0490803	0.0563876	0.121222	9-6-2013 23:36	9-6-2013 23:40
					9-6-2013 23:40	9-6-2013 23:44
0.0693713	0.412739	0.252535	0.0227934	0.0821236	9-6-2013 23:44	9-6-2013 23:48
					9-6-2013 23:48	9-6-2013 23:52
0.0538374	0.440601	0.243306	0.0510909	0.0200624	9-6-2013 23:52	9-6-2013 23:56
					9-6-2013 23:56	10-6-2013 00:00
0.0282606	0.537291	0.190255	0.0208	0.0796965	10-6-2013 00:00	10-6-2013 00:04
					10-6-2013 00:04	10-6-2013 00:08
0.0386411	0.520128	0.149538	0.0146139	0.126378	10-6-2013 00:08	10-6-2013 00:12
					10-6-2013 00:12	10-6-2013 00:16
0.0565881	0.56186	0.113849	0	0.136034	10-6-2013 00:16	10-6-2013 00:20
					10-6-2013 00:20	10-6-2013 00:24
0.0428986	0.529206	0.230852	0.0020868	0.0911974	10-6-2013 00:24	10-6-2013 00:28
					10-6-2013 00:28	10-6-2013 00:32
0.0946997	0.522793	0.188845	0.0382852	0.073212	10-6-2013 00:32	10-6-2013 00:36
					10-6-2013 00:36	10-6-2013 00:40
0.039526	0.605038	0.139492	0	0.101714	10-6-2013 00:40	10-6-2013 00:44
					10-6-2013 00:44	10-6-2013 00:48
0.0598328	0.522689	0.137155	0.0939671	0.0882794	10-6-2013 00:48	10-6-2013 00:52
					10-6-2013 00:52	10-6-2013 00:56
0.0837929	0.557991	0.14586	0.0195098	0.101607	10-6-2013 00:56	10-6-2013 01:00
					10-6-2013 01:00	10-6-2013 01:04
0.0494519	0.568516	0.0661138	0.075681	0.0773121	10-6-2013 01:04	10-6-2013 01:08
					10-6-2013 01:08	10-6-2013 01:12
0.0774919	0.596953	0.0985565	0	0.100476	10-6-2013 01:12	10-6-2013 01:16
					10-6-2013 01:16	10-6-2013 01:20
0.0322715	0.455656	0.300991	0	0.10014	10-6-2013 01:20	10-6-2013 01:24
					10-6-2013 01:24	10-6-2013 01:28
0.0599785	0.533684	0.0895224	0.0529458	0.114075	10-6-2013 01:28	10-6-2013 01:32
					10-6-2013 01:32	10-6-2013 01:36
0.0703842	0.549384	0.142515	0	0.0780293	10-6-2013 01:36	10-6-2013 01:40
					10-6-2013 01:40	10-6-2013 01:44
0.0385949	0.546979	0.119673	0.0516171	0.0565472	10-6-2013 01:44	10-6-2013 01:48
					10-6-2013 01:48	10-6-2013 01:52
0.0858719	0.553095	0.111108	0.00277631	0.100075	10-6-2013 01:52	10-6-2013 01:56
					10-6-2013 01:56	10-6-2013 02:00
0.107547	0.525006	0.15373	0.00443967	0.00293256	10-6-2013 02:00	10-6-2013 02:04
					10-6-2013 02:04	10-6-2013 02:08
0.0131649	0.469021	0.25324	0.0348295	0.0353126	10-6-2013 02:08	10-6-2013 02:12
					10-6-2013 02:12	10-6-2013 02:16
0.0672745	0.602215	0.0738683	0.00243123	0.0423347	10-6-2013 02:16	10-6-2013 02:20
					10-6-2013 02:20	10-6-2013 02:24
0.0405851	0.53107	0.106937	0.0882212	0.125239	10-6-2013 02:24	10-6-2013 02:28
					10-6-2013 02:28	10-6-2013 02:32
0.103808	0.550429	0.00786423	0.0307918	0.137001	10-6-2013 02:32	10-6-2013 02:36
					10-6-2013 02:36	10-6-2013 02:40
0.0475151	0.587439	0.0463074	0.049195	0.109616	10-6-2013 02:40	10-6-2013 02:44
					10-6-2013 02:44	10-6-2013 02:48
0.0388508	0.608889	0.14984	0	0.057316	10-6-2013 02:48	10-6-2013 02:52
					10-6-2013 02:52	10-6-2013 02:56
0.073405	0.610248	0.0479215	0.0547466	0.116206	10-6-2013 02:56	10-6-2013 03:00
					10-6-2013 03:00	10-6-2013 03:04
0.0239555	0.632639	0.0396239	0.0514524	0.0839515	10-6-2013 03:04	10-6-2013 03:08
					10-6-2013 03:08	10-6-2013 03:12
0.0953891	0.664631	0.110937	0	0.0644751	10-6-2013 03:12	10-6-2013 03:16
					10-6-2013 03:16	10-6-2013 03:20
0.0517726	0.677525	0.0724355	0.0230164	0.0851974	10-6-2013 03:20	10-6-2013 03:24
					10-6-2013 03:24	10-6-2013 03:28
