Start_LT	aPinene	bPinene	Isoprene	Limonene	Myrcene	O3	OH	nitrateSSfromben
3452972400	0.5227000117301941	0.3968999981880188	0.9272000193595886	0.05260000005364418	0.006300000008195639			9.8353485e-05
3452972700	0.5223166743914286	0.4014166643222173	0.9470666746298472	0.05110000011821588	0.006133333314210176			9.5571813e-05
3452973000	0.5219333370526632	0.4059333304564158	0.9669333299001058	0.04960000018278757	0.005966666620224714			8.2323262e-05
3452973300	0.5215499997138977	0.4104499965906143	0.9867999851703644	0.04810000024735928	0.005799999926239252			8.6241096e-05
3452973600	0.5211666623751322	0.4149666627248128	1.006666640440623	0.04660000031193098	0.00563333323225379			0.00010205954
3452973900	0.5207833250363668	0.4194833288590114	1.026533295710881	0.04510000037650267	0.005466666538268328			7.677712699999999e-05
3452974200	0.5203999876976013	0.4239999949932098	1.04639995098114	0.04360000044107437	0.005299999844282866			8.1268518e-05
3452974500	0.5202166537443796	0.4186499963204066	1.102899968624115	0.04426666721701622	0.005733333139990767			6.330744500000001e-05
3452974800	0.5200333197911581	0.4132999976476033	1.15939998626709	0.04493333399295807	0.006166666435698668			4.4091383e-05
3452975100	0.5198499858379364	0.4079499989748001	1.215900003910065	0.04560000076889992	0.006599999731406569			4.6315192e-05
3452975400	0.5196666518847147	0.4026000003019969	1.27240002155304	0.04626666754484177	0.007033333027114471			6.8559901e-05
3452975700	0.5194833179314932	0.3972500016291936	1.328900039196014	0.04693333432078362	0.007466666322822372			6.5796907e-05
3452976000	0.5192999839782715	0.3919000029563904	1.385400056838989	0.04760000109672546	0.007899999618530273			7.8852718e-05
3452976300	0.5325333178043365	0.3975000033775966	1.398166716098785	0.04880000092089176	0.007999999759097895			8.6452455e-05
3452976600	0.5457666516304016	0.4031000037988027	1.410933375358582	0.05000000074505806	0.008099999899665514			8.775005699999999e-05
3452976900	0.5589999854564667	0.4087000042200089	1.423700034618378	0.05120000056922436	0.008200000040233135			8.3222534e-05
3452977200	0.5722333192825317	0.414300004641215	1.436466693878174	0.05240000039339066	0.008300000180800756			
3452977500	0.5854666531085968	0.4199000050624211	1.44923335313797	0.05360000021755695	0.008400000321368376			
3452977800	0.5986999869346619	0.4255000054836273	1.462000012397766	0.05480000004172325	0.008500000461935997			
3452978100	0.6088499923547109	0.4322000046571096	1.450800001621246	0.05488333354393641	0.008783333779623112			
3452978400	0.6189999977747599	0.4389000038305919	1.439599990844727	0.05496666704614957	0.009066667097310225			
3452978700	0.629150003194809	0.4456000030040741	1.428399980068207	0.05505000054836273	0.009350000414997339			
3452979000	0.639300008614858	0.4523000021775563	1.417199969291687	0.05513333405057589	0.009633333732684454			
3452979300	0.649450014034907	0.4590000013510386	1.405999958515167	0.05521666755278905	0.009916667050371567			
3452979600	0.6596000194549561	0.4657000005245209	1.394799947738647	0.05530000105500221	0.01020000036805868			
3452979900	0.6358000139395396	0.449083333214124	1.396399954954783	0.05486666783690453	0.01011666702106595			
3452980200	0.6120000084241232	0.4324666659037272	1.397999962170919	0.05443333461880684	0.01003333367407322			5.9286918e-05
3452980500	0.5882000029087067	0.4158499985933304	1.399599969387054	0.05400000140070915	0.009950000327080488			5.3065796e-05
3452980800	0.5643999973932902	0.3992333312829336	1.40119997660319	0.05356666818261147	0.009866666980087757			8.4052837e-05
3452981100	0.5405999918778738	0.3826166639725367	1.402799983819326	0.05313333496451378	0.009783333633095026			0.00012637961
3452981400	0.5167999863624573	0.3659999966621399	1.404399991035461	0.05270000174641609	0.009700000286102295			0.00016843822
3452981700	0.5182833174864451	0.3623166630665461	1.382983326911926	0.05286666812996069	0.009566666868825754			0.00024385726
3452982000	0.519766648610433	0.3586333294709523	1.361566662788391	0.0530333345135053	0.009433333451549212			0.00046687704
3452982300	0.5212499797344208	0.3549499958753586	1.340149998664856	0.0532000008970499	0.009300000034272671			0.0005392473
3452982600	0.5227333108584086	0.3512666622797648	1.318733334541321	0.05336666728059451	0.00916666661699613			0.00031857812
3452982900	0.5242166419823965	0.347583328684171	1.297316670417786	0.05353333366413911	0.009033333199719587			0.00041833089
3452983200	0.5256999731063843	0.3438999950885773	1.27590000629425	0.05370000004768372	0.008899999782443047			0.00050988561
3452983500	0.5342166423797607	0.3469666639963786	1.25953334569931	0.05275000010927518	0.009433333141108355			0.00042755858
3452983800	0.5427333116531372	0.3500333329041799	1.24316668510437	0.05180000017086665	0.009966666499773661			0.00031779116
3452984100	0.5512499809265137	0.3531000018119812	1.22680002450943	0.05085000023245811	0.01049999985843897			0.00020274492
3452984400	0.5597666501998901	0.3561666707197825	1.21043336391449	0.04990000029404958	0.01103333321710428			0.00021230322
3452984700	0.5682833194732666	0.3592333396275838	1.19406670331955	0.04895000035564104	0.01156666657576958			0.00021238653
3452985000	0.5767999887466431	0.3623000085353851	1.177700042724609	0.04800000041723251	0.01209999993443489			0.00017767165
3452985300	0.5691666603088379	0.3594333380460739	1.176550030708313	0.04786666731039683	0.01201666658744216			0.0001407494
3452985600	0.5615333318710327	0.3565666675567627	1.175400018692017	0.04773333420356115	0.01193333324044943			0.00014330282
3452985900	0.5539000034332275	0.3536999970674515	1.17425000667572	0.04760000109672546	0.0118499998934567			0.00015685405
3452986200	0.5462666749954224	0.3508333265781403	1.173099994659424	0.04746666798988978	0.01176666654646397			0.00017876044
3452986500	0.5386333465576172	0.347966656088829	1.171949982643127	0.0473333348830541	0.01168333319947124			0.00019911957
3452986800	0.531000018119812	0.3450999855995178	1.170799970626831	0.04720000177621841	0.0115999998524785			0.00019091256
3452987100	0.5291666785875956	0.3437833189964294	1.143583317597707	0.04620000161230564	0.0113666666050752			0.00017166363
3452987400	0.5273333390553793	0.3424666523933411	1.116366664568583	0.04520000144839287	0.0111333333576719			0.00016526885
3452987700	0.5254999995231628	0.3411499857902527	1.089150011539459	0.04420000128448009	0.01090000011026859			0.00015348115
3452988000	0.5236666599909464	0.3398333191871643	1.061933358510335	0.04320000112056732	0.01066666686286529			0.00020674488
3452988300	0.5218333204587301	0.3385166525840759	1.034716705481211	0.04220000095665455	0.01043333361546198			0.00027611456
3452988600	0.5199999809265137	0.3371999859809875	1.007500052452087	0.04120000079274178	0.01020000036805868			0.00040695982
3452988900	0.5104833195606867	0.3316666533549626	0.9816333750883738	0.04093333395818869	0.01031666699176033			0.0004585541
3452989200	0.5009666581948599	0.3261333207289378	0.9557666977246603	0.04066666712363561	0.01043333361546198			0.00051192736
3452989500	0.4914499968290329	0.3205999881029129	0.9299000203609467	0.04040000028908253	0.01055000023916364			0.00051767007
3452989800	0.481933335463206	0.315066655476888	0.904033342997233	0.04013333345452944	0.01066666686286529			0.00049934315
3452990100	0.472416674097379	0.3095333228508632	0.8781666656335195	0.03986666661997636	0.01078333348656694			0.00049388263
3452990400	0.4629000127315521	0.3039999902248383	0.8522999882698059	0.03959999978542328	0.01090000011026859			0.00051008706
3452990700	0.4484166751305262	0.2933999920884768	0.8170166611671448	0.03873333334922791	0.01070000013957421			0.00046949234
3452991000	0.4339333375295003	0.2827999939521154	0.7817333340644836	0.03786666691303253	0.01050000016887983			0.00038823456
3452991300	0.4194499999284744	0.2721999958157539	0.7464500069618225	0.03700000047683716	0.01030000019818544			0.00038852778
3452991600	0.4049666623274485	0.2615999976793925	0.7111666798591614	0.03613333404064178	0.01010000022749106			0.0003829276
3452991900	0.3904833247264226	0.250999999543031	0.6758833527565002	0.03526666760444641	0.009900000256796678			0.0002924483
3452992200	0.3759999871253967	0.2404000014066696	0.6406000256538391	0.03440000116825104	0.009700000286102295			0.00024776082
3452992500	0.3416666562358538	0.2181166683634122	0.5542833544313908	0.03486666766305765	0.009333333543812236			0.00024543598
3452992800	0.3073333253463109	0.1958333353201548	0.4679666832089424	0.03533333415786425	0.008966666801522175			0.00021027136
3452993100	0.272999994456768	0.1735500022768974	0.3816500119864941	0.03580000065267086	0.008600000059232116			0.00021883698
3452993400	0.2386666635672251	0.15126666923364	0.2953333407640457	0.03626666714747747	0.008233333316942057			0.00023101346
3452993700	0.2043333326776823	0.1289833361903827	0.2090166695415973	0.03673333364228407	0.007866666574651996			0.00027097913
3452994000	0.1700000017881393	0.1067000031471252	0.122699998319149	0.03720000013709068	0.007499999832361937			0.00034563476
3452994300	0.1623000018298626	0.1028833364446958	0.1095666655649741	0.03445000015199184	0.007199999876320362			0.00024140137
3452994600	0.1546000018715858	0.09906666974226634	0.09643333281079927	0.03170000016689301	0.006899999920278788			0.00018945393
3452994900	0.1469000019133091	0.09525000303983688	0.08330000005662441	0.02895000018179417	0.006599999964237213			0.00015289466
3452995200	0.1392000019550323	0.09143333633740743	0.07016666730244954	0.02620000019669533	0.006300000008195639			0.00015292388
3452995500	0.1315000019967556	0.08761666963497798	0.05703333454827468	0.02345000021159649	0.006000000052154064			0.00016991336
3452995800	0.1238000020384789	0.08380000293254852	0.04390000179409981	0.02070000022649765	0.00570000009611249			0.00015058731
3452996100	0.1316666690011819	0.08921666940053304	0.04890000137190024	0.02106666689117749	0.005750000088786085			
3452996400	0.139533335963885	0.09463333586851756	0.05390000094970067	0.02143333355585734	0.005800000081459681			
3452996700	0.1474000029265881	0.1000500023365021	0.05890000052750111	0.02180000022053719	0.005850000074133277			
3452997000	0.1552666698892911	0.1054666688044866	0.06390000010530153	0.02216666688521703	0.005900000066806872			
3452997300	0.1631333368519942	0.1108833352724711	0.06889999968310197	0.02253333354989688	0.005950000059480469			
3452997600	0.1710000038146973	0.1163000017404556	0.0738999992609024	0.02290000021457672	0.006000000052154064			
3452997900	0.1789833356936773	0.1202833354473114	0.09036666651566823	0.02476666681468487	0.00606666668318212			
3452998200	0.1869666675726573	0.1242666691541672	0.1068333337704341	0.02663333341479301	0.006133333314210176			
3452998500	0.1949499994516373	0.1282500028610229	0.1233000010251999	0.02850000001490116	0.006199999945238233			
3452998800	0.2029333313306173	0.1322333365678787	0.1397666682799657	0.03036666661500931	0.006266666576266289			
3452999100	0.2109166632095973	0.1362166702747345	0.1562333355347315	0.03223333321511745	0.006333333207294345			
3452999400	0.2188999950885773	0.1402000039815903	0.1727000027894974	0.0340999998152256	0.006399999838322401			
3452999700	0.2107333292563756	0.138333335518837	0.1853000024954478	0.03231666640688976	0.0059666665426145			
3453000000	0.202566663424174	0.1364666670560837	0.1979000022013982	0.03053333299855391	0.005533333246906598			8.5071908e-05
3453000300	0.1943999975919724	0.1345999985933304	0.2105000019073486	0.02874999959021807	0.005099999951198697			6.6527602e-05
3453000600	0.1862333317597707	0.1327333301305771	0.223100001613299	0.02696666618188222	0.004666666655490796			0.00010709809
3453000900	0.1780666659275691	0.1308666616678238	0.2357000013192495	0.02518333277354638	0.004233333359782895			0.00011929333
3453001200	0.1699000000953674	0.1289999932050705	0.2483000010251999	0.02339999936521053	0.003800000064074993			0.00013124348
3453001500	0.1657166679700216	0.1268999949097633	0.2930333390831947	0.02366666619976361	0.003833333418394128			9.4972151e-05
3453001800	0.1615333358446757	0.1247999966144562	0.3377666771411896	0.0239333330343167	0.003866666772713264			8.6473301e-05
3453002100	0.1573500037193298	0.122699998319149	0.3825000151991844	0.02419999986886978	0.003900000127032399			8.121944799999999e-05
3453002400	0.153166671593984	0.1206000000238419	0.4272333532571793	0.02446666670342286	0.003933333481351535			5.8733029e-05
3453002700	0.1489833394686381	0.1185000017285347	0.4719666913151741	0.02473333353797595	0.00396666683567067			5.1633931e-05
3453003000	0.1448000073432922	0.1164000034332275	0.5167000293731689	0.02500000037252903	0.004000000189989805			4.7669397e-05
3453003300	0.1515333404143651	0.1192166705926259	0.6492000222206116	0.02550000045448542	0.004316666861996055			4.496687e-05
3453003600	0.158266673485438	0.1220333377520243	0.7817000150680542	0.0260000005364418	0.004633333534002304			4.4722794e-05
3453003900	0.1650000065565109	0.1248500049114227	0.9142000079154968	0.02650000061839819	0.004950000206008554			7.5454634e-05
3453004200	0.1717333396275838	0.1276666720708211	1.046700000762939	0.02700000070035458	0.005266666878014803			6.8359659e-05
3453004500	0.1784666726986567	0.1304833392302195	1.179199993610382	0.02750000078231096	0.005583333550021052			7.1440896e-05
3453004800	0.1852000057697296	0.1333000063896179	1.311699986457825	0.02800000086426735	0.005900000222027302			7.089004800000001e-05
3453005100	0.2046500047047933	0.1467333386341731	1.765933295090993	0.03516666777431965	0.007033333492775758			5.2393916e-05
3453005400	0.224100003639857	0.1601666708787282	2.220166603724162	0.04233333468437195	0.008166666763524214			6.3262378e-05
3453005700	0.2435500025749207	0.1736000031232834	2.67439991235733	0.04950000159442425	0.009300000034272671			4.683455e-05
3453006000	0.2630000015099843	0.1870333353678385	3.128633220990499	0.05666666850447655	0.01043333330502113			6.3420943e-05
3453006300	0.282450000445048	0.2004666676123937	3.582866529623667	0.06383333541452885	0.01156666657576958			8.3252293e-05
3453006600	0.3018999993801117	0.2138999998569489	4.037099838256836	0.07100000232458115	0.01269999984651804			0.00012003378
3453006900	0.2977666656176249	0.2114999989668528	3.791216532389323	0.0664666686207056	0.01198333315551281			9.1151654e-05
3453007200	0.2936333318551381	0.2090999980767568	3.54533322652181	0.06193333491683006	0.01126666646450758			9.904813499999999e-05
3453007500	0.2894999980926514	0.2066999971866608	3.299449920654297	0.05740000121295452	0.01054999977350235			9.3266746e-05
3453007800	0.2853666643301646	0.2042999962965647	3.053566614786784	0.05286666750907898	0.00983333308249712			9.1893773e-05
3453008100	0.2812333305676778	0.2018999954064687	2.807683308919271	0.04833333380520344	0.00911666639149189			8.594155999999999e-05
3453008400	0.277099996805191	0.1994999945163727	2.561800003051758	0.0438000001013279	0.00839999970048666			8.454594399999999e-05
3453008700								
3453009000								
3453009300								
3453009600								
3453009900								
3453010200								
3453010500								6.9161324e-05
3453010800								8.2583072e-05
3453011100								0.00012008933
3453011400								0.00010274055
3453011700								9.733934699999999e-05
3453012000								8.0364611e-05
3453012300								9.1100832e-05
3453012600								8.577179e-05
3453012900								7.338696e-05
3453013200								7.7033721e-05
3453013500								7.5237913e-05
3453013800								6.154695400000001e-05
3453014100	0.1706499978899956	0.1017666657765706	1.693899949391683	0.02800000055382649	0.004450000124052167			7.0547554e-05
3453014400	0.1724999994039536	0.102833333114783	1.775299946467082	0.02990000074108442	0.004600000102072954			7.8650679e-05
3453014700	0.1743500009179115	0.1039000004529953	1.85669994354248	0.03180000092834234	0.004750000080093741			8.4194187e-05
3453015000	0.1762000024318695	0.1049666677912076	1.938099940617879	0.03370000111560027	0.004900000058114529			0.00010569113
3453015300	0.1780500039458275	0.10603333512942	2.019499937693278	0.03560000130285819	0.005050000036135316			0.00010953898
3453015600	0.1799000054597855	0.1071000024676323	2.100899934768677	0.03750000149011612	0.005200000014156103			0.00011388086
3453015900	0.1851333379745483	0.1101166692872842	2.196183284123739	0.03845000142852465	0.005700000018502275			0.00011088816
