Start_LT	aPinene	bPinene	Isoprene	Limonene	Myrcene	O3	OH	nitrateSSfromben
3453110100	0.1340499967336655	0.1127000041306019	5.025399923324585	0.05785000137984753	0.00634999992325902	932288318206.8878		
3453110400	0.1195333302021027	0.1014666706323624	4.718933264414469	0.05113333463668823	0.00566666666418314	964268356849.2302		
3453110700	0.1050166636705399	0.09023333713412285	4.412466605504354	0.04441666789352894	0.00498333340510726	980132240099.89		
3453111000	0.09049999713897705	0.07900000363588333	4.105999946594238	0.03770000115036964	0.00430000014603138	995224761234.4724		
3453111300	0.09948333104451497	0.08426667004823685	4.095399936040242	0.0413833341250817	0.004883333419760068	989245994814.3868		
3453111600	0.1084666649500529	0.08953333646059036	4.084799925486247	0.04506666709979375	0.005466666693488757	983923662365.645		
3453111900	0.1174499988555908	0.09480000287294388	4.074199914932251	0.04875000007450581	0.006049999967217445	955110622554.3485		
3453112200	0.1264333327611288	0.1000666692852974	4.063599904378255	0.05243333304921786	0.006633333240946135	927337829806.4396		
3453112500	0.1354166666666667	0.1053333356976509	4.05299989382426	0.05611666602392991	0.007216666514674822	931652497458.8		
3453112800	0.1444000005722046	0.1106000021100044	4.042399883270264	0.05979999899864197	0.007799999788403511	934735886848.7927		
3453113100	0.1530666674176852	0.1179333341618379	4.424249887466431	0.06366666530569394	0.008116666538019976	957363329068.6418		
3453113400	0.1617333342631658	0.1252666662136714	4.806099891662598	0.06753333161274593	0.008433333287636438	979211869281.9921		
3453113700	0.1704000011086464	0.1325999982655048	5.187949895858765	0.0713999979197979	0.008750000037252903	988144567746.2775		
3453114000	0.179066667954127	0.1399333303173383	5.569799900054932	0.07526666422684987	0.009066666786869368	998713560218.6144		
3453114300	0.1877333347996076	0.1472666623691718	5.951649904251099	0.07913333053390186	0.00938333353648583	1000541890613.859		
3453114600	0.1964000016450882	0.1545999944210052	6.333499908447266	0.08299999684095383	0.009700000286102295	1002931751371.259		
3453114900	0.1915666684508324	0.1458333283662796	5.806083242098491	0.07678333049019177	0.009283333551138639	988835397079.3282		
3453115200	0.1867333352565765	0.137066662311554	5.278666575749715	0.07056666413942973	0.008866666816174984	976140057297.0044		
3453115500	0.1819000020623207	0.1282999962568283	4.75124990940094	0.06434999778866768	0.008450000081211329	980137458628.7761		
3453115800	0.1770666688680649	0.1195333302021027	4.223833243052164	0.05813333143790562	0.008033333346247673	983584803100.53		
3453116100	0.1722333356738091	0.110766664147377	3.69641657670339	0.05191666508714358	0.007616666611284018	969423769295.928		
3453116400	0.1674000024795532	0.1019999980926514	3.168999910354614	0.04569999873638153	0.007199999876320362	955176173299.759		
3453116700	0.1705166697502136	0.1064833328127861	3.329716563224792	0.04778333256642023	0.007716666596631209	972729122933.6111		
3453117000	0.173633337020874	0.1109666675329208	3.490433216094971	0.04986666639645895	0.008233333316942057	990270432680.4382		
3453117300	0.1767500042915344	0.1154500022530556	3.651149868965149	0.05195000022649765	0.008750000037252903	986158138487.1895		
3453117600	0.1798666715621948	0.1199333369731903	3.811866521835327	0.05403333405653635	0.009266666757563749	982374814869.5419		
3453117900	0.1829833388328552	0.124416671693325	3.972583174705505	0.05611666788657507	0.009783333477874597	966874800216.6664		
3453118200	0.1861000061035156	0.1289000064134598	4.133299827575684	0.05820000171661377	0.01030000019818544	950386032418.4008		
3453118500	0.1913666725158691	0.1301833391189575	4.185016552607219	0.0588666678716739	0.01000000024214387	989556360156.5553		
3453118800	0.1966333389282227	0.1314666718244553	4.236733277638753	0.05953333402673403	0.009700000286102295	1027038839103.66		
3453119100	0.2019000053405762	0.132750004529953	4.288450002670288	0.06020000018179417	0.00940000033006072	1037330053167.126		
3453119400	0.2071666717529297	0.1340333372354507	4.340166727701823	0.0608666663368543	0.009100000374019146	1050731109236.135		
3453119700	0.2124333381652832	0.1353166699409485	4.391883452733357	0.06153333249191443	0.008800000417977571	1051908555138.98		
3453120000	0.2177000045776367	0.1366000026464462	4.443600177764893	0.06219999864697456	0.008500000461935997	1051445866862.559		
3453120300						1032332603027.344		
3453120600						1014252532518.692		
3453120900						1006811663102.497		
3453121200						1001143735624.858		
3453121500						1015767723662.252		
3453121800						1028405133288.987		
3453122100						1031038240541.317		
3453122400						1035044616558.752		
3453122700						1022036208269.242		
3453123000						1008935015226.646		
3453123300						1011659173025.694		
3453123600						1013945968498.544		
3453123900	0.2453833346565565	0.172116664548715	4.781983494758606	0.06930000210801761	0.009416666657974323			
3453124200	0.2362666676441828	0.163933331767718	4.618966817855835	0.06540000190337499	0.008933333369592825			
3453124500	0.2271500006318092	0.155749998986721	4.455950140953064	0.06150000169873238	0.008450000081211329			
3453124800	0.2180333336194356	0.1475666662057241	4.292933464050293	0.05760000149408977	0.007966666792829832			
3453125100	0.208916666607062	0.1393833334247271	4.129916787147522	0.05370000128944714	0.007483333504448334			
3453125400	0.1997999995946884	0.1312000006437302	3.966900110244751	0.04980000108480453	0.007000000216066837			
3453125700	0.2126000002026558	0.1413833349943161	4.164250095685323	0.05463333427906036	0.007933333516120911	1000712612757.454		
3453126000	0.2254000008106232	0.151566669344902	4.361600081125895	0.05946666747331619	0.008866666816174984	1000560541602.218		
3453126300	0.2382000014185905	0.161750003695488	4.558950066566467	0.06430000066757202	0.009800000116229057	986316532498.0422		
3453126600	0.2510000020265579	0.1719333380460739	4.756300052007039	0.06913333386182785	0.01073333341628313	971485991624.6754		
3453126900	0.2638000026345253	0.1821166723966599	4.953650037447612	0.07396666705608368	0.0116666667163372	958871280483.0199		
3453127200	0.2766000032424927	0.1923000067472458	5.151000022888184	0.07880000025033951	0.01260000001639128	946587594055.3827		
3453127500	0.2699833363294601	0.1926833391189575	5.247949997584025	0.07655000065763791	0.01205000001937151	953589807284.9897		
3453127800	0.2633666694164276	0.1930666714906693	5.344899972279866	0.07430000106493632	0.01150000002235174	960815949765.4528		
3453128100	0.2567500025033951	0.193450003862381	5.441849946975708	0.07205000147223473	0.01095000002533197	983565102412.0908		
3453128400	0.2501333355903625	0.1938333362340927	5.53879992167155	0.06980000187953313	0.01040000002831221	1005898315375.312		
3453128700	0.24351666867733	0.1942166686058044	5.635749896367391	0.06755000228683154	0.009850000031292439	1009235413755.23		
3453129000	0.2369000017642975	0.1946000009775162	5.732699871063232	0.06530000269412994	0.009300000034272671	1012343856034.674		
3453129300	0.2547833323478699	0.2028000007073084	5.750666538874309	0.06761666884024937	0.009683333337306976	1006270359917.286		
3453129600	0.2726666629314423	0.2110000004371007	5.768633206685384	0.06993333498636882	0.01006666664034128	999964518532.2413		
3453129900	0.2905499935150146	0.219200000166893	5.78659987449646	0.07225000113248825	0.01044999994337559	993698803965.1873		
3453130200	0.308433324098587	0.2273999998966853	5.804566542307536	0.07456666727860768	0.01083333324640989	987857112262.4768		
3453130500	0.3263166546821594	0.2355999996264776	5.822533210118611	0.07688333342472713	0.0112166665494442	987189195716.6638		
3453130800	0.3441999852657318	0.2437999993562698	5.840499877929688	0.07919999957084656	0.0115999998524785	986948954736.9642		
3453131100	0.3219666555523872	0.2329499994715055	5.8066832224528	0.07438333270450433	0.01049999985843897	985992686514.0928		
3453131400	0.2997333258390427	0.2220999995867411	5.772866566975911	0.06956666583816211	0.009399999864399433	985134758816.58		
3453131700	0.2774999961256981	0.2112499997019768	5.739049911499023	0.06474999897181988	0.008299999870359898	978076415541.4692		
3453132000	0.2552666664123535	0.2003999998172124	5.705233256022136	0.05993333210547765	0.007199999876320362	971115632607.187		
3453132300	0.2330333366990089	0.1895499999324481	5.671416600545247	0.05511666523913543	0.006099999882280827	958292690686.2737		
3453132600	0.2108000069856644	0.1787000000476837	5.637599945068359	0.0502999983727932	0.004999999888241291	945268596683.6223		
3453132900	0.2081666712959608	0.1771000002821287	5.361533284187317	0.04863333205382029	0.004816666555901368	947816226479.8279		
3453133200	0.2055333356062571	0.1755000005165736	5.085466623306274	0.04696666573484739	0.004633333223561446	949953139891.2023		
3453133500	0.2028999999165535	0.1739000007510185	4.809399962425232	0.04529999941587448	0.004449999891221523	933940179514.4506		
3453133800	0.2002666642268499	0.1723000009854635	4.533333301544189	0.04363333309690157	0.0042666665588816	917683557928.6014		
3453134100	0.1976333285371462	0.1707000012199084	4.257266640663147	0.04196666677792867	0.004083333226541678	901049653845.4688		
3453134400	0.1949999928474426	0.1691000014543533	3.981199979782104	0.04030000045895576	0.003899999894201756	884504600048.6293		
3453134700	0.2014499952395757	0.1753166690468788	4.093949993451436	0.03920000046491623	0.003949999886875351	903714304703.7017		
3453135000	0.2078999976317088	0.1815333366394043	4.206700007120769	0.03810000047087669	0.003999999879548947	923131009724.767		
3453135300	0.2143500000238419	0.1877500042319298	4.3194500207901	0.03700000047683716	0.004049999872222543	931631013652.4032		
3453135600	0.2208000024159749	0.1939666718244553	4.432200034459432	0.03590000048279762	0.004099999864896138	940132706298.098		
3453135900	0.227250004808108	0.2001833394169807	4.544950048128764	0.03480000048875809	0.004149999857569735	931123183249.7239		
3453136200	0.2337000072002411	0.2064000070095062	4.657700061798096	0.03370000049471855	0.00419999985024333	922007054920.1906		
3453136500	0.2374166746934255	0.2105500052372614	4.443116704622905	0.03325000032782555	0.004216666566208005	917127428874.7346		
3453136800	0.2411333421866099	0.2147000034650167	4.228533347447713	0.03280000016093254	0.00423333328217268	912030492070.3917		
3453137100	0.2448500096797943	0.2188500016927719	4.013949990272522	0.03234999999403954	0.004249999998137355	911989786660.371		
3453137400	0.2485666771729787	0.2229999999205271	3.799366633097331	0.03189999982714653	0.00426666671410203	911857511923.8372		
3453137700	0.2522833446661631	0.2271499981482824	3.584783275922139	0.03144999966025352	0.004283333430066705	913040500471.9711		
3453138000	0.2560000121593475	0.2312999963760376	3.370199918746948	0.03099999949336052	0.00430000014603138	914531020958.4303		
3453138300	0.255416676402092	0.2308499962091446	3.165416598320007	0.02979999966919422	0.00431666678438584	914852820409.6322		
3453138600	0.2548333406448364	0.2303999960422516	2.960633277893066	0.02859999984502792	0.0043333334227403	915082827125.6179		
3453138900	0.2542500048875809	0.2299499958753586	2.755849957466125	0.02740000002086163	0.004350000061094761	910275129162.172		
3453139200	0.2536666691303253	0.2294999957084656	2.551066637039185	0.02620000019669533	0.004366666699449222	905372304016.1873		
3453139500	0.2530833333730698	0.2290499955415726	2.346283316612244	0.02500000037252903	0.004383333337803681	890204834195.6544		
3453139800	0.2524999976158142	0.2285999953746796	2.141499996185303	0.02380000054836273	0.004399999976158142	874936261787.4042		
3453140100	0.2490833302338918	0.2290999963879585	2.132533311843872	0.02295000044008096	0.004133333296825488	871414330795.2883		
3453140400	0.2456666628519694	0.2295999974012375	2.123566627502441	0.02210000033179919	0.003866666617492835	867508055246.7689		
3453140700	0.242249995470047	0.2300999984145164	2.114599943161011	0.02125000022351742	0.003599999938160181	866816151935.5365		
3453141000	0.2388333280881246	0.2305999994277954	2.10563325881958	0.02040000011523565	0.003333333258827527	866210682311.8044		
3453141300	0.2354166607062022	0.2311000004410744	2.096666574478149	0.01955000000695388	0.003066666579494874	863013647673.3433		
3453141600	0.2319999933242798	0.2316000014543533	2.087699890136719	0.0186999998986721	0.00279999990016222	859149146349.7465		
3453141900	0.2503499935070674	0.2438833341002464	2.137383222579956	0.02023333311080933	0.002749999907488624	862262396010.3734		
3453142200	0.2686999936898549	0.2561666667461395	2.187066555023193	0.02176666632294655	0.002699999914815029	865871953974.6816		
3453142500	0.2870499938726425	0.2684499993920326	2.236749887466431	0.02329999953508377	0.002649999922141433	864170314443.6239		
3453142800	0.3053999940554301	0.2807333320379257	2.286433219909668	0.02483333274722099	0.002599999929467837	862378207975.4309		
3453143100	0.3237499942382177	0.2930166646838188	2.336116552352905	0.02636666595935822	0.002549999936794241	851679449988.9244		
3453143400	0.3420999944210052	0.3052999973297119	2.385799884796143	0.02789999917149544	0.002499999944120646	839532179671.5927		
3453143700	0.3457666635513306	0.308299998442332	2.418716589609782	0.02826666583617528	0.002716666630779704	831089803657.3943		
3453144000	0.3494333326816559	0.311299999554952	2.451633294423421	0.02863333250085513	0.002933333317438761	822764081534.2738		
3453144300	0.3531000018119812	0.314300000667572	2.484549999237061	0.02899999916553497	0.003150000004097819	812046832019.7087		
3453144600	0.3567666709423065	0.3173000017801921	2.5174667040507	0.02936666583021482	0.003366666690756877	801044380281.9802		
3453144900	0.3604333400726318	0.3203000028928121	2.550383408864339	0.02973333249489466	0.003583333377415935	803212214023.2467		
3453145200	0.3641000092029572	0.3233000040054321	2.583300113677979	0.03009999915957451	0.003800000064074993	805761610791.8352		
3453145500	0.3534000068902969	0.3158833384513855	2.481800099213918	0.02913333258281152	0.003900000049422184	779702810993.1987		
3453145800	0.3427000045776367	0.3084666728973389	2.380300084749857	0.02816666600604852	0.004000000034769376	753644011194.5623		
3453146100	0.3320000022649765	0.3010500073432922	2.278800070285797	0.02719999942928553	0.004100000020116568	722338820589.0309		
3453146400	0.3212999999523163	0.2936333417892456	2.177300055821737	0.02623333285252253	0.004200000005463759	690709655672.5049		
3453146700	0.3105999976396561	0.286216676235199	2.075800041357676	0.02526666627575954	0.00429999999081095	694793259671.4213		
3453147000	0.2998999953269958	0.2788000106811523	1.974300026893616	0.02429999969899654	0.004399999976158142	698876863670.3378		
3453147300	0.3079666644334793	0.2798666755358378	1.919466694196065	0.02486666633437077	0.004716666648164392	674815381513.6229		
3453147600	0.3160333335399628	0.2809333403905233	1.864633361498515	0.025433332969745	0.005033333320170641	650737625104.5198		
3453147900	0.3241000026464462	0.2820000052452087	1.809800028800964	0.02599999960511923	0.00534999999217689	674114580454.4012		
3453148200	0.3321666717529297	0.2830666700998942	1.754966696103414	0.02656666624049346	0.00566666666418314	697051104247.5286		
3453148500	0.3402333408594131	0.2841333349545797	1.700133363405863	0.02713333287586768	0.005983333336189389	626486104558.2611		
3453148800	0.3483000099658966	0.2851999998092651	1.645300030708313	0.02769999951124191	0.006300000008195639	555851190014.0038		
3453149100	0.3450000087420146	0.2835166652997335	1.643516699473063	0.02751666617890199	0.005966666697834929	615383592007.6992		
3453149400	0.3417000075181325	0.2818333307902018	1.641733368237813	0.02733333284656207	0.005633333387474219	675200234943.4132		
3453149700	0.3384000062942505	0.2801499962806702	1.639950037002563	0.02714999951422215	0.005300000077113509	682302548342.2341		
3453150000	0.3351000050703685	0.2784666617711385	1.638166705767314	0.02696666618188222	0.004966666766752799	689541746593.767		
3453150300	0.3318000038464864	0.2767833272616069	1.636383374532064	0.0267833328495423	0.004633333456392089	685508712786.2078		
3453150600	0.3285000026226044	0.2750999927520752	1.634600043296814	0.02659999951720238	0.00430000014603138	681379701556.528		
3453150900	0.3233500023682912	0.2716333270072937	1.566733360290527	0.02586666618784269	0.004550000109399359	661913537324.7001		
3453151200	0.3182000021139781	0.2681666612625122	1.498866677284241	0.025133332858483	0.004800000072767337	642447373092.8722		
3453151500	0.3130500018596649	0.2646999955177307	1.430999994277954	0.02439999952912331	0.005050000036135316	644295611262.0096		
3453151800	0.3079000016053517	0.2612333297729492	1.363133311271667	0.02366666619976361	0.005299999999503294	646297902083.3945		
3453152100	0.3027500013510386	0.2577666640281677	1.295266628265381	0.02293333287040393	0.005549999962871273	639935235499.4082		
3453152400	0.2976000010967255	0.2542999982833862	1.227399945259094	0.02219999954104424	0.005799999926239252	633290026815.3643		
3453152700	0.2972666670878728	0.2523999984065692	1.20594996213913	0.02213333298762639	0.00569999994089206	629960025305.5044		
3453153000	0.2969333330790202	0.2504999985297521	1.184499979019165	0.02206666643420855	0.005599999955544869	626843096431.9004		
3453153300	0.2965999990701675	0.248599998652935	1.1630499958992	0.02199999988079071	0.005499999970197678	611498141067.5896		
3453153600	0.2962666650613149	0.246699998776118	1.141600012779236	0.02193333332737287	0.005399999984850486	596265546097.4808		
3453153900	0.2959333310524623	0.2447999988993009	1.120150029659271	0.02186666677395503	0.005299999999503295	603243485277.5153		
3453154200	0.2955999970436096	0.2428999990224838	1.098700046539307	0.02180000022053719	0.005200000014156103	610367238649.8566		
3453154500	0.2932499994834264	0.2413333331545194	1.077516704797745	0.0216000002498428	0.005150000021482508	618756085313.1359		
3453154800	0.2909000019232432	0.239766667286555	1.056333363056183	0.02140000027914842	0.005100000028808911	627000660872.3988		
3453155100	0.28855000436306	0.2382000014185905	1.035150021314621	0.02120000030845404	0.005050000036135316	612111177379.2129		
3453155400	0.2862000068028768	0.2366333355506261	1.013966679573059	0.02100000033775965	0.00500000004346172	597284607859.6244		
3453155700	0.2838500092426936	0.2350666696826617	0.9927833378314972	0.02080000036706527	0.004950000050788124	601613465065.8584		
3453156000	0.2815000116825104	0.2335000038146973	0.9715999960899353	0.02060000039637089	0.004900000058114529	606087247478.397		
3453156300	0.2714166765411695	0.2278500025471052	0.937583327293396	0.019466666970402	0.004750000080093741	609621294941.7433		
3453156600	0.2613333413998286	0.222200001279513	0.9035666584968567	0.01833333354443312	0.004600000102072954	613157744068.3335		
3453156900	0.2512500062584877	0.2165500000119209	0.8695499897003174	0.01720000011846423	0.004450000124052167			
3453157200	0.2411666711171468	0.2108999987443288	0.8355333209037781	0.01606666669249535	0.00430000014603138	593423471319.4899		
3453157500	0.2310833359758059	0.2052499974767367	0.8015166521072388	0.01493333326652646	0.004150000168010592	593341920873.3727		
3453157800	0.221000000834465	0.1995999962091446	0.7674999833106995	0.01379999984055758	0.004000000189989805	593260370427.2554		
3453158100	0.2160166675845782	0.1962166627248128	0.7498499850432078	0.01358333323150873	0.003800000141685208	587686974167.677		
3453158400	0.2110333343346914	0.192833329240481	0.7321999867757162	0.01336666662245989	0.00360000009338061	582227801783.0233		
3453158700	0.2060500010848045	0.1894499957561493	0.7145499885082245	0.01315000001341105	0.003400000045076013	583348993904.4156		
3453159000	0.2010666678349177	0.1860666622718175	0.6968999902407328	0.0129333334043622	0.003199999996771415	584528844213.8876		
3453159300	0.1960833345850309	0.1826833287874857	0.6792499919732412	0.01271666679531336	0.002999999948466818	575476629968.4816		
3453159600	0.191100001335144	0.179299995303154	0.6615999937057495	0.01250000018626451	0.00279999990016222	566757105124.2301		
3453159900	0.1876666670044263	0.1776999955375989	0.6454499959945679	0.0114833334616075	0.002766666584648192	565588885192.7145		
3453160200	0.1842333326737086	0.1760999957720439	0.6292999982833862	0.01046666673695048	0.002733333269134164	564171966217.5514		
3453160500	0.1807999983429909	0.1744999960064888	0.6131500005722046	0.009450000012293458	0.002699999953620136	564379979423.5876		
3453160800	0.1773666640122732	0.1728999962409337	0.5970000028610229	0.008433333287636438	0.002666666638106108	564971663587.7637		
3453161100	0.1739333296815554	0.1712999964753787	0.5808500051498413	0.00741666656297942	0.00263333332259208	556417086047.3229		
3453161400	0.1704999953508377	0.1696999967098236	0.5647000074386597	0.006399999838322401	0.002600000007078052	547937114309.391		
3453161700	0.1910166616241137	0.1797666649023692	0.5517166703939438	0.007616666533673803	0.002583333329918484	547940060784.2873		
3453162000	0.2115333278973897	0.1898333330949148	0.5387333333492279	0.008833333229025206	0.002566666652758916	547943009264.2703		
3453162300	0.2320499941706657	0.1999000012874603	0.525749996304512	0.01004999992437661	0.002549999975599349	551272565260.9219		
3453162600	0.2525666604439417	0.2099666694800059	0.5127666592597961	0.01126666661972801	0.002533333298439781	554604388575.2423		
3453162900	0.2730833267172177	0.2200333376725515	0.4997833222150803	0.01248333331507941	0.002516666621280213	553419873225.6257		
3453163200	0.2935999929904938	0.230100005865097	0.4867999851703644	0.01370000001043081	0.002499999944120646	551858497220.0844		
3453163500	0.2793666596213977	0.2203500047326088	0.4697333226601283	0.01376666671906908	0.002749999985098839	560140131993.7587		
3453163800	0.2651333262523015	0.2106000036001205	0.4526666601498922	0.01383333342770735	0.003000000026077032	568423417302.3866		
3453164100	0.2508999928832054	0.2008500024676323	0.4355999976396561	0.01390000013634562	0.003250000067055225	557881825606.6263		
3453164400	0.2366666595141093	0.191100001335144	0.41853333512942	0.0139666668449839	0.003500000108033419	547333050543.4415		
3453164700	0.2224333261450132	0.1813500002026558	0.4014666726191839	0.01403333355362217	0.003750000149011612	546121298721.7927		
3453165000	0.2081999927759171	0.1715999990701675	0.3844000101089478	0.01410000026226044	0.004000000189989805	544777640173.9103		
3453165300	0.2030666594703992	0.1677999993165334	0.3655166774988174	0.01438333342472712	0.003900000165837506	530856804899.7171		
3453165600	0.1979333261648814	0.1639999995628993	0.3466333448886871	0.01466666658719381	0.003800000141685208	517288586248.7337		
3453165900	0.1927999928593636	0.1601999998092651	0.3277500122785568	0.01494999974966049	0.003700000117532909	513091890726.7438		
3453166200	0.1876666595538457	0.156400000055631	0.3088666796684265	0.01523333291212718	0.00360000009338061	508718706434.2835		
3453166500	0.1825333262483279	0.1526000003019969	0.2899833470582962	0.01551666607459386	0.003500000069228312	519182815561.8797		
3453166800	0.1773999929428101	0.1488000005483627	0.2711000144481659	0.01579999923706055	0.003400000045076013	529646924689.476		
3453167100	0.1807166611154874	0.1500333348910014	0.2625666782259941	0.01493333264564474	0.003316666698083282	512267718212.0495		
3453167400	0.1840333292881648	0.15126666923364	0.2540333420038223	0.01406666605422894	0.00323333335109055	494716227606.1436		
3453167700	0.1873499974608421	0.1525000035762787	0.2455000057816505	0.01319999946281314	0.003150000004097819	486493961271.3838		
3453168000	0.1906666656335195	0.1537333379189173	0.2369666695594788	0.01233333287139734	0.003066666657105088	478440367363.3564		
3453168300	0.1939833338061968	0.154966672261556	0.228433333337307	0.01146666627998153	0.002983333310112357	478253103005.3801		
3453168600	0.1973000019788742	0.1562000066041946	0.2198999971151352	0.01059999968856573	0.002899999963119626	477950860712.4064		
3453168900	0.2081500018636386	0.1632166728377342	0.224783331155777	0.01086666636789838	0.002899999963119626	457794555256.8922		
3453169200	0.2190000017484029	0.1702333390712738	0.2296666651964188	0.01113333304723104	0.002899999963119626	437533015819.9747		
3453169500	0.2298500016331673	0.1772500053048134	0.2345499992370605	0.01139999972656369	0.002899999963119626	439653118009.9298		
3453169800	0.2407000015179316	0.184266671538353	0.2394333332777023	0.01166666640589635	0.002899999963119626	441923790486.2515		
3453170100	0.251550001402696	0.1912833377718925	0.2443166673183441	0.011933333085229	0.002899999963119626	440653006182.8433		
3453170400	0.2624000012874603	0.1983000040054321	0.2492000013589859	0.01219999976456165	0.002899999963119626	439380487020.3177		
3453170700	0.2637166678905487	0.1968000034491221	0.2737499997019768	0.01516666635870934	0.003449999998944501	450027527763.4782		
3453171000	0.2650333344936371	0.1953000028928121	0.2982999980449677	0.01813333295285702	0.004000000034769376	460728038612.6639		
3453171300	0.2663500010967255	0.1938000023365021	0.3228499963879585	0.0210999995470047	0.004550000070594251	473218079342.4908		
3453171600	0.2676666676998138	0.192300001780192	0.3473999947309494	0.02406666614115238	0.005100000106419126	485590978467.1463		
3453171900	0.2689833343029022	0.190800001223882	0.3719499930739403	0.02703333273530006	0.005650000142244001	493438774435.4383		
3453172200	0.2703000009059906	0.189300000667572	0.3964999914169312	0.02999999932944775	0.006200000178068876	501502577060.6796		
3453172500	0.375450000166893	0.2369500001271566	0.4581499894460042	0.03461666622509559	0.007583333412185311	516540537450.0822		
3453172800	0.4805999994277954	0.2845999995867411	0.5197999874750773	0.03923333312074344	0.008966666646301746	531528221891.9097		
3453173100	0.5857499986886978	0.3322499990463257	0.5814499855041504	0.04385000001639128	0.01034999988041818	495560035168.8602		
3453173400	0.6908999979496002	0.3798999985059102	0.6430999835332235	0.04846666691203912	0.01173333311453462	459512904348.9365		
3453173700	0.7960499972105026	0.4275499979654948	0.7047499815622966	0.05308333380768697	0.01311666634865105	437003310259.268		
3453174000	0.901199996471405	0.4751999974250793	0.7663999795913696	0.05770000070333481	0.01449999958276749	414367873346.7147		
3453174300	0.9040499925613403	0.4770833303531011	0.9132833083470662	0.05920000001788139	0.01448333294441303	410180719137.8909		
3453174600	0.9068999886512756	0.4789666632811229	1.060166637102763	0.06069999933242798	0.01446666630605857	406037927633.0571		
3453174900	0.9097499847412109	0.4808499962091446	1.207049965858459	0.06219999864697456	0.01444999966770411	414054988382.1942		
3453175200	0.9125999808311462	0.4827333291371663	1.353933294614156	0.06369999796152115	0.01443333302934965	422066595348.5086		
3453175500	0.9154499769210815	0.4846166620651881	1.500816623369853	0.06519999727606773	0.01441666639099518	404832543496.6971		
3453175800	0.9182999730110168	0.4864999949932098	1.647699952125549	0.06669999659061432	0.01439999975264072	387621907476.206		
3453176100	0.8546833097934723	0.4561499953269958	1.776849965254466	0.06633332992593448	0.01364999978492657	370754617188.5046		
3453176400	0.7910666465759277	0.4257999956607819	1.905999978383382	0.06596666326125462	0.01289999981721242	354065800328.4128		
3453176700	0.7274499833583832	0.3954499959945679	2.035149991512299	0.06559999659657478	0.01214999984949827	363750280264.3039		
3453177000	0.6638333201408386	0.3650999963283539	2.164300004641215	0.06523332993189494	0.01139999988178412	373541578587.927		
3453177300	0.6002166569232941	0.3347499966621399	2.293450017770132	0.06486666326721509	0.01064999991406997	378091804368.1131		
3453177600	0.5365999937057495	0.3043999969959259	2.422600030899048	0.06449999660253525	0.00989999994635582	382931043968.9303		
3453177900	0.5010999937852224	0.2856833313902219	2.584033370018005	0.06266666390001774	0.009850000031292439	388539550543.4724		
3453178200	0.4655999938646952	0.2669666657845179	2.745466709136963	0.06083333119750023	0.009800000116229057	394235339996.4996		
3453178500	0.4300999939441681	0.2482500001788139	2.90690004825592	0.05899999849498272	0.009750000201165676	393299360711.4921		
3453178800	0.394599994023641	0.2295333345731099	3.068333387374878	0.05716666579246521	0.009700000286102295	392551327826.2029		
3453179100	0.3590999941031138	0.2108166689674059	3.229766726493835	0.0553333330899477	0.009650000371038914	400839546388.5132		
3453179400	0.3235999941825867	0.192100003361702	3.391200065612793	0.05350000038743019	0.009600000455975533	409075593325.7709		
3453179700	0.3117999931176503	0.1861666689316432	3.4224667151769	0.05205000005662441	0.009283333706359068	436286590530.2829		
3453180000	0.299999992052714	0.1802333345015844	3.453733364741007	0.05059999972581863	0.008966666956742605	463292360888.2642		
3453180300	0.2881999909877777	0.1743000000715256	3.485000014305115	0.04914999939501286	0.008650000207126141	481187144683.8932		
3453180600	0.2763999899228414	0.1683666656414668	3.516266663869222	0.04769999906420708	0.008333333457509676	498960576324.2893		
3453180900	0.2645999888579051	0.162433331211408	3.547533313433329	0.0462499987334013	0.008016666707893213	514269128140.8724		
3453181200	0.2527999877929688	0.1564999967813492	3.578799962997437	0.04479999840259552	0.007699999958276749	529507190746.1954		
3453181500	0.2383333221077919	0.1481666639447212	3.377633293469747	0.04329999846716722	0.007199999953930576	563337889989.2162		
3453181800	0.2238666564226151	0.1398333311080933	3.176466623942057	0.04179999853173891	0.006699999949584405	597183056553.2385		
3453182100	0.2093999907374382	0.1314999982714653	2.975299954414368	0.04029999859631062	0.006199999945238233	632326993655.1477		
3453182400	0.1949333250522614	0.1231666654348373	2.774133284886678	0.03879999866088232	0.005699999940892061	667447383730.5226		
3453182700	0.1804666593670845	0.1148333325982094	2.572966615358989	0.03729999872545401	0.005199999936545888	681085600403.078		
3453183000	0.1659999936819077	0.1064999997615814	2.371799945831299	0.03579999879002571	0.004699999932199717	696228765507.7505		
3453183300	0.1876499926050504	0.1194166665275892	2.783183256785075	0.04194999920825163	0.005483333254233003	714659825889.4009		
3453183600	0.2092999915281932	0.1323333332935969	3.194566567738851	0.04809999962647756	0.006266666576266289	732588867602.6122		
3453183900	0.2309499904513359	0.1452500000596046	3.605949878692627	0.05425000004470348	0.007049999898299575			
3453184200	0.2525999893744787	0.1581666668256124	4.017333189646403	0.06040000046292941	0.007833333220332861			
3453184500	0.2742499882976214	0.1710833335916201	4.42871650060018	0.06655000088115534	0.008616666542366147			
3453184800	0.2958999872207642	0.1840000003576279	4.840099811553955	0.07270000129938126	0.009399999864399433			
3453185100								
3453185400								
3453185700								
3453186000								
3453186300								
3453186600								
3453186900								
3453187200								
3453187500						1042313846463.319		
3453187800						1051908975982.836		
3453188100								
