HRNO3_Amb_CU	HROrg_Amb_CU	t_series_Local_Start
		3454443155
		3454443247
		3454443362
0.064	5.59	3454443395
		3454443487
		3454443602
		3454443635
		3454443727
		3454443842
0.08699999999999999	5.88	3454443876
		3454443968
		3454444082
		3454444115
		3454444207
		3454444322
0.078	5.923	3454444355
		3454444448
		3454444561
		3454444594
		3454444687
		3454444802
0.08799999999999999	6.061	3454444835
		3454444927
		3454445042
		3454445075
		3454445167
		3454445282
0.076	5.772	3454445315
		3454445408
		3454445521
		3454445555
		3454445647
		3454445761
0.089	5.978	3454445795
		3454445887
		3454446002
		3454446036
		3454446129
		3454446241
0.08699999999999999	6.122	3454446274
		3454446367
		3454446482
		3454446515
		3454446607
		3454446722
0.098	6.663	3454446756
		3454446848
		3454446961
		3454446994
		3454447087
		3454447202
0.113	6.768	3454447235
		3454447327
		3454447442
		3454447475
		3454447567
		3454447682
0.104	6.707	3454447715
		3454447807
		3454447921
		3454447955
		3454448047
		3454448162
0.093	6.322	3454448195
		3454448288
		3454448402
		3454448435
		3454448527
		3454448642
0.05	3.745	3454448676
		3454448767
		3454448881
		3454448915
		3454449007
		3454449122
0.108	6.266	3454449155
		3454449248
		3454449361
		3454449395
		3454449487
		3454449601
0.121	6.935	3454449634
		3454449727
		3454449842
		3454449875
		3454449967
		3454450082
0.111	6.447	3454450115
		3454450208
		3454450321
		3454450355
		3454450447
		3454450562
0.062	3.894	3454450595
		3454450687
		3454450801
		3454450834
		3454450927
		3454451042
0.043	3.098	3454451075
		3454451167
		3454451282
		3454451315
		3454451407
		3454451521
0.061	4.13	3454451555
		3454451647
		3454451761
		3454451794
		3454451887
		3454452002
0.057	3.846	3454452036
		3454452128
		3454452242
		3454452275
		3454452367
		3454452482
0.066	4.15	3454452515
		3454452607
		3454452722
		3454452755
		3454452847
		3454452962
0.053	3.822	3454452995
		3454453087
		3454453202
		3454453235
		3454453327
		3454453442
0.062	3.77	3454453475
		3454453567
		3454453682
		3454453716
		3454453808
		3454453922
0.07000000000000001	4.447	3454453955
		3454454048
		3454454162
		3454454195
		3454454287
		3454454401
0.097	4.781	3454454434
		3454454527
		3454454642
		3454454675
		3454454767
		3454454882
0.06	3.663	3454454916
		3454455007
		3454455122
		3454455156
		3454455247
		3454455362
0.068	3.893	3454455396
		3454455488
		3454455602
		3454455635
		3454455727
		3454455842
0.06900000000000001	3.852	3454455876
		3454455967
		3454456082
		3454456115
		3454456207
		3454456322
0.065	4.027	3454456355
		3454456447
		3454456562
		3454456595
		3454456687
		3454456802
0.049	3.777	3454456835
		3454456928
		3454457042
		3454457075
		3454457167
		3454457282
0.062	4.006	3454457315
		3454457407
		3454457522
		3454457556
		3454457648
		3454457762
0.06	3.937	3454457795
		3454457887
		3454458001
		3454458035
		3454458127
		3454458242
0.059	3.954	3454458276
		3454458368
		3454458481
		3454458514
		3454458607
		3454458722
0.063	3.898	3454458755
		3454458847
		3454458962
		3454458995
		3454459087
		3454459202
0.064	3.809	3454459236
		3454459328
		3454459441
		3454459475
		3454459567
		3454459682
0.06	3.401	3454459716
		3454459808
		3454459922
		3454459955
		3454460047
		3454460162
0.044	3.634	3454460195
		3454460287
		3454460402
		3454460435
		3454460528
		3454460642
0.048	3.567	3454460675
		3454460767
		3454460882
		3454460915
		3454461007
		3454461122
0.048	3.824	3454461155
		3454461247
		3454461362
		3454461396
		3454461488
		3454461602
0.067	3.656	3454461636
		3454461728
		3454461842
		3454461875
		3454461967
		3454462082
0.074	3.71	3454462115
		3454462207
		3454462321
		3454462355
		3454462446
		3454462562
0.065	3.776	3454462595
		3454462687
		3454462802
		3454462835
		3454462927
		3454463041
0.047	3.254	3454463075
		3454463167
		3454463282
		3454463315
		3454463408
		3454463522
0.041	3.202	3454463555
		3454463648
		3454463762
		3454463795
		3454463887
		3454464002
0.057	3.333	3454464035
		3454464127
		3454464242
		3454464276
		3454464368
		3454464482
0.06	3.412	3454464515
		3454464608
		3454464722
		3454464755
		3454464847
		3454464961
0.056	3.263	3454464994
		3454465087
		3454465201
		3454465235
		3454465327
		3454465442
0.053	3.173	3454465475
		3454465567
		3454465682
		3454465715
		3454465807
		3454465921
0.06	3.425	3454465955
		3454466047
		3454466162
		3454466195
		3454466287
		3454466402
0.052	2.63	3454466435
		3454466527
		3454466642
		3454466675
		3454466767
		3454466882
0.056	2.994	3454466916
		3454467008
		3454467122
		3454467155
		3454467247
		3454467362
0.06900000000000001	3.073	3454467395
		3454467487
		3454467602
		3454467636
		3454467728
		3454467842
0.101	3.467	3454467876
		3454467968
		3454468082
		3454468115
		3454468208
		3454468322
0.075	3.11	3454468355
		3454468448
		3454468562
		3454468595
		3454468687
		3454468802
0.056	2.757	3454468836
		3454468928
		3454469042
		3454469075
		3454469168
		3454469282
0.08799999999999999	3.181	3454469315
		3454469407
		3454469522
		3454469556
		3454469647
		3454469761
0.099	3.226	3454469795
		3454469887
		3454470002
		3454470035
		3454470128
		3454470242
0.141	3.646	3454470275
		3454470367
		3454470481
		3454470515
		3454470607
		3454470722
		3454470755
		3454470847
		3454470962
		3454470996
		3454471088
		3454471201
		3454471235
		3454471327
		3454471442
		3454471475
		3454471567
		3454471682
		3454471716
		3454471808
		3454471922
		3454471956
		3454472048
		3454472162
		3454472195
		3454472287
		3454472402
		3454472435
		3454472527
		3454472642
		3454472675
		3454472768
		3454472882
		3454472916
		3454473008
		3454473121
		3454473155
		3454473247
		3454473361
		3454473395
		3454473487
		3454473602
		3454473635
		3454473728
		3454473842
		3454473875
		3454473968
		3454474082
		3454474115
		3454474207
		3454474322
		3454474355
		3454474447
		3454474562
		3454474596
		3454474688
		3454474801
		3454474835
		3454474927
		3454475042
		3454475075
		3454475168
		3454475281
		3454475315
		3454475407
		3454475521
		3454475555
		3454475647
		3454475762
		3454475795
		3454475888
		3454476002
		3454476035
		3454476127
		3454476242
		3454476275
		3454476367
		3454476482
		3454476515
		3454476607
		3454476722
		3454476756
		3454476848
		3454476962
		3454476995
		3454477087
		3454477202
		3454477235
		3454477327
		3454477442
		3454477475
		3454477567
		3454477682
		3454477716
		3454477808
		3454477922
		3454477955
		3454478047
		3454478161
		3454478195
		3454478287
		3454478402
		3454478436
		3454478528
		3454478642
		3454478676
		3454478768
		3454478882
		3454478915
		3454479007
		3454479122
		3454479155
		3454479247
		3454479362
		3454479396
		3454479488
		3454479602
		3454479635
		3454479727
		3454479842
		3454479875
		3454479968
		3454480082
		3454480115
		3454480207
		3454480322
		3454480355
		3454480447
		3454480562
		3454480595
		3454480687
		3454480802
		3454480835
		3454480927
		3454481042
		3454481075
		3454481167
		3454481281
		3454481315
		3454481407
		3454481522
		3454481556
		3454481648
		3454481762
		3454481796
		3454481888
		3454482001
		3454482035
		3454482127
		3454482242
		3454482276
		3454482368
		3454482482
		3454482515
		3454482607
		3454482722
		3454482755
		3454482847
		3454482962
		3454482996
		3454483087
		3454483201
		3454483235
		3454483327
		3454483442
		3454483475
		3454483568
		3454483682
		3454483715
		3454483807
		3454483922
		3454483955
		3454484047
		3454484162
		3454484195
		3454484287
		3454484402
		3454484435
		3454484528
		3454484642
		3454484675
		3454484767
		3454484881
		3454484915
		3454485007
		3454485122
		3454485155
		3454485247
		3454485362
		3454485396
		3454485488
		3454485602
		3454485635
		3454485727
		3454485842
		3454485875
		3454485967
		3454486082
		3454486115
		3454486207
		3454486322
		3454486355
		3454486447
		3454486562
		3454486595
		3454486687
		3454486802
		3454486835
		3454486928
		3454487042
		3454487076
		3454487167
		3454487282
		3454487315
		3454487407
		3454487522
		3454487555
		3454487648
		3454487762
		3454487795
		3454487887
		3454488001
0.117	4.866	3454488035
		3454488127
		3454488242
		3454488275
		3454488368
		3454488482
0.114	4.417	3454488516
		3454488608
		3454488722
		3454488755
		3454488847
		3454488962
0.097	4.385	3454488996
		3454489088
		3454489202
		3454489235
		3454489327
		3454489442
0.104	4.429	3454489475
		3454489567
		3454489682
		3454489714
		3454489807
		3454489922
0.107	4.541	3454489955
		3454490048
		3454490162
		3454490195
		3454490287
		3454490402
0.109	4.99	3454490435
		3454490526
		3454490641
		3454490675
		3454490767
		3454490881
0.098	4.86	3454490915
		3454491007
		3454491121
		3454491155
		3454491247
		3454491362
0.096	4.68	3454491395
		3454491487
		3454491602
		3454491635
		3454491727
		3454491842
0.101	4.928	3454491876
		3454491967
		3454492082
		3454492115
		3454492207
		3454492322
0.093	4.244	3454492355
		3454492447
		3454492562
		3454492595
		3454492687
		3454492802
0.067	4.783	3454492834
		3454492927
		3454493041
		3454493075
		3454493167
		3454493282
0.075	4.46	3454493316
		3454493407
		3454493521
		3454493555
		3454493647
		3454493762
0.08500000000000001	5	3454493796
		3454493887
		3454494002
		3454494035
		3454494127
		3454494242
0.08699999999999999	5.169	3454494275
		3454494367
		3454494482
		3454494515
		3454494608
		3454494722
0.08599999999999999	5.192	3454494755
		3454494848
		3454494962
		3454494995
		3454495087
		3454495202
0.094	5.291	3454495235
		3454495327
		3454495442
		3454495476
		3454495568
		3454495682
0.083	5.252	3454495715
		3454495808
		3454495922
		3454495955
		3454496047
		3454496162
0.097	5.245	3454496195
		3454496287
		3454496402
		3454496435
		3454496527
		3454496642
0.081	5.214	3454496675
		3454496767
		3454496882
		3454496916
		3454497008
		3454497122
0.108	5.568	3454497155
		3454497247
		3454497361
		3454497395
		3454497487
		3454497602
0.104	5.792	3454497636
		3454497728
		3454497842
		3454497875
		3454497968
		3454498082
0.111	5.985	3454498115
		3454498207
		3454498322
		3454498354
		3454498447
		3454498562
0.117	5.691	3454498595
		3454498687
		3454498801
		3454498835
		3454498927
		3454499042
0.107	5.904	3454499075
		3454499167
		3454499282
		3454499316
		3454499408
		3454499521
0.115	5.801	3454499555
		3454499647
		3454499762
		3454499795
		3454499888
		3454500002
0.11	5.901	3454500035
		3454500127
		3454500242
		3454500276
		3454500368
		3454500481
0.104	6.129	3454500514
		3454500607
		3454500722
		3454500755
		3454500847
		3454500962
0.121	6.542	3454500995
		3454501087
		3454501202
		3454501236
		3454501327
		3454501442
0.119	6.715	3454501475
		3454501568
		3454501682
		3454501715
		3454501807
		3454501922
0.128	6.653	3454501956
		3454502048
		3454502162
		3454502195
		3454502287
		3454502402
0.12	6.704	3454502435
		3454502528
		3454502642
		3454502675
		3454502767
		3454502882
0.118	6.33	3454502915
		3454503008
		3454503122
		3454503155
		3454503247
		3454503362
0.151	6.811	3454503395
		3454503487
		3454503602
		3454503635
		3454503727
		3454503842
0.154	7.755	3454503875
		3454503967
		3454504082
		3454504116
		3454504208
		3454504322
0.131	7.237	3454504354
		3454504446
		3454504562
		3454504595
		3454504687
		3454504802
0.12	6.927	3454504835
		3454504927
		3454505042
		3454505075
		3454505167
		3454505282
		3454505315
		3454505407
		3454505522
		3454505556
		3454505648
		3454505762
		3454505796
		3454505888
		3454506002
		3454506035
		3454506128
		3454506242
		3454506275
		3454508405
		3454508438
		3454508530
		3454508642
		3454508675
		3454508767
		3454508882
		3454508916
		3454509008
		3454509122
		3454509155
		3454509247
		3454509362
		3454509395
		3454509487
		3454509602
		3454509635
		3454509727
		3454509842
		3454509875
		3454509966
		3454510082
		3454510115
		3454510207
		3454510322
		3454510355
		3454510447
		3454510562
		3454510595
		3454510687
		3454510802
		3454510835
		3454510927
		3454511042
0.134	7.744	3454511075
		3454511167
		3454511281
		3454511315
		3454511407
		3454511521
0.148	7.866	3454511555
		3454511647
		3454511762
		3454511796
		3454511887
		3454512002
0.147	8.021000000000001	3454512035
		3454512127
		3454512242
		3454512275
		3454512367
		3454512481
0.15	7.638	3454512516
		3454512608
		3454512722
		3454512755
		3454512847
		3454512962
0.131	7.825	3454512995
		3454513087
		3454513202
		3454513236
		3454513328
		3454513442
0.136	7.622	3454513475
		3454513567
		3454513682
		3454513715
		3454513807
		3454513922
0.139	7.613	3454513955
		3454514047
		3454514162
		3454514196
		3454514288
		3454514402
0.147	7.448	3454514435
		3454514527
		3454514642
		3454514676
		3454514768
		3454514881
0.136	7.664	3454514915
		3454515007
		3454515122
		3454515155
		3454515247
		3454515362
0.153	7.56	3454515396
		3454515488
		3454515601
		3454515635
		3454515727
		3454515841
0.156	7.839	3454515875
		3454515967
		3454516082
		3454516115
		3454516207
		3454516322
0.144	7.878	3454516356
		3454516448
		3454516562
		3454516595
		3454516687
		3454516802
0.131	7.649	3454516836
		3454516928
		3454517042
		3454517076
		3454517168
		3454517282
0.123	7.8	3454517316
		3454517408
		3454517522
		3454517555
		3454517647
		3454517762
0.131	7.552	3454517795
		3454517887
		3454518002
		3454518035
		3454518127
		3454518242
0.16	2.544	3454518275
		3454518367
		3454518482
		3454518515
		3454518607
		3454518721
0.121	7.379	3454518755
		3454518847
		3454518961
		3454518995
		3454519087
		3454519202
0.133	7.415	3454519236
		3454519328
		3454519442
		3454519476
		3454519568
		3454519681
0.116	7.533	3454519715
		3454519807
		3454519922
		3454519955
		3454520048
		3454520162
0.126	7.616	3454520195
		3454520288
		3454520402
		3454520435
		3454520527
		3454520642
0.112	6.576	3454520675
		3454520767
		3454520882
		3454520916
		3454521008
		3454521122
0.115	6.907	3454521155
		3454521247
		3454521362
		3454521395
		3454521487
		3454521602
0.105	7.211	3454521636
		3454521728
		3454521841
		3454521875
		3454521967
		3454522082
0.102	7.722	3454522116
		3454522208
		3454522322
		3454522355
		3454522448
		3454522562
0.078	7.716	3454522596
		3454522687
		3454522801
		3454522835
		3454522927
		3454523042
0.106	8.036	3454523076
		3454523168
		3454523282
		3454523315
		3454523407
		3454523522
0.172	10.972	3454523555
		3454523647
		3454523762
		3454523796
		3454523888
		3454524002
0.201	12.095	3454524035
		3454524128
		3454524241
		3454524275
		3454524367
		3454524482
0.231	15.983	3454524515
		3454524607
		3454524722
		3454524756
		3454524848
		3454524962
0.232	16.197	3454524996
		3454525088
		3454525202
		3454525236
		3454525328
		3454525442
0.238	16.627	3454525476
		3454525568
		3454525682
		3454525715
		3454525808
		3454525922
0.204	10.673	3454525955
		3454526047
		3454526162
		3454526195
		3454526287
		3454526402
0.208	10.679	3454526436
		3454526528
		3454526642
		3454526676
		3454526768
		3454526882
0.192	10.578	3454526915
		3454527008
		3454527122
		3454527156
		3454527247
		3454527362
0.178	10.643	3454527396
		3454527488
		3454527601
		3454527635
		3454527727
		3454527841
0.19	11.035	3454527875
		3454527967
		3454528082
		3454528116
		3454528208
		3454528322
0.2	12.98	3454528355
		3454528447
		3454528562
		3454528595
		3454528688
		3454528802
0.202	13.096	3454528835
		3454528928
		3454529042
		3454529075
		3454529167
		3454529282
0.21	13.03	3454529316
		3454529408
		3454529521
		3454529555
		3454529647
		3454529762
0.263	14.258	3454529796
		3454529888
		3454530002
		3454530035
		3454530127
		3454530242
0.243	13.121	3454530275
		3454530367
		3454530482
		3454530516
		3454530608
		3454530722
0.197	12.376	3454530755
		3454530847
		3454530962
		3454530995
		3454531087
		3454531203
0.197	13.01	3454531236
		3454531328
		3454531442
		3454531476
		3454531568
		3454531682
0.184	11.8	3454531715
		3454531808
		3454531922
		3454531956
		3454532048
		3454532162
0.243	12.57	3454532196
		3454532288
		3454532402
		3454532436
		3454532528
		3454532642
0.273	13.303	3454532676
		3454532768
		3454532882
		3454532916
		3454533008
		3454533122
0.223	12.726	3454533156
		3454533248
		3454533362
		3454533396
		3454533488
		3454533601
0.212	12.359	3454533635
		3454533727
		3454533842
		3454533875
		3454533968
		3454534082
0.187	12.286	3454534115
		3454534207
		3454534321
		3454534355
		3454534447
		3454534562
0.178	11.632	3454534595
		3454534687
		3454534801
		3454534835
		3454534927
		3454535042
0.18	11.952	3454535076
		3454535168
		3454535281
		3454535315
		3454535407
		3454535522
0.193	12.315	3454535556
		3454535648
		3454535762
		3454535796
		3454535888
		3454536002
0.168	11.664	3454536035
		3454536127
		3454536242
		3454536275
		3454536367
		3454536482
0.111	10.701	3454536516
		3454536608
		3454536722
		3454536756
		3454536848
		3454536962
0.119	10.709	3454536995
		3454537087
		3454537201
		3454537235
		3454537327
		3454537442
0.133	10.688	3454537475
		3454537568
		3454537682
		3454537716
		3454537808
		3454537921
0.142	10.547	3454537955
		3454538047
		3454538162
		3454538196
		3454538288
		3454538402
0.131	11.073	3454538435
		3454538527
		3454538642
		3454538676
		3454538768
		3454538882
0.133	10.641	3454538915
		3454539007
		3454539121
		3454539155
		3454539247
		3454539362
0.131	10.492	3454539396
		3454539488
		3454539602
		3454539635
		3454539727
		3454539842
0.119	10.353	3454539876
		3454539968
		3454540082
		3454540115
		3454540207
		3454540322
0.124	10.263	3454540355
		3454540447
		3454540562
		3454540595
		3454540688
		3454540801
0.114	10.993	3454540835
		3454540927
		3454541041
		3454541075
		3454541167
		3454541282
0.132	10.835	3454541316
		3454541408
		3454541522
		3454541556
		3454541648
		3454541761
0.143	10.943	3454541795
		3454541887
		3454542002
		3454542035
		3454542127
		3454542242
0.155	10.808	3454542276
		3454542368
		3454542482
		3454542515
		3454542607
		3454542722
0.147	10.595	3454542755
		3454542847
		3454542962
		3454542996
		3454543088
		3454543202
0.153	10.219	3454543235
		3454543328
		3454543442
		3454543475
		3454543567
		3454543682
0.193	9.907999999999999	3454543716
		3454543808
		3454543921
		3454543955
		3454544047
		3454544162
0.166	10.199	3454544196
		3454544288
		3454544402
		3454544435
		3454544527
		3454544641
0.146	10.194	3454544675
		3454544767
		3454544881
		3454544915
		3454545007
		3454545122
0.211	10.794	3454545155
		3454545248
		3454545361
		3454545395
		3454545487
		3454545601
0.251	10.779	3454545635
		3454545728
		3454545842
		3454545876
		3454545968
		3454546082
0.304	10.95	3454546115
		3454546208
		3454546322
		3454546355
		3454546448
		3454546562
0.288	10.94	3454546596
		3454546688
		3454546802
		3454546835
		3454546928
		3454547042
0.255	10.908	3454547075
		3454547167
		3454547282
		3454547315
		3454547407
		3454547521
0.272	10.965	3454547555
		3454547647
		3454547762
		3454547796
		3454547888
		3454548002
0.278	10.66	3454548036
		3454548128
		3454548242
		3454548276
		3454548368
		3454548481
0.275	10.443	3454548515
		3454548607
		3454548722
		3454548756
		3454548848
		3454548962
0.285	10.554	3454548995
		3454549088
		3454549202
		3454549235
		3454549327
		3454549442
0.273	10.213	3454549475
		3454549567
		3454549682
		3454549716
		3454549808
		3454549922
0.258	10.448	3454549955
		3454550047
		3454550162
		3454550196
		3454550288
		3454550402
0.253	10.47	3454550435
		3454550527
		3454550642
		3454550676
		3454550767
		3454550882
0.263	9.629	3454550915
		3454551008
		3454551122
		3454551155
		3454551247
		3454551361
0.242	10.198	3454551395
		3454551488
		3454551602
		3454551636
		3454551728
		3454551842
0.235	9.628	3454551876
		3454551968
		3454552082
		3454552116
		3454552208
		3454552322
0.252	9.619999999999999	3454552355
		3454552447
		3454552562
		3454552596
		3454552688
		3454552802
0.259	9.334	3454552836
		3454552928
		3454553041
		3454553075
		3454553167
		3454553282
0.245	9.506	3454553315
		3454553407
		3454553522
		3454553555
		3454553648
		3454553762
0.236	8.964	3454553795
		3454553888
		3454554002
		3454554035
		3454554127
		3454554242
0.241	9.433999999999999	3454554275
		3454554367
		3454554482
		3454554516
		3454554608
		3454554722
0.25	9.065	3454554756
		3454554848
		3454554962
		3454554996
		3454555088
		3454555202
0.28	9.173	3454555236
		3454555328
		3454555442
		3454555475
		3454555568
		3454555682
0.237	8.538	3454555715
		3454555807
		3454555922
		3454555955
		3454556047
		3454556162
0.232	8.635	3454556195
		3454556288
		3454556402
		3454556435
		3454556528
		3454556642
0.225	8.427	3454556676
		3454556768
		3454556882
		3454556916
		3454557008
		3454557122
0.224	8.441000000000001	3454557156
		3454557248
		3454557362
		3454557396
		3454557488
		3454557602
0.227	8.234999999999999	3454557635
		3454557727
		3454557842
		3454557875
		3454557967
		3454558082
0.213	8.321	3454558115
		3454558208
		3454558322
		3454558356
		3454558448
		3454558562
0.217	8.103	3454558595
		3454558687
		3454558802
		3454558835
		3454558927
		3454559041
0.232	8.02	3454559075
		3454559167
		3454559282
		3454559316
		3454559408
		3454559522
0.199	7.683	3454559555
		3454559648
		3454559761
		3454559795
		3454559887
		3454560002
0.181	7.691	3454560036
		3454560128
		3454560242
		3454560276
		3454560368
		3454560482
0.193	7.207	3454560515
		3454560607
		3454560722
		3454560756
		3454560848
		3454560962
0.162	7.023	3454560995
		3454561088
		3454561202
		3454561235
		3454561328
		3454561442
0.183	7.09	3454561476
		3454561568
		3454561682
		3454561715
		3454561808
		3454561922
0.175	7.327	3454561955
		3454562047
		3454562162
		3454562196
		3454562288
		3454562402
0.184	6.828	3454562435
		3454562528
		3454562642
		3454562676
		3454562768
		3454562882
0.151	6.717	3454562916
		3454563008
		3454563122
		3454563156
		3454563248
		3454563362
0.144	6.506	3454563396
		3454563488
		3454563602
		3454563635
		3454563727
		3454563841
0.156	6.503	3454563875
		3454563967
		3454564082
		3454564116
		3454564208
		3454564322
0.146	6.651	3454564355
		3454564447
		3454564562
		3454564596
		3454564688
		3454564802
0.11	8.749000000000001	3454564835
		3454564928
		3454565042
		3454565076
		3454565168
		3454565282
0.15	6.407	3454565316
		3454565408
		3454565522
		3454565556
		3454565648
		3454565762
0.139	6.22	3454565796
		3454565888
		3454566002
		3454566036
		3454566128
		3454566242
0.135	6.505	3454566276
		3454566368
		3454566482
		3454566516
		3454566608
		3454566722
0.159	6.655	3454566756
		3454566848
		3454566962
		3454566995
		3454567088
		3454567202
0.13	5.683	3454567236
		3454567328
		3454567442
		3454567476
		3454567568
		3454567682
0.13	6.498	3454567716
		3454567808
		3454567921
		3454567955
		3454568047
		3454568161
0.142	6.207	3454568195
		3454568287
		3454568402
		3454568435
		3454568527
		3454568642
0.161	7.886	3454568675
		3454568768
		3454568882
		3454568916
		3454569007
		3454569122
0.159	7.1	3454569156
		3454569248
		3454569362
		3454569395
		3454569487
		3454569602
0.153	7.208	3454569636
		3454569728
		3454569842
		3454569875
		3454569968
		3454570082
0.15	7.218	3454570115
		3454570208
		3454570322
		3454570355
		3454570447
		3454570562
0.15	7.333	3454570595
		3454570687
		3454570802
		3454570835
		3454570928
		3454571042
0.156	7.572	3454571076
		3454571168
		3454571281
		3454571315
		3454571407
		3454571522
0.127	7.334	3454571556
		3454571648
		3454571762
		3454571795
		3454571887
		3454572002
0.134	7.809	3454572036
		3454572128
		3454572241
		3454572275
		3454572367
		3454572482
0.135	7.216	3454572516
		3454572608
		3454572722
		3454572756
		3454572848
		3454572961
0.138	7.286	3454572995
		3454573087
		3454573202
		3454573235
		3454573328
		3454573442
0.123	7.377	3454573475
		3454573567
		3454573682
		3454573715
		3454573807
		3454573922
0.118	7.333	3454573955
		3454574047
		3454574162
		3454574196
		3454574288
		3454574402
		3454574435
		3454574528
		3454574642
		3454574676
		3454574768
		3454574882
		3454574915
		3454575008
		3454575122
		3454575155
		3454575247
		3454575362
		3454575396
		3454575488
		3454575601
		3454575634
		3454575727
		3454575842
		3454575875
		3454575967
		3454576081
		3454576115
		3454576207
		3454576322
		3454576355
		3454576447
		3454576561
		3454576595
		3454576687
		3454576802
0.135	7.322	3454576835
		3454576927
		3454577042
		3454577076
		3454577168
		3454577282
0.105	6.662	3454577316
		3454577408
		3454577522
		3454577555
		3454577647
		3454577761
0.103	6.195	3454577795
		3454577887
		3454578002
		3454578035
		3454578127
		3454578241
0.098	6.236	3454578275
		3454578367
		3454578482
		3454578516
		3454578608
		3454578722
0.095	6.521	3454578755
		3454578847
		3454578962
		3454578995
		3454579087
		3454579202
0.076	6.441	3454579235
		3454579327
		3454579442
		3454579476
		3454579568
		3454579682
0.07199999999999999	6.137	3454579715
		3454579807
		3454579922
		3454579956
		3454580048
		3454580161
0.08500000000000001	6.236	3454580195
		3454580287
		3454580402
		3454580435
		3454580528
		3454580642
0.083	6.377	3454580675
		3454580767
		3454580882
		3454580916
		3454581008
		3454581122
0.079	5.919	3454581156
		3454581248
		3454581362
		3454581396
		3454581488
		3454581602
0.089	7.053	3454581635
		3454581728
		3454581842
		3454581876
		3454581968
		3454582082
0.075	6.928	3454582115
		3454582207
		3454582322
		3454582356
		3454582448
		3454582562
0.078	7.094	3454582595
		3454582688
		3454582801
		3454582835
		3454582927
		3454583042
0.073	6.581	3454583075
		3454583167
		3454583282
		3454583316
		3454583408
		3454583522
0.08500000000000001	6.352	3454583555
		3454583647
		3454583762
		3454583796
		3454583888
		3454584002
0.066	5.763	3454584036
		3454584128
		3454584242
		3454584276
		3454584368
		3454584482
0.08400000000000001	6.603	3454584516
		3454584608
		3454584722
		3454584756
		3454584848
		3454584962
0.07099999999999999	6.474	3454584996
		3454585088
		3454585202
		3454585236
		3454585328
		3454585442
0.065	6.085	3454585476
		3454585568
		3454585682
		3454585716
		3454585808
		3454585922
0.058	6.73	3454585956
		3454586048
		3454586162
		3454586196
		3454586288
		3454586402
0.076	6.736	3454586436
		3454586528
		3454586643
		3454586676
		3454586768
		3454586882
0.07099999999999999	6.741	3454586916
		3454587008
		3454587122
		3454587156
		3454587248
		3454587361
0.08500000000000001	6.721	3454587395
		3454587487
		3454587601
		3454587635
		3454587727
		3454587842
0.081	6.87	3454587875
		3454587968
		3454588082
		3454588115
		3454588208
		3454588321
0.091	7.494	3454588355
		3454588447
		3454588561
		3454588595
		3454588687
		3454588802
0.074	7.605	3454588835
		3454588928
		3454589042
		3454589076
		3454589168
		3454589282
0.063	7.173	3454589316
		3454589408
		3454589522
		3454589555
		3454589648
		3454589762
0.098	7.248	3454589796
		3454589888
		3454590002
		3454590036
		3454590128
		3454590241
0.092	7.458	3454590275
		3454590368
		3454590482
		3454590516
		3454590608
		3454590722
0.089	7.631	3454590756
		3454590848
		3454590962
		3454590996
		3454591088
		3454591202
0.08500000000000001	7.261	3454591235
		3454591327
		3454591442
		3454591476
		3454591568
		3454591682
0.092	7.279	3454591716
		3454591808
		3454591922
		3454591955
		3454592047
		3454592161
0.078	6.985	3454592195
		3454592288
		3454592402
		3454592435
		3454592527
		3454592642
		3454592676
		3454592768
		3454592882
		3454592915
		3454593008
		3454593122
		3454593155
		3454593248
		3454593362
		3454593396
		3454593488
		3454593602
		3454593636
		3454593728
		3454593842
		3454593875
		3454593967
		3454594081
		3454594115
		3454594207
		3454599122
		3454599156
		3454599248
		3454599362
0.057	6.333	3454599395
		3454599487
		3454599601
		3454599635
		3454599727
		3454599842
0.06	6.296	3454599876
		3454599968
		3454600081
		3454600115
		3454600207
		3454600322
0.07199999999999999	6.928	3454600356
		3454600448
		3454600562
		3454600596
		3454600688
		3454600802
0.062	6.716	3454600835
		3454600927
		3454601041
		3454601075
		3454601167
		3454601282
0.076	6.787	3454601316
		3454601408
		3454601522
		3454601555
		3454601648
		3454601762
0.062	7.124	3454601796
		3454601888
		3454602001
		3454602035
		3454602127
		3454602242
0.07199999999999999	7.054	3454602276
		3454602368
		3454602482
		3454602516
		3454602608
		3454602722
0.094	7.295	3454602755
		3454602847
		3454602961
		3454602995
		3454603087
		3454603201
0.08799999999999999	7.23	3454603235
		3454603328
		3454603442
		3454603476
		3454603568
		3454603682
0.083	7.528	3454603715
		3454603807
		3454603922
		3454603955
		3454604047
		3454604162
0.081	7.789	3454604195
		3454604287
		3454604402
		3454604436
		3454604528
		3454604642
0.075	7.81	3454604676
		3454604768
		3454604882
		3454604916
		3454605009
		3454605122
0.08799999999999999	7.834	3454605154
		3454605247
		3454605362
		3454605395
		3454605487
		3454605602
0.083	8.202999999999999	3454605636
		3454605728
		3454605842
		3454605875
		3454605968
		3454606082
0.1	8.599	3454606116
		3454606208
		3454606322
		3454606355
		3454606447
		3454606561
0.091	8.18	3454606595
		3454606687
		3454606802
		3454606835
		3454606927
		3454607042
0.089	8.227	3454607076
		3454607168
		3454607281
		3454607315
		3454607407
		3454607522
0.082	8.515000000000001	3454607556
		3454607648
		3454607762
		3454607796
		3454607888
		3454608002
0.08599999999999999	7.832	3454608035
		3454608127
		3454608242
