HRNO3_Amb_CU	HROrg_Amb_CU	t_series_Local_Start
		3453356413
		3453356543
		3453356653
		3453356783
		3453356893
		3453357023
		3453357133
		3453357263
		3453357373
		3453357504
		3453357613
		3453357744
		3453357853
		3453357983
		3453358093
		3453358224
		3453358333
		3453358463
		3453358573
		3453358703
		3453358813
		3453358943
		3453359052
		3453359183
		3453359293
		3453359423
		3453359533
		3453359663
		3453359773
		3453359903
		3453360013
		3453360143
		3453360253
		3453360384
		3453360493
		3453360623
		3453360733
		3453360863
		3453360973
		3453361103
		3453361213
		3453361343
		3453361453
		3453361584
		3453361693
		3453361823
		3453361933
		3453362064
		3453362173
		3453362303
		3453362413
		3453362543
		3453362653
		3453362783
		3453362893
		3453363023
		3453363133
		3453363263
		3453363373
		3453363503
		3453363613
		3453363743
		3453363853
		3453363983
		3453364093
		3453364224
		3453364333
		3453364463
		3453364573
		3453364703
		3453364813
		3453364944
		3453365053
		3453365183
		3453365293
		3453365424
		3453365533
		3453365663
		3453365773
		3453365904
		3453366013
		3453366143
		3453366253
		3453366383
		3453366493
		3453366624
		3453366733
		3453366863
		3453366973
		3453367103
		3453367213
		3453367344
		3453367453
		3453367583
		3453367693
		3453367824
		3453367932
		3453368063
		3453368173
		3453368303
		3453368413
		3453368543
		3453368653
		3453368784
		3453368893
		3453369023
		3453369133
		3453369263
		3453369373
		3453369503
		3453369612
		3453369743
		3453369853
		3453369984
		3453370093
		3453370224
		3453370333
		3453370463
		3453370573
		3453370703
		3453370813
		3453370943
		3453371053
		3453371183
		3453371293
		3453371423
		3453371533
		3453371663
		3453371773
		3453371903
		3453372013
		3453372143
		3453372253
		3453372383
		3453372493
		3453372623
		3453372733
		3453372863
		3453372973
		3453373103
		3453373213
		3453373343
		3453373453
		3453373583
		3453373693
		3453373823
		3453373932
		3453374063
		3453374173
		3453374303
		3453374413
		3453374543
		3453374653
		3453374783
		3453374893
		3453375023
		3453377059
		3453377123
		3453377166
		3453377230
		3453377286
		3453377351
		3453377542
		3453377839
		3453377884
		3453380387
		3453380403
		3453380463
		3453380842
		3453380883
		3453380944
		3453381003
		3453381063
		3453381123
		3453381183
		3453381243
		3453381303
		3453381363
		3453381423
		3453381483
		3453381543
		3453381603
		3453381663
		3453381723
		3453381783
		3453381843
		3453382065
		3453382082
		3453382144
		3453382369
		3453382431
		3453382503
		3453382568
		3453382631
		3453382702
		3453382809
		3453382871
		3453382942
		3453389817
		3453389946
		3453390008
		3453390137
		3453390249
		3453390378
		3453390489
		3453390617
		3453390729
		3453390857
		3453390969
		3453391097
		3453391209
		3453391337
		3453391449
		3453391577
		3453391688
		3453391817
		3453391929
		3453392057
		3453392169
		3453392298
		3453392408
		3453392537
		3453392649
		3453392777
		3453392888
		3453393017
		3453393129
		3453393258
		3453393368
		3453393497
		3453393609
		3453393737
		3453393848
		3453393977
		3453394088
		3453394217
		3453394329
		3453394457
		3453394568
		3453394697
		3453394809
		3453394937
		3453395048
		3453395177
		3453395288
		3453395417
		3453395529
		3453395657
		3453395768
		3453395897
		3453396008
		3453396137
		3453396249
		3453396377
		3453396489
		3453396618
		3453396729
		3453396857
		3453396968
		3453397097
		3453397209
		3453397337
		3453397448
		3453397577
		3453397689
		3453397817
		3453397929
		3453398057
		3453398169
		3453398297
		3453398408
		3453398537
		3453398648
		3453398777
		3453398888
		3453399017
		3453399129
		3453399257
		3453399368
		3453399497
		3453399608
		3453399737
		3453399848
		3453399977
		3453400089
		3453400217
		3453400329
		3453400457
		3453400568
		3453400697
		3453400809
		3453400937
		3453401049
		3453401177
		3453401289
		3453401417
		3453401528
		3453401657
		3453401768
		3453401897
		3453402009
		3453402137
		3453402248
		3453402377
		3453402488
		3453402619
		3453402728
		3453402857
		3453402969
		3453403097
		3453403208
		3453403337
		3453403448
		3453403577
		3453403688
		3453403817
		3453403928
		3453404057
		3453404169
		3453404297
		3453404408
		3453404537
		3453404649
		3453404778
		3453404889
		3453405018
		3453405129
		3453405257
		3453405369
		3453405497
		3453405608
		3453405737
		3453405848
		3453405977
		3453406088
		3453406217
		3453406329
		3453406457
		3453406568
		3453406697
		3453406808
		3453406937
		3453407048
		3453407177
		3453407289
		3453407417
		3453407529
		3453407657
		3453407769
		3453407897
		3453408009
		3453408138
		3453408248
		3453408377
		3453408488
		3453408617
		3453408728
		3453408857
		3453408968
		3453409097
		3453409209
		3453409337
		3453409448
		3453409577
		3453409689
		3453409817
		3453409928
